This	August 15, 2010	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE GIRL WHO KICKED THE HORNET’S NEST, by Stieg Larsson. (Knopf,	2	10
""	$27.95.) The third volume of a trilogy about a Swedish hacker and a journalist.		
""			
2	STAR ISLAND, by Carl Hiaasen. (Knopf, $26.95.) A paparazzo attempting to	--	1
""	kidnap a drug-addled pop star grabs her stunt double by mistake.		
""			
3	THE REMBRANDT AFFAIR, by Daniel Silva. (Putnam, $26.95.) The art restorer	1	2
""	and assassin Gabriel Allon discovers that there are deadly secrets behind a stolen		
""	painting.		
""			
4	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	3	70
""	woman and two black maids in 1960s Mississippi.		
""			
5	FLY AWAY HOME, by Jennifer Weiner. (Atria, $26.99.) A senator’s extramarital	4	3
""	affair affects his wife and daughters.		
""			
6	PRIVATE, by James Patterson and Maxine Paetro. (Little, Brown, $27.99.) The	5	5
""	head of an investigation company pursues the murderer of his best friend’s wife.		
""			
7	THE SEARCH, by Nora Roberts. (Putnam, $26.95.) The only survivor of a serial	6	4
""	killer has found peace, but her life is shaken by a new man and a copycat		
""	murderer.		
""			
8	SIZZLING SIXTEEN, by Janet Evanovich. (St. Martin’s, $27.99.) The bounty	7	6
""	hunter Stephanie Plum comes to the aid of a cousin with gambling debts.		
""			
9	THE GLASS RAINBOW, by James Lee Burke. (Simon & Schuster, $25.99.) A	8	3
""	man with ties to an evil ex-convict is dating the Louisiana detective Dave		
""	Robicheaux’s daughter.		
""			
10	THE OVERTON WINDOW, by Glenn Beck. (Threshold Editions/Mercury Radio	9	7
""	Arts, $26.) A public relations executive and the woman he loves expose a		
""	dangerous conspiracy.		
""			
11	SUPER SAD TRUE LOVE STORY, by Gary Shteyngart. (Random House, $26.) A	--	1
""	tender but doomed love affair in a future America on the verge of collapse.		
""			
12	QUEEN OF THE NIGHT, by J. A. Jance. (William Morrow/HarperCollins, $25.99.)	--	1
""	A retired Arizona detective, his wife and their adopted Indian daughter attempt to		
""	solve murders.		
""			
13	THE OLD REPUBLIC: FATAL ALLIANCE, by Sean Williams. (LucasBooks, $27.)	12	2
""	"The Jedi and the Sith must join forces to stop a threat to the galaxy; a ""Star Wars"""		
""	novel.		
""			
14	THE PASSAGE, by Justin Cronin. (Ballantine, $27.) More than a hundred years in	11	8
""	the future, a small group resists the vampires who have taken over North America.		
This	August 15, 2010	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	SH*T MY DAD SAYS, by Justin Halpern. (It Books/HarperCollins, $15.99.) A	1	13
""	coming-of-age memoir organized around the musings, purveyed on Twitter, of the		
""	author’s father.		
""			
2	THE OBAMA DIARIES, by Laura Ingraham. (Threshold Editions, $25.) A satirical	2	3
""	fictional journal with commentary, by the conservative political commentator.		
""			
3	CHELSEA CHELSEA BANG BANG, by Chelsea Handler. (Grand Central,	7	21
""	$25.99.) More humorous personal essays.		
""			
4	THE BIG SHORT, by Michael Lewis. (Norton, $27.95.) The people who saw the	3	20
""	real estate crash coming and made billions from their foresight.		
""			
5	OUTLIERS, by Malcolm Gladwell. (Little, Brown, $27.99.) Why some people	9	88
""	succeed, from the author of “Blink.”		
""			
6	MEDIUM RAW, by Anthony Bourdain. (Ecco/HarperCollins, $26.99.) The author of	4	8
""	"""Kitchen Confidential"" looks critically at changes in the food and restaurant"		
""	cultures.		
""			
7	THE IMMORTAL LIFE OF HENRIETTA LACKS, by Rebecca Skloot. (Crown,	10	23
""	$26.) The story of the woman whose cancer cells were cultured without her		
""	permission in 1951.		
""			
8	COMING BACK STRONGER, by Drew Brees with Chris Fabry. (Tyndale House,	6	4
""	$26.99.) The N.F.L. quarterback recovered from an injury to play for the New		
""	Orleans Saints.		
""			
9	SLIDING INTO HOME, by Kendra Wilkinson with Jon Warech. (Gallery, $26.) The	5	4
""	life of the reality TV star and former Playboy cover model.		
""			
10	EMPIRE OF THE SUMMER MOON, by S. C. Gwynne. (Scribner, $27.50.) The	8	6
""	story of Quanah Parker, the last and greatest chief of the Comanches.		
""			
11	WAR, by Sebastian Junger. (Twelve, $26.99.) The intense lives of American	13	12
""	soldiers in a lethal corner of Afghanistan, by the author of “The Perfect Storm.”		
""			
12	THE DISAPPEARING SPOON, by Sam Kean. (Little, Brown, $24.99.) Stories of	12	2
""	human interest and history connected with the elements of the periodic table.		
""			
13	IN A HEARTBEAT, by Leigh Anne Tuohy and Sean Tuohy with Sally Jenkins.	11	3
""	(Holt, $24.) The couple featured in “The Blind Side” tell their story and promote		
""	“cheerful giving.”		
""			
14	BORN TO RUN, by Christopher McDougall. (Knopf, $24.95.) Secrets of distance	14	24
""	running from a Mexican Indian tribe.		
