This	September 15, 2002	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LOVELY BONES, by Alice Sebold. (Little, Brown, $21.95.) A 14-year-old girl	2	10
""	looks down from heaven as she describes what happens in the aftermath of her		
""	kidnapping and murder.		
""			
2	RED RABBIT, by Tom Clancy. (Putnam, $28.95.) In the early 1980's, when he is a	1	4
""	novice in the C.I.A., Jack Ryan must act to thwart a Soviet plot against Pope John		
""	Paul II.		
""			
3	DARK HORSE, by Tami Hoag. (Bantam, $26.95.) As she searches for a	--	1
""	kidnapped teenage girl, a disgraced former policewoman discovers the unsavory		
""	side of Palm Beach's glittering equestrian set.		
""			
4	THE VOYAGE OF THE JERLE SHANNARA: Morgawr, by Terry Brooks. (Del	--	1
""	Rey/Ballantine, $27.95.) The third volume in a fantasy series.		
""			
5	STANDING IN THE RAINBOW, by Fannie Flagg. (Random House, $25.95.) Life in	3	4
""	Elmwood Springs, Mo., from 1946 to the present.		
""			
6	THE REMNANT, by Tim LaHaye and Jerry B. Jenkins. (Tyndale, $24.99.) The	4	9
""	"10th volume of the ""Left Behind"" series, in which the forces of good battle the"		
""	forces of evil after the rapture of the saved.		
""			
7	THE GRAVE MAURICE, by Martha Grimes. (Viking, $25.95.) Supt. Richard Jury	--	1
""	of New Scotland Yard investigates a stud-farm owner's missing granddaughter, a		
""	girl with an uncanny affinity for horses.		
""			
8	THE BEACH HOUSE, by James Patterson and Peter de Jonge. (Little, Brown,	5	12
""	$26.95.) After his brother drowns in East Hampton, a law student seeks revenge		
""	on the powerful people who he thinks are responsible.		
""			
9	THE NANNY DIARIES, by Emma McLaughlin and Nicola Kraus. (St. Martin's,	6	26
""	$24.95.) A satirical look at rich and powerful New Yorkers through the eyes of an		
""	Upper East Side nanny.		
""			
10	A LOVE OF MY OWN, by E. Lynn Harris. (Doubleday, $24.95.) The C.E.O. and	8	5
""	the editor in chief of Bling Bling magazine look for true love in New York City.		
""			
11	BLOOD OF VICTORY, by Alan Furst. (Random House, $24.95.) Fleeing occupied	--	1
""	Paris in 1940, a world-weary exile joins a covert operation working to sabotage the		
""	flow of Romanian oil to Nazi Germany.		
""			
12	ELEVENTH HOUR, by Catherine Coulter. (Putnam, $24.95.) When his identical	9	6
""	twin brother, a priest, is murdered, an F.B.I. agent searches for the killer.		
""			
13	SHADOW PUPPETS, by Orson Scott Card. (Tor/Tom Doherty, $25.95.) After	7	2
""	staving off an alien invasion, child-warriors return to find Earth in turmoil.		
This	September 15, 2002	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	LET'S ROLL! by Lisa Beamer with Ken Abraham. (Tyndale, $24.99.) A memoir by	1	2
""	the wife of Todd Beamer, one of the passengers on United Flight 93 on Sept. 11.		
""			
2	LET FREEDOM RING, by Sean Hannity. (ReganBooks/ HarperCollins, $25.95.)	3	2
""	The conservative commentator surveys domestic and foreign issues after Sept.		
""	11.		
""			
3	A MIND AT A TIME, by Mel Levine. (Simon & Schuster, $26.) A professor of	2	23
""	pediatrics examines the learning patterns of children and the various ways in		
""	which parents and other adults can help them succeed.		
""			
4	SLANDER, by Ann Coulter. (Crown, $25.95.) The lawyer and pundit enumerates	4	10
""	"""liberal lies about the American right."""		
""			
5	WHAT WE SAW, by CBS News. (Simon & Schuster, $29.95.) Sept. 11 in words	5	2
""	and pictures, with a DVD.		
""			
6	SACRED CONTRACTS, by Caroline Myss. (Harmony, $25.) Reflections on	11	12
""	"""spiritual energies"" and the meaning of life by the author of ""Anatomy of the Spirit."""		
""			
7	LONGITUDES AND ATTITUDES, by Thomas L. Friedman. (Farrar, Straus &	15	2
""	Giroux, $26.) Notes and reflections on Sept. 11, by a columnist for The Times.		
""			
8	STUPID WHITE MEN, by Michael Moore. (ReganBooks/ HarperCollins, $24.95.)	6	28
""	"The man behind ""Roger & Me"" takes aim at Republicans and Democrats,"		
""	"corporate America and our ""nation of idiots."""		
""			
9	ABOVE HALLOWED GROUND, by photographers of the New York City Police	--	1
""	Department. Edited by Christopher Sweet. (Viking Studio, $29.95.) A record in		
""	photographs of the attack on New York City on Sept. 11, 2001, and of the months		
""	following.		
""			
10	NEVER FORGET, by Mitchell Fink and Lois Mathias. (ReganBooks/HarperCollins,	12	2
""	$24.95.) An oral history of the attacks of Sept. 11 and their aftermath.		
""			
11	A NATION CHALLENGED, by The New York Times. (The New York	16	2
""	Times/Callaway, $34.95.) A photographic account of the events of Sept. 11 and		
""	afterward, based on the special section of The Times.		
""			
12	THE CELL, by John Miller and Michael Stone with Chris Mitchell. (Hyperion,	10	2
""	$24.95.) An investigation of the terrorist operatives behind the Sept. 11 attacks.		
""			
13	GOOD TO GREAT, by Jim Collins. (HarperBusiness, $27.50.) Why some	9	10
""	companies thrive and others do not.		
""			
14	THE LOBSTER CHRONICLES, by Linda Greenlaw. (Hyperion, $22.95.) The	7	9
""	"author of ""The Hungry Ocean"" gives up swordfishing and moves back in with her"		
