This	July 8, 2007	Last	Weeks
Week	Fiction	Week	On List
""			
1	LEAN MEAN THIRTEEN, by Janet Evanovich. (St. Martin’s, $27.95.) The New	--	1
""	Jersey bounty hunter Stephanie Plum becomes a suspect when her ex-husband		
""	disappears.		
""			
2	A THOUSAND SPLENDID SUNS, by Khaled Hosseini. (Riverhead, $25.95.) A	1	5
""	friendship between two women in Afghanistan against the backdrop of 30 years of		
""	war.		
""			
3	BLAZE, by Richard Bachman. (Scribner, $25.) An early Stephen King novel —	2	2
""	Bachman is his alias — here revised. A criminal who was an abused child plots a		
""	kidnapping.		
""			
4	DOUBLE TAKE, by Catherine Coulter. (Putnam, $25.95.) Dillon Savich and Lacey	3	2
""	Sherlock — F.B.I. agents as well as husband and wife — join with a San		
""	Francisco colleague to solve a murder and find a missing woman.		
""			
5	THE NAVIGATOR, by Clive Cussler with Paul Kemprecos. (Putnam, $26.95.) Kurt	7	3
""	Austin and his team track down a stolen Phoenician statue.		
""			
6	THE GOOD GUY, by Dean Koontz. (Bantam, $27.) An ordinary man finds himself	6	4
""	at the center of a murder plot.		
""			
7	THE OVERLOOK, by Michael Connelly. (Little, Brown, $21.99.) The Los Angeles	8	5
""	detective Harry Bosch tangles with the F.B.I. and Homeland Security.		
""			
8	THE HARLEQUIN, by Laurell K. Hamilton. (Berkley, $25.95.) The vampire hunter	5	3
""	Anita Blake is under surveillance by a troop of vampire enforcers.		
""			
9	ON CHESIL BEACH, by Ian McEwan. (Nan A. Talese, $22.) A wedding night goes	12	3
""	terribly wrong.		
""			
10	THE 6TH TARGET, by James Patterson and Maxine Paetro. (Little, Brown,	9	7
""	$27.99.) Detective Lindsay Boxer and the Women’s Murder Club investigate the		
""	disappearance of several children in San Francisco.		
""			
11	FOR ONE MORE DAY, by Mitch Albom. (Hyperion, $21.95.) A troubled man gets	10	32
""	a last chance to reconnect and restore his relationship with his dead mother.		
""			
12	THE BOURNE BETRAYAL, by Eric Van Lustbader. (Warner, $25.99.) Continuing	11	3
""	the story of Robert Ludlum’s character Jason Bourne, who tangles with a group of		
""	diabolical Islamic terrorists.		
""			
13	THE CHILDREN OF HÚRIN, by J. R. R. Tolkien. Edited by Christopher Tolkien.	4	10
""	Illustrated by Alan Lee. (Houghton Mifflin, $26.) In Middle-earth, an evil lord wants		
""	to destroy his rival’s children.		
""			
14	INNOCENT AS SIN, by Elizabeth Lowell. (Morrow, $24.95.) A banker unjustly	--	1
This	July 8, 2007	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE DIANA CHRONICLES, by Tina Brown. (Doubleday, $27.50.) The Princess of	2	2
""	Wales’s romance with the media.		
""			
2	THE REAGAN DIARIES, by Ronald Reagan. Edited by Douglas Brinkley.	1	5
""	(HarperCollins, $35.) Selections from the 40th president’s daily White House		
""	diaries.		
""			
3	THE ASSAULT ON REASON, by Al Gore. (Penguin Press, $25.95.) How the Bush	3	5
""	administration has degraded the political environment through secrecy, fear and		
""	the rejection of fact-based reasoning.		
""			
4	GOD IS NOT GREAT, by Christopher Hitchens. (Twelve, $24.99.) Religion as a	7	8
""	malignant force in the world.		
""			
5	OUTRAGE, by Dick Morris and Eileen McGann. (HC/HarperCollins, $26.95.) An	5	2
""	attack on illegal immigration, United Nations profiteers, lazy congressmen and		
""	high drug prices.		
""			
6	LONE SURVIVOR, by Marcus Luttrell with Patrick Robinson. (Little, Brown,	6	2
""	$24.99.) The only survivor of a Navy Seal operation in northern Afghanistan		
""	describes the battle, his comrades and his courageous escape.		
""			
7	EINSTEIN, by Walter Isaacson. (Simon & Schuster, $32.) A biography based on	4	11
""	newly released personal letters.		
""			
8	A LONG WAY GONE, by Ishmael Beah. (Sarah Crichton/Farrar, Straus & Giroux,	8	19
""	$22.) A former child soldier from Sierra Leone describes his drug-crazed killing		
""	spree and his return to humanity.		
""			
9	PRESIDENTIAL COURAGE, by Michael Beschloss. (Simon & Schuster, $28.)	9	7
""	Profiles of nine presidents who had the courage to make unpopular decisions.		
""			
10	ANIMAL, VEGETABLE, MIRACLE, by Barbara Kingsolver with Steven L. Hopp	14	8
""	and Camille Kingsolver. (HarperCollins, $26.95.) The novelist and her family		
""	spend a year eating homegrown or local food.		
""			
11	TALES FROM Q SCHOOL, by John Feinstein. (Little, Brown, $26.99.) Inside the	10	6
""	"PGA 2005 Tour Qualifying Tournament, from the author of ""A Good Walk"		
""	"Spoiled."""		
""			
12	I FEEL BAD ABOUT MY NECK, by Nora Ephron. (Knopf, $19.95.) A witty look at	15	45
""	aging from a novelist and screenwriter (“When Harry Met Sally”).		
""			
13	PLATO AND A PLATYPUS WALK INTO A BAR, by Thomas Cathcart and Daniel	--	3
""	Klein. (Abrams Image, $18.95.) A humorous tour of philosophical traditions.		
""			
14	A WOMAN IN CHARGE: THE LIFE OF HILLARY RODHAM CLINTON, by Carl	13	3
