This	July 14, 2002	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE BEACH HOUSE, by James Patterson and Peter de Jonge. (Little, Brown,	2	3
""	$26.95.) After his brother drowns in East Hampton, a law student seeks revenge		
""	on the powerful people who he thinks are responsible.		
""			
2	SUNSET IN ST. TROPEZ, by Danielle Steel. (Delacorte, $19.95.) Surprises await	--	1
""	a group of friends who decide to spend August on the Riviera.		
""			
3	HARD EIGHT, by Janet Evanovich. (St. Martin's, $25.95.) Stephanie Plum takes	1	2
""	time out from bounty hunting to search for a 7-year-old New Jersey girl who has		
""	been abducted.		
""			
4	THE EMPEROR OF OCEAN PARK, by Stephen L. Carter. (Knopf, $26.95.) The	3	4
""	patriarch of a black family, forced to withdraw from consideration for the Supreme		
""	Court, dies under mysterious circumstances.		
""			
5	FIRE ICE, by Clive Cussler with Paul Kemprecos. (Putnam, $26.95.) Claiming to	4	4
""	be a descendant of the Romanovs, a mining tycoon tries to overthrow the Russian		
""	government.		
""			
6	IN THIS MOUNTAIN, by Jan Karon. (Viking, $25.95.) In the seventh book of the	5	5
""	"""Mitford Years"" series, Cynthia Kavanagh thrives in retirement while her husband,"		
""	Father Tim, grows restless.		
""			
7	THE NANNY DIARIES, by Emma McLaughlin and Nicola Kraus. (St. Martin's,	6	17
""	$24.95.) A satirical look at New Yorkers through the eyes of an East Side nanny.		
""			
8	THE MULBERRY TREE, by Jude Deveraux. (Atria, $25.) A widow whose	--	1
""	billionaire husband left her only an old farmhouse discovers secrets about him.		
""			
9	THE SHELTERS OF STONE, by Jean M. Auel. (Crown, $28.95.) Love and danger	8	9
""	in a prehistoric society.		
""			
10	THE LOVELY BONES, by Alice Sebold. (Little, Brown, $21.95.) A 14-year-old girl	--	1
""	looks down from heaven as she describes what happens in the aftermath of her		
""	kidnapping and murder.		
""			
11	MOUNT VERNON LOVE STORY, by Mary Higgins Clark. (Simon & Schuster,	7	2
""	$22.) The married life of George and Martha Washington; originally published in		
""	"1969 under the title ""Aspire to the Heavens."""		
""			
12	CHOPPING SPREE, by Diane Mott Davidson. (Bantam, $23.95.) The caterer and	--	1
""	amateur sleuth Goldy Schulz investigates the murder of an old friend.		
""			
13	THE DIVE FROM CLAUSEN'S PIER, by Ann Packer. (Knopf, $24.) A young	11	3
""	woman from Wisconsin, whose fiance has been rendered a quadriplegic, decides		
""	to move to New York and start a new life.		
This	July 14, 2002	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	SLANDER, by Ann Coulter. (Crown, $25.95.) The lawyer and pundit enumerates	--	1
""	"""liberal lies about the American right."""		
""			
2	YOU CANNOT BE SERIOUS, by John McEnroe with James Kaplan. (Putnam,	1	3
""	$25.95.) The autobiography of the former tennis star and current commentator.		
""			
3	STUPID WHITE MEN, by Michael Moore. (ReganBooks/ HarperCollins, $24.95.)	2	19
""	"The man behind ""Roger & Me"" takes aim at Republicans and Democrats,"		
""	"corporate America and our ""nation of idiots."""		
""			
4	JOHN ADAMS, by David McCullough. (Simon & Schuster, $35.) A biography of	4	53
""	the country's first vice president and second president.		
""			
5	THE RIGHT WORDS AT THE RIGHT TIME, edited by Marlo Thomas. (Atria, $25.)	3	10
""	More than 100 celebrities describe a turning point in their lives.		
""			
6	A MIND AT A TIME, by Mel Levine. (Simon & Schuster, $26.) A professor of	5	14
""	pediatrics examines the learning patterns of children and the various ways in		
""	which parents and other adults can help them succeed.		
""			
7	THE SEXUAL LIFE OF CATHERINE M., by Catherine Millet. (Grove, $23.) A	12	2
""	French intellectual recalls her erotic exploits.		
""			
8	FIREHOUSE, by David Halberstam. (Hyperion, $22.95.) A journalist's report on	7	5
""	what one group of New York firefighters experienced on Sept. 11.		
""			
9	MASTER OF THE SENATE, by Robert A. Caro. (Knopf, $35.) The third book in a	6	10
""	multivolume biography of Lyndon B. Johnson, covering the years 1949 to 1960.		
""			
10	LUCKY MAN, by Michael J. Fox. (Hyperion, $22.95.) A memoir by the film and	10	13
""	television actor, who was told a decade ago that he had contracted Parkinson's		
""	disease.		
""			
11	ONCE UPON A TOWN, by Bob Greene. (Morrow, $24.95.) The story of North	9	5
""	Platte, Neb., which millions of American servicemen passed through during World		
""	War II.		
""			
12	PROFILES IN COURAGE FOR OUR TIME, edited by Caroline Kennedy.	8	8
""	(Hyperion, $23.95.) Essays by noted writers about modern elected officials who		
""	have performed acts of political courage.		
""			
13	SIX DAYS OF WAR, by Michael B. Oren. (Oxford University, $30.) An account of	11	2
""	the Arab-Israeli war in 1967 and how it transformed the Middle East.		
""			
14	ODD GIRL OUT, by Rachel Simmons. (Harcourt, $25.) A study of the secret lives	13	11
""	of girls and the culture of female aggression.		
