This	April 24, 2005	Last	Weeks
Week	Fiction	Week	On List
""			
1	NO PLACE LIKE HOME, by Mary Higgins Clark. (Simon & Schuster, $25.95.) A	--	1
""	woman who is trying to conceal her past becomes the target of a killer.		
""			
2	THE MERMAID CHAIR, by Sue Monk Kidd. (Viking, $24.95.) On Egret Island, off	--	1
""	the coast of South Carolina, a married woman is strongly attracted to a monk who		
""	is just months away from taking his final vows.		
""			
3	REVENGE OF THE SITH, by Matthew Stover. (Lucas/Del Rey/Ballantine, $25.95.)	2	2
""	"A new ""Star Wars"" novel, featuring Anakin Skywalker and Obi-Wan Kenobi."		
""			
4	THE DA VINCI CODE, by Dan Brown. (Doubleday, $24.95.) The murder of a	1	108
""	curator at the Louvre leads to a trail of clues found in the work of Leonardo and to		
""	the discovery of a centuries-old secret society.		
""			
5	SATURDAY, by Ian McEwan. (Nan A. Talese/Doubleday, $26.) A day in the life of	5	3
""	a successful London neurosurgeon, troubled by 9/11 and the impending war in		
""	Iraq, who comes face to face with senseless violence.		
""			
6	YA-YAS IN BLOOM, by Rebecca Wells. (HarperCollins, $24.95.) The further	3	2
""	adventures of members of the Ya-Ya sisterhood.		
""			
7	HONEYMOON, by James Patterson and Howard Roughan. (Little, Brown,	4	8
""	$27.95.) An F.B.I. agent who is investigating a beautiful and mysterious woman		
""	finds himself becoming obsessed with her.		
""			
8	THE BROKER, by John Grisham. (Doubleday, $27.95.) The C.I.A. arranges a	7	13
""	presidential pardon for a power broker who may know crucial secrets, laying a trap		
""	for the foreign intelligence service that wants him dead.		
""			
9	WITH NO ONE AS WITNESS, by Elizabeth George. (HarperCollins, $26.95.)	8	4
""	Detective Inspector Thomas Lynley and his colleagues hunt for a serial killer.		
""			
10	THE YEAR OF PLEASURES, by Elizabeth Berg. (Random House, $24.95.) A	--	1
""	recently widowed woman moves to the Midwest in search of a new life.		
""			
11	THE RISING, by Tim LaHaye and Jerry B. Jenkins. (Tyndale, $25.99.) The Prince	6	6
""	of Darkness chooses a Romanian woman to be the mother of the Antichrist.		
""			
12	IMPOSSIBLE, by Danielle Steel. (Delacorte, $27.) A romance blossoms between	9	6
""	the owner of a Parisian art gallery and a bohemian painter.		
""			
13	THE FIVE PEOPLE YOU MEET IN HEAVEN, by Mitch Albom. (Hyperion, $19.95.)	11	81
""	An old man who died while trying to rescue a little girl from danger discovers that		
""	all will be explained to him in the afterlife.		
""			
14	EXTREMELY LOUD AND INCREDIBLY CLOSE, by Jonathan Safran Foer.	12	4
""	(Houghton Mifflin, $24.95.) A 9-year-old boy searches New York City for the lock		
""	that fits a key belonging to his father, who died on Sept. 11.		
This	April 24, 2005	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MY LIFE SO FAR, by Jane Fonda. (Random House, $26.95.) The autobiography	--	1
""	of the Academy Award-winning actress, antiwar activist and fitness guru.		
""			
2	THE WORLD IS FLAT, by Thomas L. Friedman. (Farrar, Straus & Giroux, $27.50.)	--	1
""	A columnist for The New York Times analyzes 21st-century economics and		
""	foreign policy and presents an overview of globalization trends.		
""			
3	"BLINK, by Malcolm Gladwell. (Little, Brown, $25.95.) The author of ""The Tipping"	1	13
""	"Point"" explores the importance of hunch and instinct to the workings of the mind."		
""			
4	MEMORY AND IDENTITY, by John Paul II. (Rizzoli, $19.95.) Commentary by the	--	1
""	late pope, focusing on democracy and patriotism, history and current affairs.		
""			
5	A DEADLY GAME, by Catherine Crier with Cole Thompson.	2	5
""	(ReganBooks/HarperCollins, $27.95.) A former judge and current Court TV analyst		
""	looks at the Scott Peterson case.		
""			
6	ON BULL----, by Harry G. Frankfurt. (Princeton University, $9.95.) A philosopher	3	4
""	"attempts a theoretical understanding of a ""vast and amorphous"" phenomenon."		
""			
7	AMERICA (THE BOOK), by Jon Stewart, Ben Karlin and David Javerbaum.	6	29
""	"(Warner, $24.95.) ""The Daily Show"" offers a lavishly illustrated parody of a civics"		
""	textbook.		
""			
8	CONSPIRACY OF FOOLS, by Kurt Eichenwald. (Broadway, $26.) The	4	4
""	spectacular rise and fall of Enron, as reported by a correspondent for The New		
""	York Times.		
""			
9	RISE, LET US BE ON OUR WAY, by John Paul II. (Warner, $22.95.) Memories	--	1
""	"and reflections of the late pope; a sequel to the memoir ""Gift and Mystery."""		
""			
10	IDIOT, by Johnny Damon with Peter Golenbock. (Crown, $24.) The Red Sox	--	1
""	center fielder remembers his early years in baseball and tells what it was like to		
""	help bring an end to the Curse of the Bambino.		
""			
11	"PLAN B, by Anne Lamott. (Riverhead, $24.95.) The author of ""Traveling Mercies"""	7	6
""	meditates on personal and political matters and on the spiritual life.		
""			
12	POPE JOHN PAUL II: A Tribute, by Robert Sullivan and the editors of Life.	--	1
""	(Bulfinch/Little, Brown/Time Inc. Home Entertainment, $14.95.) A lavishly		
""	illustrated homage.		
""			
13	BLOOD BROTHER, by Anne Bird. (ReganBooks/HarperCollins, $25.95.) The	5	6
""	long-lost half sister of Scott Peterson explains why she is convinced he is guilty of		
""	murder.		
""			
14	COLLAPSE, by Jared Diamond. (Viking, $29.95.) A historical investigation, by the	9	15
""	"author of ""Guns, Germs, and Steel,"" into why some societies succeed while others"		
