This	January 30, 2011	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE INNER CIRCLE, by Brad Meltzer. (Grand Central, $26.99.) An archivist	--	1
""	discovers a book that once belonged to George Washington and conceals a		
""	deadly secret.		
""			
2	THE SENTRY, by Robert Crais. (Putnam, $26.95.) Joe Pike and Elvis Cole,	--	1
""	Hollywood private eyes, try to help a woman who is not as innocent as she		
""	appears.		
""			
3	THE GIRL WHO KICKED THE HORNET’S NEST, by Stieg Larsson. (Knopf,	1	34
""	$27.95.) The third volume of a trilogy about a Swedish hacker and a journalist.		
""			
4	DEAD OR ALIVE, by Tom Clancy with Grant Blackwood. (Putnam, $28.95.)	3	6
""	Familiar Clancy characters appear as an intelligence group tracks a vicious		
""	terrorist called the Emir.		
""			
5	WHAT THE NIGHT KNOWS, by Dean Koontz. (Bantam, $28.) Someone is	2	3
""	murdering entire families, recreating in detail a crime spree that took place two		
""	decades earlier.		
""			
6	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	5	94
""	woman and two black maids in 1960s Mississippi.		
""			
7	THE CONFESSION, by John Grisham. (Doubleday, $28.95.) A criminal wants to	4	12
""	save an innocent man on death row.		
""			
8	THREE SECONDS, by Anders Roslund and Borge Hellstrom. (Silver Oak,	9	2
""	$24.95.) An undercover police officer takes on the organized drug traffic in		
""	Scandinavian prisons.		
""			
9	CROSS FIRE, by James Patterson. (Little, Brown, $27.99.) Alex Cross	8	9
""	investigates a professional assassination in Washington, and receives a chilling		
""	call from a deadly adversary.		
""			
10	FREEDOM, by Jonathan Franzen. (Farrar, Straus & Giroux, $28.) A family of	7	17
""	Midwestern liberals during the Bush years.		
""			
11	ROOM, by Emma Donoghue. (Little, Brown, $24.99.) A mother’s prison is her	14	10
""	young son’s entire world.		
""			
12	THE OUTLAWS, by W. E. B. Griffin and William E. Butterworth IV. (Putnam,	6	3
""	$27.95.) Charley Castillo investigates a deadly biohazard that he thought had		
""	been destroyed.		
""			
13	SECRETS TO THE GRAVE, by Tami Hoag. (Dutton, $26.95.) The cast of “Deeper	10	3
""	Than the Dead” become involved in a new case of violence that disturbs their		
""	community.		
This	January 30, 2011	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	UNBROKEN, by Laura Hillenbrand. (Random House, $27.) An Olympic runner’s	1	9
""	story of survival as a prisoner of the Japanese in World War II.		
""			
2	DECISION POINTS, by George W. Bush. (Crown, $35.) The former president’s	2	10
""	memoir discusses his Christianity, the end of his drinking, and his decisions on		
""	9/11, Iraq and Katrina.		
""			
3	AUTOBIOGRAPHY OF MARK TWAIN, VOL. 1, by Mark Twain. (University of	5	13
""	California, $34.95.) In his autobiography, published unexpurgated for the first time,		
""	Twain is pointedly political and willing to play the angry prophet.		
""			
4	CLEOPATRA, by Stacy Schiff. (Little, Brown, $29.99.) The last queen of ancient	3	11
""	Egypt was ambitious, audacious and formidably intelligent.		
""			
5	BATTLE HYMN OF THE TIGER MOTHER, by Amy Chua. (Penguin Press,	--	1
""	$25.95.) A Chinese-American mother makes a case for strict and demanding		
""	parenting		
""			
6	LIFE, by Keith Richards with James Fox. (Little, Brown, $29.99.) The Rolling	4	12
""	Stones guitarist’s revealing autobiography is also a portrait of the era when rock ’n’		
""	roll came of age.		
""			
7	THE IMMORTAL LIFE OF HENRIETTA LACKS, by Rebecca Skloot. (Crown,	6	37
""	$26.) The story of a woman whose cancer cells were cultured without her		
""	permission in 1951.		
""			
8	DECODED, by Jay-Z. (Spiegel & Grau, $35.) The hip-hop star leads a narrative	7	9
""	journey through his lyrics and his life.		
""			
9	OUTLIERS, by Malcolm Gladwell. (Little, Brown, $27.99.) Why some people	13	98
""	succeed, from the author of “Blink.”		
""			
10	EARTH (THE BOOK), by Jon Stewart, David Javerbaum, Rory Albanese, Steve	9	17
""	Bodow and Josh Lieb. (Grand Central, $27.99.) A visitor’s guide to the human		
""	"race, presented by ""The Daily Show."""		
""			
11	ASSHOLES FINISH FIRST, by Tucker Max. (Gallery, $25.99.) Stories of bad	11	10
""	decisions, debauchery and sexual recklessness.		
""			
12	SH*T MY DAD SAYS, by Justin Halpern. (It Books/HarperCollins, $15.99.) A	10	37
""	memoir organized around the musings, purveyed on Twitter, of the author’s father.		
""			
13	I REMEMBER NOTHING, by Nora Ephron. (Knopf, $22.95.) Reflections on age	8	10
""	and memory, from the author of “I Feel Bad About My Neck.”		
""			
14	UNBEARABLE LIGHTNESS, by Portia de Rossi. (Atria, $25.99.) The actress	12	5
""	discusses her career, her anorexia and her years of hiding her lesbianism.		
