This	March 11, 2012	Last	Weeks
Week	Fiction	Week	On List
""			
1	CELEBRITY IN DEATH, by J. D. Robb. (Putnam, $27.95.) Lt. Eve Dallas investigates	--	1
""	when an actress drowns at the opening party for a movie based on one of her cases;		
""	by Nora Roberts, writing pseudonymously.		
""			
2	A PERFECT BLOOD, by Kim Harrison. (Harper Voyager/HarperCollins, $26.99.) The	--	1
""	witch Rachel Morgan faces a human hate group that is trying to create its own		
""	demons; Book 10 of the Hollows series.		
""			
3	KILL SHOT, by Vince Flynn. (Emily Bestler/Atria, $27.99.) A C.I.A. super-agent	2	3
""	hunting down perpetrators of the Pan Am Lockerbie bombing, finds himself caught in		
""	a dangerous trap.		
""			
4	PRIVATE GAMES, by James Patterson and Mark Sullivan. (Little, Brown, $27.99.)	1	2
""	Peter Knight, a member of the Private investigative firm, pursues a murderer who is		
""	trying to destroy the London Olympics.		
""			
5	THE WOLF GIFT, by Anne Rice. (Knopf, $25.95.) The making of a modern werewolf.	3	2
""			
6	DEFENDING JACOB, by William Landay. (Delacorte, $26.) An assistant district	5	4
""	attorney’s life is shaken when his 14-year-old son is accused of murder.		
""			
7	I'VE GOT YOUR NUMBER, by Sophie Kinsella. (Dial, $26.) A frazzled bride-to-be	4	2
""	creates havoc when she appropriates a cellphone she found in the trash.		
""			
8	THE SHADOW PATROL, by Alex Berenson. (Putnam, $26.95.) The former C.I.A.	--	1
""	operative John Wells returns to Afghanistan to pursue a possible leak from the C.I.A.		
""	station.		
""			
9	SONOMA ROSE, by Jennifer Chiaverini. (Dutton, $25.95.) A California woman fleeing	--	1
""	an abusive husband hides with a former lover in Sonoma County, where winemakers		
""	struggle under Prohibition.		
""			
10	11/22/63, by Stephen King. (Scribner, $35.) A teacher travels back to 1958 by way of	6	16
""	a time portal in a Maine diner.		
""			
11	DEATH COMES TO PEMBERLEY, by P. D. James. (Knopf, $25.95.) Elizabeth	7	12
""	"Bennet and her husband, Darcy, of ""Pride and Prejudice,"" must deal with a murder."		
""			
12	HOME FRONT, by Kristin Hannah. (St. Martin’s, $27.99.) A woman’s husband and	9	4
""	children are challenged when she is deployed to Iraq.		
""			
13	A DANCE WITH DRAGONS, by George R. R. Martin. (Bantam, $35.) After a colossal	13	30
""	"battle, the Seven Kingdoms face new threats; Book 5 of ""A Song of Ice and Fire."""		
""			
14	PRIVATE: #1 SUSPECT, by James Patterson and Maxine Paetro. (Little, Brown,	8	8
""	$27.99.) Jack Morgan, a former Marine and the head of an investigative firm, is		
""	accused of murder.		
This	March 11, 2012	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	AMERICAN SNIPER, by Chris Kyle with Scott McEwen and Jim DeFelice.	1	8
""	(Morrow/HarperCollins, $26.99.) A member of the Navy SEALs discusses his		
""	childhood, his marriage and his battlefield experiences during the Iraq war.		
""			
2	ABUNDANCE, by Peter H. Diamandis and Steven Kotler. (Free Press, $26.99.)	--	1
""	An entrepreneur argues that innovations in water, food, energy, health care,		
""	education and freedom will solve society’s biggest problems.		
""			
3	KILLING LINCOLN, by Bill O'Reilly and Martin Dugard. (Holt, $28.) The heart-	3	22
""	stopping events surrounding the assassination of Abraham Lincoln.		
""			
4	STEVE JOBS, by Walter Isaacson. (Simon & Schuster, $35.) A biography of the	4	18
""	recently deceased entrepreneur who was the visionary of Apple.		
""			
5	INDIVISIBLE, by James Robison and Jay W. Richards. (FaithWords, $21.99.) An	--	1
""	examination of politics, faith and culture from a Christian perspective maintains		
""	that Americans can unite to overcome their cultural malaise and revive the		
""	economy.		
""			
6	AMERITOPIA, by Mark R. Levin. (Threshold Editions, $26.99.) A talk-show host	2	6
""	and president of Landmark Legal Foundation surveys the history of utopias and		
""	warns that Americans must choose between utopianism and liberty.		
""			
7	QUIET, by Susan Cain. (Crown, $26.) Introverts — one-third of the population —	7	5
""	are undervalued in American society.		
""			
8	BEHIND THE BEAUTIFUL FOREVERS, by Katherine Boo. (Random House, $27.)	5	3
""	A journalist reports on families striving for better lives in a Mumbai slum.		
""			
9	UNBROKEN, by Laura Hillenbrand. (Random House, $27.) An Olympic runner's	9	67
""	story of survival as a prisoner of the Japanese in World War II.		
""			
10	BRINGING UP BÉBÉ, by Pamela Druckerman. (Penguin Press, $25.95.) An	8	3
""	American mother discovers the principles of French parenting.		
""			
11	ONCE UPON A SECRET, by Mimi Alford. (Random House, $25.) A former White	6	3
""	House intern recounts her affair with John F. Kennedy.		
""			
12	"COMING APART, by Charles Murray. (Crown Forum, $27.) The author of ""The"	11	4
""	"Bell Curve"" explores the state of white America, 1960-2010."		
""			
13	UNORTHODOX, by Deborah Feldman. (Simon & Schuster, $23.) A woman	16	2
""	breaks free of the Satmar Hasidic community in Brooklyn in which she was raised.		
""			
14	HILARITY ENSUES, by Tucker Max. (Blue Heeler Books, $25.99.) More stories	10	3
""	from a life of serial debauchery.		
