This	July 21, 2002	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE REMNANT, by Tim LaHaye and Jerry B. Jenkins. (Tyndale, $24.99.) Volume	--	1
""	"10 of the ""Left Behind"" series, in which the forces of good battle the forces of evil"		
""	after the rapture of the saved.		
""			
2	THE BEACH HOUSE, by James Patterson and Peter de Jonge. (Little, Brown,	1	4
""	$26.95.) After his brother drowns in East Hampton, a law student seeks revenge		
""	on the powerful people who he thinks are responsible.		
""			
3	SUNSET IN ST. TROPEZ, by Danielle Steel. (Delacorte, $19.95.) Surprises await	2	2
""	a group of friends who decide to spend August on the Riviera.		
""			
4	THE LOVELY BONES, by Alice Sebold. (Little, Brown, $21.95.) A 14-year-old girl	10	2
""	looks down from heaven as she describes what happens in the aftermath of her		
""	kidnapping and murder.		
""			
5	HARD EIGHT, by Janet Evanovich. (St. Martin's, $25.95.) Stephanie Plum takes	3	3
""	time out from bounty hunting to search for a 7-year-old New Jersey girl who has		
""	been abducted.		
""			
6	THE NANNY DIARIES, by Emma McLaughlin and Nicola Kraus. (St. Martin's,	7	18
""	$24.95.) A satirical look at New Yorkers through the eyes of an East Side nanny.		
""			
7	THE EMPEROR OF OCEAN PARK, by Stephen L. Carter. (Knopf, $26.95.) The	4	5
""	patriarch of a black family, forced to withdraw from consideration for the Supreme		
""	Court, dies under mysterious circumstances.		
""			
8	FIRE ICE, by Clive Cussler with Paul Kemprecos. (Putnam, $26.95.) A mining	5	5
""	tycoon tries to overthrow the Russian government.		
""			
9	THE SHELTERS OF STONE, by Jean M.Auel. (Crown, $28.95.) Love and danger	9	10
""	in a prehistoric society.		
""			
10	THE DIVE FROM CLAUSEN'S PIER, by Ann Packer. (Knopf, $24.) A young	13	4
""	woman from Wisconsin, whose fiance has been rendered a quadriplegic, decides		
""	to move to New York and start a new life.		
""			
11	MOUNT VERNON LOVE STORY, by Mary Higgins Clark. (Simon & Schuster,	11	3
""	$22.) The married life of George and Martha Washington; originally published in		
""	"1969 under the title ""Aspire to the Heavens."""		
""			
12	IN THIS MOUNTAIN, by Jan Karon. (Viking, $25.95.) In the seventh book of the	6	6
""	"""Mitford Years"" series, Cynthia Kavanagh thrives in retirement while her husband,"		
""	Father Tim, grows restless.		
""			
13	THE MULBERRY TREE, by Jude Deveraux. (Atria, $25.) A widow whose	8	2
""	billionaire husband left her only an old farmhouse discovers secrets about him.		
This	July 21, 2002	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	SLANDER, by Ann Coulter. (Crown, $25.95.) The lawyer and pundit enumerates	1	2
""	"""liberal lies about the American right."""		
""			
2	YOU CANNOT BE SERIOUS, by John McEnroe with James Kaplan. (Putnam,	2	4
""	$25.95.) The autobiography of the former tennis star and current commentator.		
""			
3	STUPID WHITE MEN, by Michael Moore. (ReganBooks/ HarperCollins, $24.95.)	3	20
""	"The man behind ""Roger & Me"" takes aim at Republicans and Democrats,"		
""	"corporate America and our ""nation of idiots."""		
""			
4	JOHN ADAMS, by David McCullough. (Simon & Schuster, $35.) A biography of	4	54
""	the country's first vice president and second president.		
""			
5	THE RIGHT WORDS AT THE RIGHT TIME, edited by Marlo Thomas. (Atria, $25.)	5	11
""	More than 100 celebrities describe a turning point in their lives.		
""			
6	TUXEDO PARK, by Jennet Conant. (Simon & Schuster, $26.) The story of Alfred	--	1
""	Lee Loomis, a Wall Street tycoon who helped establish a top-secret laboratory at		
""	M.I.T. during World War II.		
""			
7	A MIND AT A TIME, by Mel Levine. (Simon & Schuster, $26.) A professor of	6	15
""	pediatrics examines the learning patterns of children.		
""			
8	THE SEXUAL LIFE OF CATHERINE M., by Catherine Millet. (Grove, $23.) A	7	3
""	French intellectual recalls her erotic exploits.		
""			
9	FIREHOUSE, by David Halberstam. (Hyperion, $22.95.) A journalist's report on	8	6
""	what one group of New York firefighters experienced on Sept. 11.		
""			
10	WHAT'S SO GREAT ABOUT AMERICA, by Dinesh D'Souza. (Regnery, $27.95.)	--	2
""	A defense of the United States and an attack on its critics.		
""			
11	THE LOBSTER CHRONICLES, by Linda Greenlaw. (Hyperion, $22.95.) The	--	1
""	"author of ""The Hungry Ocean"" gives up swordfishing and moves back in with her"		
""	parents on the island where she grew up.		
""			
12	MASTER OF THE SENATE, by Robert A. Caro. (Knopf, $35.) The third book in a	9	11
""	multivolume biography of Lyndon B. Johnson.		
""			
13	LUCKY MAN, by Michael J. Fox. (Hyperion, $22.95.) A memoir by the film and	10	14
""	television actor, who was told a decade ago that he had Parkinson's disease.		
""			
14	SIX DAYS OF WAR, by Michael B. Oren. (Oxford University, $30.) An account of	13	3
""	the Arab-Israeli war in 1967 and how it transformed the Middle East.		
""			
15	THE PACT, by Sampson Davis, George Jenkins and Rameck Hunt with Lisa	15	3
""	Frazier Page. (Riverhead, $24.95.) The friendship of three men (two doctors, one		
