This	October 16, 2016	Last	Weeks
Week	Fiction	Week	On List
""			
1	WOMAN OF GOD, by James Patterson and Maxine Paetro. (Little, Brown.) The	--	1
""	story of a (woman) doctor who, after a life of service and suffering, becomes a		
""	Catholic priest.		
""			
2	HOME, by Harlan Coben. (Dutton.) Myron Bolitar and his friend Win locate a boy	1	2
""	who was kidnapped 10 years earlier; the 11th Myron Bolitar novel.		
""			
3	COMMONWEALTH, by Ann Patchett. (Harper.) Five decades in the lives of two	2	3
""	families — parents, children, siblings, stepchildren — remade by divorce.		
""			
4	THE UNDERGROUND RAILROAD, by Colson Whitehead. (Doubleday.) A slave	3	9
""	girl heads toward freedom on the network, envisioned as actual tracks and		
""	tunnels.		
""			
5	THE WOMAN IN CABIN 10, by Ruth Ware. (Scout.) A travel writer on a cruise is	4	11
""	certain she has heard a body thrown overboard, but no one believes her.		
""			
6	RAZOR GIRL, by Carl Hiaasen. (Knopf.) The ex-cop Andrew Yancy from “Bad	5	4
""	Monkey” gets involved in a kidnapping gone wrong.		
""			
7	CHRISTMAS CARAMEL MURDER, by Joanne Fluke. (Kensington.) When a	--	1
""	corpse is discovered in the snow in Lake Eden, Minn., the baker Hannah Swensen		
""	helps the police. Recipes included. The 20th book in the series.		
""			
8	A GENTLEMAN IN MOSCOW, by Amor Towles. (Viking.) A Russian count	11	4
""	undergoes 30 years of house arrest in the Metropol hotel, across from the Kremlin.		
""			
9	PIRATE, by Clive Cussler and Robin Burcell. (Putnam.) Sam and Remi Fargo	8	3
""	pursue an ancient treasure.		
""			
10	THE KEPT WOMAN, by Karin Slaughter. (Morrow/HarperCollins.) Will Trent of the	7	2
""	Georgia Bureau of Investigation and his lover, the medical examiner Sara Linton,		
""	pursue a case involving a dirty Atlanta cop.		
""			
11	NUTSHELL, by Ian McEwan. (Nan A. Talese/Doubleday.) A fetus in utero	9	3
""	overhears his mother plotting with his uncle to kill his father.		
""			
12	THE NIGHTINGALE, by Kristin Hannah. (St. Martin’s.) Two sisters in World War II	14	80
""	France: one struggling to survive in the countryside, the other joining the		
""	Resistance in Paris.		
""			
13	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	15	126
""	blind French girl and a gadget-obsessed German boy before and during World		
""	War II.		
""			
14	APPRENTICE IN DEATH, by J. D. Robb. (Berkley.) Lt. Eve Dallas of the N.Y.P.D.	10	4
""	is on the case when three skaters are shot by a sniper. By Nora Roberts, writing		
This	October 16, 2016	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	BORN TO RUN, by Bruce Springsteen. (Simon & Schuster.) The singer-	--	1
""	songwriter’s autobiography.		
""			
2	KILLING THE RISING SUN, by Bill O'Reilly and Martin Dugard. (Holt.) The host of	1	3
""	“The O’Reilly Factor” recounts the final years of World War II.		
""			
3	LOVE WARRIOR, by Glennon Doyle Melton. (Flatiron.) After her husband	2	4
""	confesses to multiple infidelities, a woman who has overcome bulimia and		
""	alcoholism struggles to grow — and so does he.		
""			
4	HILLBILLY ELEGY, by J. D. Vance. (HarperCollins.) A Yale Law School graduate	4	10
""	looks at the struggles of America’s white working class through his own childhood		
""	in the Rust Belt.		
""			
5	THE GIRL WITH THE LOWER BACK TATTOO, by Amy Schumer. (Gallery	3	7
""	Books.) Humorous personal essays by the comedian, actor and writer.		
""			
6	WHEN NOBODY WAS WATCHING, by Carli Lloyd and Wayne Coffey. (Houghton	--	1
""	Mifflin Harcourt.) How the champion soccer player turned her career around in		
""	2003.		
""			
7	HERO OF THE EMPIRE, by Candice Millard. (Doubleday.) The young Winston	5	2
""	Churchill’s adventures in Africa during the Boer War, including an escape from		
""	captivity in 1899.		
""			
8	HAMILTON: THE REVOLUTION, by Lin-Manuel Miranda and Jeremy McCarter.	13	24
""	(Grand Central/Melcher Media.) The libretto of the award-winning musical, with		
""	backstage photos, a production history and interviews with the cast.		
""			
9	SCORCHED EARTH, by Michael Savage. (Center Street.) The radio host	6	3
""	discusses what will happen after the administration of “President Maobama.”		
""			
10	WHEN BREATH BECOMES AIR, by Paul Kalanithi. (Random House.) A memoir	9	38
""	by a physician who received a diagnosis of Stage IV lung cancer at the age of 36.		
""			
11	BETWEEN THE WORLD AND ME, by Ta-Nehisi Coates. (Spiegel & Grau.) A	11	64
""	meditation on race in America.		
""			
12	THE BOOK OF JOY, by Dalai Lama and Desmond Tutu. (Avery.) A discussion	--	1
""	between two spiritual leaders about how to find joy in the face of suffering.		
""			
13	THE HIDDEN LIFE OF TREES, by Peter Wohlleben. (Greystone.) A forester	14	3
""	presents scientific research on the way trees interact with one another. A best		
""	seller in Germany.		
""			
14	THE YEAR OF VOTING DANGEROUSLY, by Maureen Dowd. (Twelve.) Essays	--	1
""	on the 2016 election by the New York Times columnist.		
