This	April 19, 2015	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE GIRL ON THE TRAIN, by Paula Hawkins. (Riverhead.) A psychological	1	12
""	thriller set in London.		
""			
2	THE SHADOWS, by J.R. Ward. (New American Library.) Book 13 of the Black	--	1
""	Dagger Brotherhood series.		
""			
3	THE STRANGER, by Harlan Coben. (Dutton.) Characters’ lives begin to fall apart	2	2
""	as a mysterious stranger discloses secrets to them; a stand-alone thriller.		
""			
4	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	3	48
""	blind French girl and a gadget-obsessed German boy before and during World		
""	War II.		
""			
5	THE PATRIOT THREAT, by Steve Berry. (Minotaur.) The former government	--	1
""	operative Cotton Malone searches for a North Korean who may have acquired		
""	Treasury Department files.		
""			
6	AT THE WATER'S EDGE, by Sara Gruen. (Spiegel & Grau.) A Philadelphia	--	1
""	socialite travels to the Scottish Highlands with her husband and his friend, who are		
""	searching for the Loch Ness monster; she falls in love with the countryside and its		
""	people and uncovers secrets about her husband and family.		
""			
7	A SPOOL OF BLUE THREAD, by Anne Tyler. (Knopf.) Four generations of a	5	8
""	family are drawn to a house in the Baltimore suburbs.		
""			
8	THE NIGHTINGALE, by Kristin Hannah. (St. Martin's.) Two sisters in World War II	6	9
""	France: one struggling to survive in the countryside, the other joining the		
""	Resistance in Paris.		
""			
9	THE BURIED GIANT, by Kazuo Ishiguro. (Knopf.) In a semi-historical ancient	7	5
""	Britain, an elderly couple set out in search of their son.		
""			
10	NYPD RED 3, by James Patterson and Marshall Karp. (Little, Brown.)	4	3
""	Investigating the disappearance of a billionaire’s son, Detective Zach Jordan and		
""	his partner (and ex-girlfriend) find themselves in the midst of a conspiracy.		
""			
11	CUBA STRAITS, by Randy Wayne White. (Putnam.) Danger abounds as Doc	8	2
""	Ford investigates the disappearance of a cache of letters obtained by a friend who		
""	sells collectibles — letters written to a previously unknown girlfriend by Fidel		
""	Castro.		
""			
12	THE FIFTH GOSPEL, by Ian Caldwell. (Simon & Schuster.) A mystery set in the	11	5
""	Vatican in 2004 focuses on a controversial museum exhibit about the Shroud of		
""	Turin.		
""			
13	THE HARDER THEY COME, by T. Coraghessan Boyle. (Ecco/HarperCollins.)	--	1
""	Boyle’s 15th novel, set in Northern California, involves an aging Vietnam veteran,		
This	April 19, 2015	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	DEAD WAKE, by Erik Larson. (Crown.) The last voyage of the Lusitania, by the	1	4
""	"author of ""The Devil in the White City."""		
""			
2	BEING MORTAL, by Atul Gawande. (Metropolitan/Holt.) The surgeon and New	3	26
""	Yorker writer considers how doctors fail patients at the end of life and how they		
""	can do better.		
""			
3	BECOMING STEVE JOBS, by Brent Schlender and Rick Tetzeli. (Crown	2	2
""	Business.) Jobs, who started out as a brash young genius, developed a more		
""	mature management style.		
""			
4	H IS FOR HAWK, by Helen Macdonald. (Grove.) A grief-stricken British woman	5	7
""	decides to raise a goshawk, a fierce bird that is notoriously difficult to tame.		
""			
5	KILLING PATTON, by Bill O'Reilly and Martin Dugard. (Holt.) The host of “The	7	28
""	O’Reilly Factor” recounts the death of Gen. George S. Patton in December 1945.		
""			
6	IN DEFENSE OF A LIBERAL EDUCATION, by Fareed Zakaria. (Norton.) A case	--	1
""	for the centrality of the curriculum in the sciences and humanities.		
""			
7	YES PLEASE, by Amy Poehler. (Dey Street/Morrow.) A humorous miscellany from	9	23
""	the comedian and actress.		
""			
8	HERETIC, by Ayaan Hirsi Ali. (Harper.) The author of “Infidel” and “Nomad”	8	2
""	argues that fundamental doctrines of Islam must change for it to be compatible		
""	with democracy.		
""			
9	WHAT IF?, by Randall Munroe. (Houghton Mifflin Harcourt.) Scientific (but often	11	31
""	humorous) answers to hypothetical questions, based in part on the author’s		
""	website, xkcd.com.		
""			
10	PIONEER GIRL, by Laura Ingalls Wilder. (South Dakota State Historical Society.)	4	4
""	The writer’s autobiography, the source of her Little House on the Prairie books,		
""	completed in 1930 and never published, is annotated by a biographer.		
""			
11	WHERE YOU GO IS NOT WHO YOU'LL BE, by Frank Bruni. (Grand Central.) The	6	3
""	New York Times columnist urges students and their parents to give up the high-		
""	stakes competition for Ivy League admission.		
""			
12	SO YOU'VE BEEN PUBLICLY SHAMED, by Jon Ronson. (Riverhead.) The Welsh	--	1
""	journalist describes the phenomenon of social media denunciation.		
""			
13	BETWEEN YOU AND ME, by Mary Norris. (Norton.) A memoir of a career in the	--	1
""	New Yorker's storied copy department, along with grammar advice.		
""			
14	UNFORGETTABLE, by Scott Simon. (Flatiron Books.) The NPR host recalls his	--	1
""	mother’s glamorous life and describes her last days, expanded from his Twitter		
