This	March 18, 2012	Last	Weeks
Week	Fiction	Week	On List
""			
1	LONE WOLF, by Jodi Picoult. (Emily Bestler/Atria, $28.) The children of a man	--	1
""	who studies wolves must make difficult decisions when he is seriously injured in		
""	an accident.		
""			
2	VICTIMS, by Jonathan Kellerman. (Ballantine, $28.) The Los Angeles	--	1
""	psychologist-detective Alex Delaware and the detective Milo Sturgis track down a		
""	homicidal maniac.		
""			
3	KILL SHOT, by Vince Flynn. (Emily Bestler/Atria, $27.99.) A C.I.A. super-agent	3	4
""	hunting down perpetrators of the Pan Am Lockerbie bombing, finds himself caught		
""	in a dangerous trap.		
""			
4	CELEBRITY IN DEATH, by J. D. Robb. (Putnam, $27.95.) Lt. Eve Dallas	1	2
""	investigates when an actress drowns at the opening party for a movie based on		
""	one of her cases; by Nora Roberts, writing pseudonymously.		
""			
5	PRIVATE GAMES, by James Patterson and Mark Sullivan. (Little, Brown, $27.99.)	4	3
""	Peter Knight pursues a murderer who is trying to destroy the London Olympics.		
""			
6	THE WOLF GIFT, by Anne Rice. (Knopf, $25.95.) The making of a modern	5	3
""	werewolf.		
""			
7	CINNAMON ROLL MURDER, by Joanne Fluke. (Kensington, $24.) Hannah	--	1
""	Swensen investigates a musician’s suspicious death; recipes included.		
""			
8	A PERFECT BLOOD, by Kim Harrison. (Harper Voyager/HarperCollins, $26.99.)	2	2
""	The witch Rachel Morgan faces a human hate group that is trying to create its own		
""	demons; Book 10 of the Hollows series.		
""			
9	DEFENDING JACOB, by William Landay. (Delacorte, $26.) An assistant district	6	5
""	attorney’s life is shaken when his 14-year-old son is accused of murder.		
""			
10	11/22/63, by Stephen King. (Scribner, $35.) A teacher travels back to 1958 by way	10	17
""	of a time portal in a Maine diner.		
""			
11	I'VE GOT YOUR NUMBER, by Sophie Kinsella. (Dial, $26.) A frazzled bride-to-be	7	3
""	creates havoc when she appropriates a cellphone she found in the trash.		
""			
12	DEATH COMES TO PEMBERLEY, by P. D. James. (Knopf, $25.95.) Elizabeth	11	13
""	"Bennet and her husband, Darcy, of ""Pride and Prejudice,"" must deal with a"		
""	murder.		
""			
13	A DANCE WITH DRAGONS, by George R. R. Martin. (Bantam, $35.) After a	13	31
""	"colossal battle, the Seven Kingdoms face new threats; Book 5 of ""A Song of Ice"		
""	"and Fire."""		
""			
14	HOME FRONT, by Kristin Hannah. (St. Martin’s, $27.99.) A woman’s husband and	12	5
This	March 18, 2012	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	AMERICAN SNIPER, by Chris Kyle with Scott McEwen and Jim DeFelice.	1	9
""	(Morrow/HarperCollins, $26.99.) A member of the Navy SEALs discusses his		
""	battlefield experiences.		
""			
2	KILLING LINCOLN, by Bill O'Reilly and Martin Dugard. (Holt, $28.) The heart-	3	23
""	stopping events surrounding the assassination of Abraham Lincoln.		
""			
3	STEVE JOBS, by Walter Isaacson. (Simon & Schuster, $35.) A biography of the	4	19
""	recently deceased entrepreneur.		
""			
4	THE POWER OF HABIT, by Charles Duhigg. (Random House, $28.) A Times	--	1
""	reporter’s account of the science behind how we form, and break, habits.		
""			
5	BECOMING CHINA'S BITCH, by Peter D. Kiernan. (Turner Publishing, $27.95.)	--	1
""	Solutions to the challenges that threaten America.		
""			
6	INDIVISIBLE, by James Robison and Jay W. Richards. (FaithWords, $21.99.) An	5	2
""	examination of politics, faith and culture from a Christian perspective.		
""			
7	UNBROKEN, by Laura Hillenbrand. (Random House, $27.) An Olympic runner's	9	68
""	story of survival as a prisoner of the Japanese in World War II.		
""			
8	AMERITOPIA, by Mark R. Levin. (Threshold Editions, $26.99.) A talk-show host	6	7
""	warns that Americans must choose between utopianism and liberty.		
""			
9	BRINGING UP BÉBÉ, by Pamela Druckerman. (Penguin Press, $25.95.) An	10	4
""	American mother discovers the principles of French parenting.		
""			
10	QUIET, by Susan Cain. (Crown, $26.) Introverts — one-third of the population —	7	6
""	are undervalued in American society.		
""			
11	THINKING, FAST AND SLOW, by Daniel Kahneman. (Farrar, Straus & Giroux,	15	19
""	$30.) The winner of the Nobel in economic science discusses how we make		
""	choices in business and personal life and when we can and cannot trust our		
""	intuitions.		
""			
12	BEHIND THE BEAUTIFUL FOREVERS, by Katherine Boo. (Random House, $27.)	8	4
""	A journalist reports on families striving for better lives in a Mumbai slum.		
""			
13	UNORTHODOX, by Deborah Feldman. (Simon & Schuster, $23.) A woman	13	3
""	breaks free of the Satmar Hasidic community in Brooklyn in which she was raised.		
""			
14	ONCE UPON A SECRET, by Mimi Alford. (Random House, $25.) A former White	11	4
""	House intern recounts her affair with John F. Kennedy.		
""			
15	"COMING APART, by Charles Murray. (Crown Forum, $27.) The author of ""The"	12	5
""	"Bell Curve"" explores the state of white America, 1960-2010."		
