This	October 7, 2007	Last	Weeks
Week	Fiction	Week	On List
""			
1	YOU’VE BEEN WARNED, by James Patterson and Howard Roughan. (Little,	1	2
""	Brown, $27.99.) An aspiring photographer working as a nanny has terrible visions.		
""			
2	A THOUSAND SPLENDID SUNS, by Khaled Hosseini. (Riverhead, $25.95.) A	2	18
""	friendship between two women in Afghanistan against the backdrop of 30 years of		
""	war.		
""			
3	DEAD HEAT, by Dick Francis and Felix Francis. (Putnam, $25.95.) Someone is out	--	1
""	to destroy a young chef’s New-market restaurant, poisoning food and setting off a		
""	bomb.		
""			
4	MAKING MONEY, by Terry Pratchett. (Harper, $25.95.) In this Discworld fantasy,	--	1
""	Moist von Lipwig takes over Ankh-Morpork’s Royal Mint.		
""			
5	PONTOON, by Garrison Keillor. (Viking, $25.95.) After the death of a good	3	2
""	Lutheran lady in Lake Wobegon, her daughter learns about her secret life.		
""			
6	THE WHEEL OF DARKNESS, by Douglas Preston and Lincoln Child. (Warner,	4	4
""	$25.99.) F.B.I. agent Aloysius Pendergast helps recover a stolen Tibetan relic with		
""	evil powers.		
""			
7	JONATHAN’S STORY, by Julia London with Alina Adams. (Pocket, $22.) The story	--	1
""	behind Jonathan’s disappearance, based on the TV daytime drama “Guiding Light.”		
""			
8	THE WEDNESDAY LETTERS, by Jason F. Wright. (Shadow Mountain, $19.95.)	6	2
""	Two brothers and a sister learn about their family’s past through their parents’ love		
""	letters.		
""			
9	BONES TO ASHES, by Kathy Reichs. (Scribner, $25.95.) The forensic	5	4
""	anthropologist Temperance Brennan is asked to examine the skeleton of a young		
""	girl in Canada.		
""			
10	THE BONE GARDEN, by Tess Gerritsen. (Ballantine, $25.95.) A woman finds a	--	1
""	skull in her garden, while in the 1830’s, a medical student tracks a killer.		
""			
11	DEXTER IN THE DARK, by Jeff Lindsay. (Doubleday, $23.95.) A gruesome murder	--	1
""	forces Dexter to examine the source of his own (benign) homicidal prowess.		
""			
12	GARDEN SPELLS, by Sarah Addison Allen. (Bantam, $20.) Two sisters overcome	7	2
""	their differences and claim their heritage when one returns to their North Carolina		
""	home.		
""			
13	THE 47TH SAMURAI, by Stephen Hunter. (Simon & Schuster, $26.) A former	14	2
""	marine encounters Tokyo’s criminal underworld.		
""			
14	THE QUICKIE, by James Patterson and Michael Ledwidge. (Little, Brown, $27.99.)	8	12
""	A police officer’s attempt to get back at her husband goes dangerously awry.		
This	October 7, 2007	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE AGE OF TURBULENCE, by Alan Greenspan. (Penguin Press, $35.) A	--	1
""	memoir by the longtime chairman of the Federal Reserve Board.		
""			
2	IF I DID IT, by the Goldman family. (Beaufort, $24.95.) O.J. Simpson’s	3	2
""	“hypothetical” confession to the murder of his wife, Nicole, and Ron Goldman.		
""			
3	GIVING, by Bill Clinton. (Knopf, $24.95.) The former president describes people	2	3
""	and projects that save lives and solve problems around the world.		
""			
4	LOUDER THAN WORDS, by Jenny McCarthy. (Dutton, $23.95.) A mother deals	--	1
""	with her son’s autism and struggles to find treatment.		
""			
5	THE NINE, by Jeffrey Toobin. (Doubleday, $27.95.) A portrait of the Supreme	--	1
""	Court since the Reagan administration focuses on the influence of its moderates.		
""			
6	POWER TO THE PEOPLE, by Laura Ingraham. (Regnery, $27.95.) The political	1	2
""	commentator urges Americans to restore traditional conservative principles.		
""			
7	THE HEROIN DIARIES, by Nikki Sixx with Ian Gittins. (Pocket, $32.50.) The	--	1
""	Mötley Crüe bassist’s record of a year of drug addiction.		
""			
8	THE WAR, by Geoffrey C. Ward. (Knopf, $50.) A companion to the seven-part	7	2
""	PBS documentary directed by Ken Burns, with hundreds of photographs.		
""			
9	MOTHER TERESA: COME BE MY LIGHT. (Doubleday, $22.95.) Writings and	5	3
""	reflections on her spiritual journey.		
""			
10	QUIET STRENGTH, by Tony Dungy with Nathan Whitaker. (Tyndale, $26.99.) A	4	11
""	memoir by the first black coach to win a Super Bowl (with the Indianpolis Colts in		
""	2007).		
""			
11	THINGS I OVERHEARD WHILE TALKING TO MYSELF, by Alan Alda. (Random	8	3
""	House, $24.95.) The actor describes his search for meaning in life following an		
""	illness.		
""			
12	LONE SURVIVOR, by Marcus Luttrell with Patrick Robinson. (Little, Brown,	6	15
""	$24.99.) The only survivor of a Navy Seal operation in northern Afghanistan		
""	describes the battle, his comrades and his courageous escape.		
""			
13	BLONDE AMBITION, by Rita Cosby. (Grand Central, $23.99.) The life and death	9	3
""	of Anna Nicole Smith.		
""			
14	DEAD CERTAIN, by Robert Draper. (Free Press, $28.) A portrait of George W.	10	3
""	Bush as a willful optimist who prizes familiarity and dislikes criticism and bad		
""	news.		
""			
15	WORLD WAR IV, by Norman Podhoretz. (Doubleday, $24.95.) The former editor	--	1
