This	January 28, 2007	Last	Weeks
Week	Fiction	Week	On List
""			
1	PLUM LOVIN', by Janet Evanovich. (St. Martin’s Press, $16.95.) A mysterious	--	1
""	man in Stephanie Plum's life helps her track down a matchmaker who skipped		
""	bail.		
""			
2	CROSS, by James Patterson. (Little, Brown, $27.99.) Alex Cross, retired from the	3	9
""	F.B.I., has a chance to track a rapist who may have murdered his wife.		
""			
3	FOR ONE MORE DAY, by Mitch Albom. (Hyperion, $21.95.) A troubled man gets	1	16
""	a last chance to reconnect and restore his relationship with his dead mother.		
""			
4	THE HUNTERS, by W. E. B. Griffin. (Putnam, $26.95.) An Army officer seeks the	2	2
""	killers of a shady American diplomat murdered in Uruguay.		
""			
5	SHADOW DANCE, by Julie Garwood. (Ballantine, $25.95.) A businesswoman	5	3
""	encounters danger and romance while investigating an ancient Scottish feud.		
""			
6	EXILE, by Richard North Patterson. (Holt, $26.) A San Francisco lawyer defends a	--	1
""	Palestinian woman accused of assassinating the Israeli prime minister.		
""			
7	"NEXT, by Michael Crichton. (HarperCollins, $27.95.) The author of ""Jurassic Park"""	4	7
""	describes a not-too-distant future when genetic engineering runs amok.		
""			
8	STALEMATE, by Iris Johansen. (Bantam, $26.) The forensic sculptor Eve Duncan	8	3
""	travels to Colombia to identify a skull for a shady arms dealer.		
""			
9	DEAR JOHN, by Nicholas Sparks. (Warner, $24.99.) An unlikely romance	6	11
""	between a soldier and an idealistic young woman is tested in the aftermath of		
""	9/11.		
""			
10	HANNIBAL RISING, by Thomas Harris. (Delacorte, $27.95.) The childhood and	7	6
""	"adolescence of Hannibal Lecter shed light on how he became ""death's prodigy."""		
""			
11	THE BOLEYN INHERITANCE, by Philippa Gregory. (Touchstone/Simon &	11	6
""	Schuster, $25.95.) Politics and treachery in the court of Henry VIII, narrated by		
""	three women, two of them his sometime wives.		
""			
12	THE CAT WHO HAD 60 WHISKERS, by Lilian Jackson Braun. (Putnam, $23.95.)	10	2
""	The columnist Jim Qwilleran and his cats probe a mysterious death.		
""			
13	TREASURE OF KHAN, by Clive Cussler and Dirk Cussler. (Putnam, $27.95.) In	9	7
""	his 19th adventure, Dirk Pitt confronts a murderous Mongolian tycoon who		
""	manipulates the oil market and knows Genghis Khan's secret.		
""			
14	BROTHER ODD, by Dean Koontz. (Bantam, $27.) With his ability to see the spirits	12	7
""	of the dead, Odd Thomas, a character in two previous novels by Koontz, heads off		
""	a catastrophe at a monastery.		
This	January 28, 2007	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE AUDACITY OF HOPE, by Barack Obama. (Crown, $25.) The Illinois junior	1	13
""	senator proposes that Americans move beyond their political divisions.		
""			
2	THE INNOCENT MAN, by John Grisham. (Doubleday, $28.95.) Grisham's first	2	14
""	nonfiction book concerns a man sentenced to death for a crime he did not commit.		
""			
3	MARLEY & ME, by John Grogan. (Morrow, $29.95 and $21.95.) A newspaper	3	65
""	columnist and his wife learn some life lessons from their neurotic dog.		
""			
4	ABOUT ALICE, by Calvin Trillin. (Random House, $14.95.) The New Yorker	11	2
""	writer's recollections of his deceased wife.		
""			
5	PALESTINE PEACE NOT APARTHEID, by Jimmy Carter. (Simon & Schuster,	6	8
""	$27.) The former president calls for revitalizing the peace process.		
""			
6	THE GOD DELUSION, by Richard Dawkins. (Houghton Mifflin, $27.) An Oxford	4	17
""	scientist asserts that belief in God is irrational.		
""			
7	I FEEL BAD ABOUT MY NECK, by Nora Ephron. (Knopf, $19.95.) A witty look at	5	24
""	aging from a novelist and screenwriter (‘‘When Harry Met Sally’’).		
""			
8	"CULTURE WARRIOR, by Bill O'Reilly. (Broadway, $26.) The host of ""The O'Reilly"	7	16
""	"Factor"" describes a culture war between traditionalists and secular-progressives."		
""			
9	THE WORLD IS FLAT, by Thomas L. Friedman. (Farrar, Straus & Giroux, $30.) A	9	93
""	columnist for The New York Times analyzes 21st-century economics and foreign		
""	policy.		
""			
10	FREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner. (Morrow, $27.95.)	8	88
""	A maverick scholar and a journalist apply economic theory to everything from		
""	cheating sumo wrestlers to abortion and the falling birth rate.		
""			
11	THE SECRET LIVES OF MEN AND WOMEN, by Frank Warren. (Regan, $21.95.)	--	1
""	More postcard confessions from the PostSecret Project.		
""			
12	BLOOD AND THUNDER, by Hampton Sides. (Doubleday, $26.95.) A history of	--	3
""	the American conquest of the West, focused on Kit Carson's defeat of the Navajo.		
""			
13	"ON ""THE WEALTH OF NATIONS,"" by P. J. O'Rourke. (Atlantic Monthly, $21.95.)"	--	1
""	"The author of ""Give War a Chance"" reads (and praises) Adam Smith."		
""			
14	SEA OF THUNDER, by Evan Thomas. (Simon & Schuster, $27.) The naval war in	--	2
""	the South Pacific, 1941-45.		
""			
15	I LIKE YOU, by Amy Sedaris. (Warner, $27.99.) A wacky approach to entertaining	10	13
""	from the actress and playwright.		
