This	February 19, 2012	Last	Weeks
Week	Fiction	Week	On List
""			
1	HOME FRONT, by Kristin Hannah. (St. Martin’s, $27.99.) A woman’s husband and	--	1
""	children are challenged when she is deployed to Iraq.		
""			
2	PRIVATE: #1 SUSPECT, by James Patterson and Maxine Paetro. (Little, Brown,	2	5
""	$27.99.) Jack Morgan, a former Marine and the head of an investigative firm, is		
""	accused of murder.		
""			
3	TAKEN, by Robert Crais. (Putnam, $26.95.) It’s Joe Pike to the rescue when Elvis	1	2
""	Cole is seized by human traffickers.		
""			
4	DEFENDING JACOB, by William Landay. (Delacorte, $26.) An assistant district	--	1
""	attorney’s life is shaken when his 14-year-old son is accused of murder.		
""			
5	DEATH COMES TO PEMBERLEY, by P. D. James. (Knopf, $25.95.) Elizabeth	3	9
""	"Bennet and her husband, Darcy, of ""Pride and Prejudice,"" must deal with a murder."		
""			
6	11/22/63, by Stephen King. (Scribner, $35.) An English teacher travels back to 1958	5	13
""	by way of a time portal in a Maine diner. His assignment is to stop Lee Harvey		
""	Oswald.		
""			
7	THE GIRL WHO KICKED THE HORNET’S NEST, by Stieg Larsson. (Knopf,	4	77
""	$27.95.) The third volume of the Millennium trilogy, about a Swedish hacker and a		
""	journalist.		
""			
8	BELIEVING THE LIE, by Elizabeth George. (Dutton, $28.95.) Inspector Thomas	6	4
""	Lynley’s investigation of a murder unearths the secrets of a wealthy clan.		
""			
9	RAYLAN, by Elmore Leonard. (Morrow/HarperCollins, $26.99.) A United States	7	3
""	marshal sent to Harlan County, Ky., confronts organ trafficking, strip mining and		
""	bank robberies.		
""			
10	THE LITIGATORS, by John Grisham. (Doubleday, $28.95.) Partners in a small law	8	15
""	firm take on a big case.		
""			
11	A DANCE WITH DRAGONS, by George R. R. Martin. (Bantam, $35.) After a	12	27
""	"colossal battle, the Seven Kingdoms face new threats; Book 5 of ""A Song of Ice and"		
""	"Fire."""		
""			
12	THE FEAR INDEX, by Robert Harris. (Knopf, $25.95.) A billionaire hedge fund	--	1
""	manager in Geneva who uses an algorithm to predict the movements of financial		
""	markets discovers that his computer program is misbehaving.		
""			
13	THE PARIS WIFE, by Paula McLain. (Ballantine, $25.) Ernest Hemingway's first	14	29
""	wife, Hadley, narrates this novel set in Paris.		
""			
14	THE BEST OF ME, by Nicholas Sparks. (Grand Central, $25.99.) Twenty-five years	15	17
""	after their high school romance ended, a man and woman return to their North		
This	February 19, 2012	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	AMERICAN SNIPER, by Chris Kyle with Scott McEwen and Jim DeFelice.	2	5
""	(Morrow/HarperCollins, $26.99.) A member of the Navy Seals discusses his		
""	childhood, his marriage and his battlefield experiences during the Iraq war.		
""			
2	AMERITOPIA, by Mark R. Levin. (Threshold Editions, $26.99.) A talk-show host	1	3
""	and president of Landmark Legal Foundation surveys the history of utopias and		
""	warns that Americans must choose between utopianism and liberty.		
""			
3	STEVE JOBS, by Walter Isaacson. (Simon & Schuster, $35.) A biography of the	3	15
""	recently deceased entrepreneur.		
""			
4	KILLING LINCOLN, by Bill O'Reilly and Martin Dugard. (Holt, $28.) The heart-	5	19
""	stopping events surrounding the assassination of Abraham Lincoln.		
""			
5	QUIET, by Susan Cain. (Crown, $26.) Introverts — one-third of the population —	4	2
""	are undervalued in American society.		
""			
6	UNBROKEN, by Laura Hillenbrand. (Random House, $27.) An Olympic runner's	6	64
""	story of survival as a prisoner of the Japanese in World War II.		
""			
7	THROUGH MY EYES, by Tim Tebow with Nathan Whitaker. (HarperCollins,	7	22
""	$26.99.) The Broncos quarterback chronicles his personal and professional		
""	course.		
""			
8	THINKING, FAST AND SLOW, by Daniel Kahneman. (Farrar, Straus & Giroux,	9	15
""	$30.) The winner of the Nobel in economic science discusses how we make		
""	choices in business and personal life and when we can and cannot trust our		
""	intuitions.		
""			
9	"COMING APART, by Charles Murray. (Crown Forum, $27.) The author of ""The"	--	1
""	"Bell Curve"" explores the state of white America, 1960-2010."		
""			
10	FAIRY TALE INTERRUPTED, by RoseMarie Terenzio. (Gallery Books, $25.)	8	2
""	Recollections of John F. Kennedy Jr. from his former personal assistant and		
""	confidante.		
""			
11	ELIZABETH THE QUEEN, by Sally Bedell Smith. (Random House, $30.) The	11	4
""	public and private lives of Queen Elizabeth II as she approaches her Diamond		
""	Jubilee.		
""			
12	IN THE GARDEN OF BEASTS, by Erik Larson. (Crown, $26.) William E. Dodd,	15	35
""	the U.S. ambassador to Germany, and his daughter, Martha, in 1930s Berlin.		
""			
13	STRATEGIC VISION, by Zbigniew Brzezinski. (Basic Books, $26.) President	10	2
""	Carter’s national security adviser offers advice on how American foreign policy		
""	should respond to the shift in gravity from West to East.		
