This	September 22, 2002	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LOVELY BONES, by Alice Sebold. (Little, Brown, $21.95.) A 14-year-old girl	1	11
""	looks down from heaven as she describes what happens in the aftermath of her		
""	kidnapping and murder.		
""			
2	RED RABBIT, by Tom Clancy. (Putnam, $28.95.) In the early 1980's, when he is a	2	5
""	novice in the C.I.A., Jack Ryan must act to thwart a Soviet plot against Pope John		
""	Paul II.		
""			
3	DARK HORSE, by Tami Hoag. (Bantam, $26.95.) As she searches for a	3	2
""	kidnapped teenage girl, a disgraced former policewoman discovers the unsavory		
""	side of Palm Beach's glittering equestrian set.		
""			
4	STANDING IN THE RAINBOW, by Fannie Flagg. (Random House, $25.95.) Life in	5	5
""	Elmwood Springs, Mo., from 1946 to the present.		
""			
5	THE VOYAGE OF THE JERLE SHANNARA: Morgawr, by Terry Brooks. (Del	4	2
""	Rey/Ballantine, $27.95.) The third volume in a fantasy series.		
""			
6	THE NANNY DIARIES, by Emma McLaughlin and Nicola Kraus. (St. Martin's,	9	27
""	$24.95.) A satirical look at New Yorkers through the eyes of an East Side nanny.		
""			
7	THE REMNANT, by Tim LaHaye and Jerry B. Jenkins. (Tyndale, $24.99.) The	6	10
""	"10th volume of the ""Left Behind"" series, in which the forces of good battle the"		
""	forces of evil after the rapture of the saved.		
""			
8	CELEBRATE THROUGH HEARTSONGS, written and illustrated by Mattie J. T.	--	1
""	Stepanek. (VSP Books/Hyperion, $14.95.) Poems by a 12-year-old boy who		
""	suffers from muscular dystrophy.		
""			
9	THE BEACH HOUSE, by James Patterson and Peter de Jonge. (Little, Brown,	8	13
""	$26.95.) After his brother drowns in East Hampton, a law student seeks revenge		
""	on the powerful people who he thinks are responsible.		
""			
10	MISSION COMPROMISED, by Oliver North with Joe Musser. (Broadman &	--	1
""	Holman, $24.99.) The White House orders a Marine major to hunt down and kill		
""	terrorists who are planning to attack America.		
""			
11	THE GRAVE MAURICE, by Martha Grimes. (Viking, $25.95.) Richard Jury of New	7	2
""	Scotland Yard investigates a stud-farm owner's missing granddaughter, a girl with		
""	an uncanny affinity for horses.		
""			
12	A LOVE OF MY OWN, by E. Lynn Harris. (Doubleday, $24.95.) The C.E.O. and	10	6
""	the editor in chief of Bling Bling magazine look for true love in New York City.		
""			
13	THE APPRENTICE, by Tess Gerritsen. (Ballantine, $24.95.) Investigating murders	15	3
""	that resemble those of a jailed serial killer, a policewoman becomes a target.		
This	September 22, 2002	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	LET'S ROLL! by Lisa Beamer with Ken Abraham. (Tyndale, $24.99.) A memoir by	1	3
""	the wife of Todd Beamer, one of the passengers on United Flight 93 on Sept. 11.		
""			
2	LET FREEDOM RING, by Sean Hannity. (ReganBooks/ HarperCollins, $25.95.)	2	3
""	The conservative commentator surveys domestic and foreign issues after Sept.		
""	11.		
""			
3	WHAT WE SAW, by CBS News. (Simon & Schuster, $29.95.) Sept. 11 in words	5	3
""	and pictures, with a DVD.		
""			
4	ABOVE HALLOWED GROUND, by photographers of the New York City Police	9	2
""	Department. Edited by Christopher Sweet. (Viking Studio, $29.95.) A record in		
""	photographs of the attack on New York City on Sept. 11, 2001, and of the months		
""	following.		
""			
5	BREAKDOWN, by Bill Gertz. (Regnery, $27.95.) A reporter for The Washington	--	1
""	"Times describes how ""America's intelligence failures"" led to Sept. 11."		
""			
6	A MIND AT A TIME, by Mel Levine. (Simon & Schuster, $26.) A professor of	3	24
""	pediatrics examines the learning patterns of children, and the various ways in		
""	which parents and other adults can help them succeed.		
""			
7	SLANDER, by Ann Coulter. (Crown, $25.95.) The lawyer and pundit enumerates	4	11
""	"""liberal lies about the American right."""		
""			
8	LONGITUDES AND ATTITUDES, by Thomas L. Friedman. (Farrar, Straus &	7	3
""	Giroux, $26.) Notes and reflections on Sept. 11, by a columnist for The Times.		
""			
9	THE CELL, by John Miller and Michael Stone with Chris Mitchell. (Hyperion,	12	3
""	$24.95.) An investigation of the terrorist operatives behind the Sept. 11 attacks.		
""			
10	GOOD TO GREAT, by Jim Collins. (HarperBusiness, $27.50.) Why some	13	11
""	companies thrive and others do not.		
""			
11	SACRED CONTRACTS, by Caroline Myss. (Harmony, $25.) Reflections on	6	13
""	"""spiritual energies"" and the meaning of life by the author of ""Anatomy of the Spirit."""		
""			
12	STUPID WHITE MEN, by Michael Moore. (ReganBooks/ HarperCollins, $24.95.)	8	29
""	"The man behind ""Roger & Me"" takes aim at Republicans and Democrats,"		
""	"corporate America and our ""nation of idiots."""		
""			
13	A NATION CHALLENGED, by The New York Times. (The New York	11	3
""	Times/Callaway, $34.95.) A photographic account of the events of Sept. 11 and		
""	afterward, based on the special section of The Times.		
""			
14	THE LOBSTER CHRONICLES, by Linda Greenlaw. (Hyperion, $22.95.) The	14	10
""	"author of ""The Hungry Ocean"" gives up swordfishing and moves back in with her"		
