This	February 8, 2004	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE DA VINCI CODE, by Dan Brown. (Doubleday, $24.95.) The murder of a	1	45
""	curator at the Louvre leads to a trail of clues found in the work of Leonardo and to		
""	the discovery of a centuries-old secret society.		
""			
2	THE FIVE PEOPLE YOU MEET IN HEAVEN, by Mitch Albom. (Hyperion, $19.95.)	2	18
""	An old man who died while trying to rescue a little girl from danger discovers that		
""	all will be explained to him in the afterlife.		
""			
3	THE ZERO GAME, by Brad Meltzer. (Warner, $25.95.) A seemingly harmless	--	1
""	game played by Congressional staff members leads to murderous intrigue.		
""			
4	ABSOLUTE FRIENDS, by John le Carré. (Little, Brown, $26.95.) An Englishman	3	2
""	whose career in espionage ended with the fall of the Berlin Wall is reunited in		
""	southern Germany with a onetime fellow spy.		
""			
5	RETREAT, HELL! by W. E. B. Griffin. (Putnam, $26.95.) The 10th novel in the	6	3
""	"series ""The Corps"" concerns the struggle of United States marines in the Korean"		
""	War.		
""			
6	THE AMATEUR MARRIAGE, by Anne Tyler. (Knopf, $24.95.) Sixty years of the	4	3
""	American experience, as seen through the lives of one mismatched couple.		
""			
7	NEW SPRING: The Novel, by Robert Jordan. (Tor/Tom Doherty, $22.95.) A	5	3
""	"prequel to the ""Wheel of Time"" fantasy series."		
""			
8	THE LADY AND THE UNICORN, by Tracy Chevalier. (Dutton, $23.95.) The	9	4
""	fictional story behind the creation of a famous late-15th-century tapestry series.		
""			
9	ANGELS & DEMONS, by Dan Brown. (Atria, $17.95.) A Harvard scholar tries to	12	4
""	save the Vatican from the machinations of an underground society.		
""			
10	THE KILLS, by Linda Fairstein. (Scribner, $25.) Is there a link between the sexual	15	2
""	assault of an investment banker and the murder of a Harlem woman?		
""			
11	EMMA'S SECRET, by Barbara Taylor Bradford. (St. Martin's, $24.95.) An	10	3
""	Englishwoman discovers the wartime diaries of her grandmother.		
""			
12	THE BIG BAD WOLF, by James Patterson. (Little, Brown, $27.95.) After joining	7	10
""	the F.B.I., Alex Cross must contend with numerous brazen kidnappings.		
""			
13	MR. PARADISE, by Elmore Leonard. (Morrow, $25.95.) A Detroit police detective	8	2
""	investigates a double murder at the home of a retired lawyer.		
""			
14	POMPEII, by Robert Harris. (Random House, $24.95.) In A.D. 79, a young Roman	14	8
""	engineer whose predecessor has disappeared tries to repair the great aqueduct		
""	near the Bay of Naples and Mount Vesuvius.		
This	February 8, 2004	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE PRICE OF LOYALTY, by Ron Suskind. (Simon & Schuster, $26.) A view	1	2
""	inside the Bush administration from the perspective of Paul O'Neill, the president's		
""	first Treasury secretary.		
""			
2	AMERICAN DYNASTY, by Kevin Phillips. (Viking, $25.95.) The political	3	3
""	"commentator details a ""pattern of deception"" in four generations of the Bush"		
""	family.		
""			
3	MY PRISON WITHOUT BARS, by Pete Rose with Rick Hill. (Rodale, $24.95.) A	2	3
""	memoir by the former player who was banned from baseball for betting on games		
""	while he was the manager of the Cincinnati Reds.		
""			
4	DUDE, WHERE'S MY COUNTRY? by Michael Moore. (Warner, $24.95.) The	4	16
""	"author of ""Stupid White Men"" calls for ""regime change"" in Washington."		
""			
5	LIES (AND THE LYING LIARS WHO TELL THEM), by Al Franken. (Dutton,	5	23
""	$24.95.) A satirical critique of the rhetoric of right-wing pundits and politicians.		
""			
6	"THE PRIVILEGE OF YOUTH, by Dave Pelzer. (Dutton, $21.95.) The author of ""A"	8	3
""	"Child Called 'It' "" and ""The Lost Boy"" remembers his teenage years."		
""			
7	THE ENEMY WITHIN, by Michael Savage. (WND Books, $27.99.) The radio host	7	4
""	"sets out to rebuff ""the liberal assault on our schools, faith and military."""		
""			
8	DOWN AND DIRTY PICTURES, by Peter Biskind. (Simon & Schuster, $26.95.)	11	2
""	The story behind the Sundance Film Festival, Miramax and the rise of		
""	independent movies.		
""			
9	CLIMBING HIGHER, by Montel Williams with Lawrence Grobel. (New American	6	2
""	Library, $25.95.) The television talk show host describes his battle with multiple		
""	sclerosis.		
""			
10	"GIVE ME A BREAK, by John Stossel. (HarperCollins, $24.95.) The ""20/20"" co-"	--	1
""	"anchor recalls his battles with hucksters, scam artists and ""the liberal media."""		
""			
11	FLYBOYS, by James Bradley. (Little, Brown, $25.95.) An account of eight	10	17
""	American airmen who were shot down and captured by the Japanese in World		
""	War II.		
""			
12	WHO'S LOOKING OUT FOR YOU? by Bill O'Reilly. (Broadway, $24.95.) The host	9	18
""	"of ""The O'Reilly Factor"" attacks those individuals and institutions that he believes"		
""	have let down the American people.		
""			
13	GOOD TO GREAT, by Jim Collins. (HarperBusiness, $27.50.) Why some	15	30
""	companies thrive and others do not.		
""			
14	HAD ENOUGH? by James Carville with Jeff Nussbaum. (Simon & Schuster, $23.)	--	3
