This	November 25, 2012	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE RACKETEER, by John Grisham. (Doubleday, $28.95.) Malcolm Bannister, an	1	3
""	imprisoned ex-lawyer, knows who murdered a federal judge. And he concocts a		
""	scheme to exchange this information for his freedom.		
""			
2	POSEIDON'S ARROW, by Clive Cussler and Dirk Cussler. (Putnam, $28.95.) Dirk	--	1
""	Pitt and his team look for the truth about a sophisticated attack submarine.		
""			
3	FLIGHT BEHAVIOR, by Barbara Kingsolver. (Harper/HarperCollins, $28.99.) An	--	1
""	Appalachian woman becomes involved in an effort to save monarch butterflies.		
""			
4	GONE GIRL, by Gillian Flynn. (Crown, $25.) A woman disappears on her fifth	5	23
""	anniversary; is her husband a killer?		
""			
5	THE CASUAL VACANCY, by J. K. Rowling. (Little, Brown, $35.) The sudden death	3	7
""	of a parish councilman reveals bitter social divisions in an idyllic English town.		
""			
6	THE PANTHER, by Nelson DeMille. (Grand Central, $27.99.) The anti-terrorist task	4	4
""	force agent John Corey and his wife, an F.B.I. agent, pursue a high-ranking Qaeda		
""	operative.		
""			
7	THE SINS OF THE MOTHER, by Danielle Steel. (Delacorte, $28.) An enormously	2	2
""	successful businesswoman tries to make up for past failings with her children, now		
""	grown.		
""			
8	THE BONE BED, by Patricia Cornwell. (Putnam, $28.95.) A paleontologist’s	7	4
""	disappearance in Canada turns out to be connected to crimes much closer to home		
""	for the chief medical examiner Kay Scarpetta; the 20th Scarpetta book.		
""			
9	WINTER OF THE WORLD, by Ken Follett. (Dutton, $36.) Members of five	8	8
""	interrelated families from five countries grapple with the historical events of the years		
""	1939-49.		
""			
10	NYPD RED, by James Patterson and Marshall Karp. (Little, Brown, $27.99.)	10	5
""	Detective Zach Jordan and his beautiful partner (and ex-girlfriend) must stop a		
""	deranged killer.		
""			
11	A WINTER DREAM, by Richard Paul Evans. (Simon & Schuster, $19.99.) When	6	2
""	Joseph Jacobson stands to take over his father’s business, his 12 brothers cast him		
""	out.		
""			
12	BACK TO BLOOD, by Tom Wolfe. (Little, Brown, $30.) A Cuban-American cop is a	11	3
""	hero turned pariah in Miami, where ethnic and class tensions threaten to explode.		
""			
13	ANGELS AT THE TABLE, by Debbie Macomber. (Ballantine, $18.) Angels cook up	13	3
""	a plan to reunite a young couple.		
""			
14	THE TIME KEEPER, by Mitch Albom. (Hyperion, $24.99.) A fable about the inventor	15	10
This	November 25, 2012	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KILLING KENNEDY, by Bill O'Reilly and Martin Dugard. (Holt, $28.) The host of	1	6
""	“The O’Reilly Factor” recounts the events surrounding the assassination of John F.		
""	Kennedy.		
""			
2	NO EASY DAY, by Mark Owen with Kevin Maurer. (Dutton, $26.95.) An account	2	10
""	by a former member of the Navy SEALs, written pseudonymously, of the mission		
""	that killed bin Laden.		
""			
3	KILLING LINCOLN, by Bill O'Reilly and Martin Dugard. (Holt, $28.) The host of	3	59
""	"""The O'Reilly Factor"" recounts the events surrounding the assassination of"		
""	Abraham Lincoln.		
""			
4	THE SIGNAL AND THE NOISE, by Nate Silver. (Penguin Press, $27.95.) An	11	6
""	examination of predictions, the ones that come true and the ones that don’t.		
""			
5	THE LAST LION, by William Manchester and Paul Reid. (Little, Brown, $40.) This	15	2
""	biography of Winston Churchill, reaching from World War II until his death in 1965,		
""	stresses his courage, intellect and will to action.		
""			
6	BRUCE, by Peter A. Carlin. (Touchstone, $28.) A biography of Bruce Springsteen	4	2
""	looks at his family, his music and his drive for fame and influence.		
""			
7	HALLUCINATIONS, by Oliver Sacks. (Alfred A. Knopf, $26.95.) The renowned	--	1
""	neurologist considers his patients’ hallucinatory experiences, and his own.		
""			
8	AMERICA AGAIN, by Stephen Colbert, Richard Dahm, Paul Dinello, Barry Julien,	8	6
""	Tom Purcell et al.. (Grand Central, $28.99.) The mock pundit of Comedy Central’s		
""	“Colbert Report” tells how to bring America back from the brink.		
""			
9	WAGING HEAVY PEACE, by Neil Young. (Blue Rider, $30.) The rocker’s memoir	9	7
""	ranges over his personal life and his music, including his days with Buffalo		
""	Springfield and Crosby, Stills, Nash & Young.		
""			
10	UNBROKEN, by Laura Hillenbrand. (Random House, $27.) An Olympic runner's	12	104
""	story of survival as a prisoner of the Japanese in World War II.		
""			
11	THE GENERALS, by Thomas E. Ricks. (Penguin Press, $32.95.) A history of	6	2
""	American military command from World War II to the present.		
""			
12	ROD, by Rod Stewart. (Crown Archetype, $27.) The pop singer reminisces on his	5	3
""	long career.		
""			
13	CUSTER, by Larry McMurtry. (Simon & Schuster, $35.) A biography of the general	--	1
""	"who fell at the Little Bighorn, by the author of ""Lonesome Dove."""		
""			
14	WHO I AM, by Pete Townshend. (Harper/HarperCollins, $32.5.) The rocker's	10	5
""	memoir.		
