This	November 7, 2010	Last	Weeks
Week	Fiction	Week	On List
""			
1	WORTH DYING FOR, by Lee Child. (Delacorte, $28.) Jack Reacher can’t let go of	--	1
""	a decades-old case of a missing child.		
""			
2	IN THE COMPANY OF OTHERS, by Jan Karon. (Viking, $27.95.) In Ireland, the	--	1
""	Episcopal priest Tim Kavanagh finds an old journal that could solve a crime.		
""			
3	AMERICAN ASSASSIN, by Vince Flynn. (Atria, $27.99.) In the wake of the	1	2
""	Lockerbie bombing, Mitch Rapp takes on his first antiterrorist assignment.		
""			
4	THE GIRL WHO KICKED THE HORNET’S NEST, by Stieg Larsson. (Knopf,	3	22
""	$27.95.) The third volume of a trilogy about a Swedish hacker and a journalist.		
""			
5	FALL OF GIANTS, by Ken Follett. (Dutton, $36.) Five interrelated families from	2	4
""	five countries are caught in the upheavals of World War I and the Russian		
""	Revolution.		
""			
6	SAFE HAVEN, by Nicholas Sparks. (Grand Central, $25.99.) The arrival of a	5	6
""	mysterious young woman in a small North Carolina town raises questions about		
""	her past.		
""			
7	THE REVERSAL, by Michael Connelly. (Little, Brown, $27.99.) The defense	4	3
""	lawyer Mickey Haller and the L.A.P.D. detective Harry Bosch join forces against a		
""	child-killer.		
""			
8	THE TWELFTH IMAM, by Joel C. Rosenberg. (Tyndale House, $26.99.) A C.I.A.	--	1
""	operative is sent into Tehran to secretly disrupt Iran’s nuclear weapons program.		
""			
9	SQUIRREL SEEKS CHIPMUNK, by David Sedaris. (Little, Brown, $21.99.) The	8	4
""	humorist looks at human nature through stories with animals as characters.		
""			
10	FREEDOM, by Jonathan Franzen. (Farrar, Straus & Giroux, $28.) A family of	6	8
""	Midwestern liberals during the Bush years.		
""			
11	DON'T BLINK, by James Patterson and Howard Roughan. (Little, Brown, $27.99.)	9	4
""	A reporter finds himself involved in a war between the Italian mob and the Russian		
""	mafia.		
""			
12	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	10	82
""	woman and two black maids in 1960s Mississippi.		
""			
13	CHASING THE NIGHT, by Iris Johansen. (St. Martin’s, $27.99.) The forensic	--	1
""	sculptor Eve Duncan helps a C.I.A. agent search for her kidnapped son.		
""			
14	OUR KIND OF TRAITOR, by John le Carré. (Viking, $27.95.) A British couple are	7	2
""	caught up in Russian intrigue.		
""			
15	AGAINST ALL THINGS ENDING, by Stephen R. Donaldson. (Putnam, $29.95.)	--	1
This	November 7, 2010	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	EARTH (THE BOOK), by Jon Stewart, David Javerbaum, Rory Albanese, Steve	1	5
""	Bodow and Josh Lieb. (Grand Central, $27.99.) A visitor’s guide to the human		
""	"race, presented by ""The Daily Show."""		
""			
2	AUTOBIOGRAPHY OF MARK TWAIN, VOL. 1, by Mark Twain. (University of	--	1
""	California, $34.95.) In his autobiography, published unexpurgated for the first time,		
""	Twain is pointedly political and willing to play the angry prophet.		
""			
3	TRICKLE UP POVERTY, by Michael Savage. (Morrow/HarperCollins, $26.99.)	2	3
""	The radio host criticizes Obama’s policies on the borders, the economy and		
""	security.		
""			
4	THE LAST BOY, by Jane Leavy. (Harper/HarperCollins, $27.99.) A biography of	4	2
""	the Yankees star Mickey Mantle, who grappled with a wrenching childhood and		
""	physical injuries.		
""			
5	PINHEADS AND PATRIOTS, by Bill O'Reilly. (Morrow/HarperCollins, $27.99.) The	6	6
""	Fox News commentator scrutinizes the meaning of change in the era of Obama.		
""			
6	AT HOME, by Bill Bryson. (Doubleday, $28.95.) The evolution of private life as	5	3
""	exemplified by the houses we live in.		
""			
7	EXTRAORDINARY, ORDINARY PEOPLE, by Condoleezza Rice. (Crown	9	2
""	Archetype, $27.) The former secretary of state’s memoir stresses the role her		
""	parents.		
""			
8	ASSHOLES FINISH FIRST, by Tucker Max. (Gallery, $25.99.) Stories of bad	7	4
""	decisions, debauchery and sexual recklessness.		
""			
9	OBAMA'S WARS, by Bob Woodward. (Simon & Schuster, $30.) The inside story	3	4
""	of how decisions were made on Afghanistan, on Pakistan and on the fight against		
""	terrorism.		
""			
10	WASHINGTON, by Ron Chernow. (Penguin Press, $40.) A biography of the first	8	3
""	president.		
""			
11	SH*T MY DAD SAYS, by Justin Halpern. (It Books/HarperCollins, $15.99.) A	14	25
""	coming-of-age memoir organized around the musings, purveyed on Twitter, of the		
""	author’s father.		
""			
12	THE ROOTS OF OBAMA'S RAGE, by Dinesh D'Souza. (Regnery, $27.95.)	12	4
""	D’Souza argues that Obama’s policies are defined by the anti-colonialist		
""	sentiments of his father.		
""			
13	THE GRAND DESIGN, by Stephen Hawking and Leonard Mlodinow. (Bantam,	11	7
""	$28.) Central questions of philosophy and science, from the author of “A Brief		
""	History of Time.”		
