This	July 13, 2014	Last	Weeks
Week	Fiction	Week	On List
""			
1	INVISIBLE, by James Patterson and David Ellis. (Little, Brown.)  Searching for her	--	1
""	sister’s killer, a former F.B.I. researcher finds a link between scores of apparently		
""	unconnected unsolved cases. Now she must convince her boss and her former		
""	boyfriend that this killer is real.		
""			
2	TOP SECRET TWENTY-ONE, by Janet Evanovich. (Bantam.) The New Jersey	1	2
""	bounty hunter Stephanie Plum pursues a dealer who sells more than used cars,		
""	while she juggles Joe Morelli, the sexy cop, and the security expert Ranger.		
""			
3	THE SILKWORM, by Robert Galbraith. (Mulholland/Little, Brown.) The private	2	2
""	detective Cormoran Strike steps in when the author of a roman à clef set in literary		
""	London is murdered; by J.K. Rowling, writing pseudonymously.		
""			
4	MR. MERCEDES, by Stephen King. (Scribner.) A driver plows into a crowd, killing	4	4
""	eight. The killer then taunts a suicidal ex-cop, who must stop another, deadlier		
""	attack.		
""			
5	WRITTEN IN MY OWN HEART'S BLOOD, by Diana Gabaldon. (Delacorte.) Jamie	3	3
""	Fraser and his family face challenges in the 18th and 20th centuries.		
""			
6	THE GOLDFINCH, by Donna Tartt. (Little, Brown.)  A painting smuggled out of the	6	36
""	Metropolitan Museum of Art after a bombing becomes a boy’s prize, guilt and		
""	burden.		
""			
7	ALL FALL DOWN, by Jennifer Weiner. (Atria.) A woman becomes addicted to pain	5	2
""	medication.		
""			
8	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	11	8
""	blind French girl and a gadget-obsessed German boy before and during World War		
""	II.		
""			
9	COP TOWN, by Karin Slaughter. (Delacorte.) In Atlanta in 1974, two women cops,	--	1
""	both with something to prove, join in the search for a serial killer who is targeting the		
""	police.		
""			
10	THE VACATIONERS, by Emma Straub. (Riverhead.) An Upper West Side couple,	14	3
""	their children and their friends confront life’s changes during two weeks in Mallorca.		
""			
11	THE HURRICANE SISTERS, by Dorothea Benton Frank. (Morrow/HarperCollins.)	9	4
""	Three generations of women endure a stormy summer in South Carolina's		
""	Lowcountry.		
""			
12	THE MATCHMAKER, by Elin Hilderbrand. (Little, Brown.) A Nantucket resident’s life	10	3
""	is shaken by a diagnosis and the return to the island of her high school sweetheart.		
""			
13	MIDNIGHT IN EUROPE, by Alan Furst. (Random House.) A Spanish lawyer working	--	3
""	in Paris on the eve of World War II joins a mission to help the Republican troops.		
This	July 13, 2014	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	HARD CHOICES, by Hillary Rodham Clinton. (Simon & Schuster.) Clinton’s	1	3
""	memoir focuses on her years as secretary of state and her views about the		
""	American role in the world.		
""			
2	BLOOD FEUD, by Edward Klein. (Regnery.) A journalist describes animosity	--	1
""	behind the alliance between the Clinton and Obama families.		
""			
3	ONE NATION, by Ben Carson with Candy Carson. (Sentinel.) Carson, a retired	2	6
""	pediatric neurosurgeon, now a Fox News contributor, offers solutions to problems		
""	in health and education based on capitalism, not government.		
""			
4	CAPITAL IN THE TWENTY-FIRST CENTURY, by Thomas Piketty.	3	12
""	(Belknap/Harvard University.) A French economist’s analysis of centuries of		
""	economic history predicts worsening inequality and proposes solutions.		
""			
5	UNBROKEN, by Laura Hillenbrand. (Random House.) An Olympic runner’s story	4	175
""	of survival as a prisoner of the Japanese in World War II after his plane went down		
""	over the Pacific.		
""			
6	THINK LIKE A FREAK, by Steven D. Levitt and Stephen J. Dubner.	5	7
""	(Morrow/HarperCollins.) How to solve problems creatively, from the authors of		
""	“Freakonomics.”		
""			
7	I AM MALALA, by Malala Yousafzai with Christina Lamb. (Little, Brown.) The	10	27
""	experience of the Pakistani girl who advocated for women’s education and was		
""	shot by the Taliban.		
""			
8	ROMANOV SISTERS, by Helen Rappaport. (St. Martin's.) The story of the	--	2
""	daughters of the last czar, who were executed in 1918.		
""			
9	THE CLOSER, by Mariano Rivera with Wayne Coffey. (Little, Brown.) A memoir	6	8
""	by the great Yankees pitcher.		
""			
10	CARSICK, by John Waters. (Farrar, Straus & Giroux.) The cult-film director	8	4
""	hitchhikes across the country.		
""			
11	FLASH BOYS, by Michael Lewis. (Norton.) The world of high-frequency computer-	7	13
""	"driven trading; from the author of ""Liar's Poker."""		
""			
12	LEAN IN, by Sheryl Sandberg with Nell Scovell. (Knopf.) The chief operating	14	65
""	officer of Facebook urges women to pursue their careers without ambivalence.		
""			
13	DAVID AND GOLIATH, by Malcolm Gladwell. (Little, Brown.) How disadvantages	11	37
""	"can work in our favor; by the author of ""The Tipping Point"" and ""Blink."""		
""			
14	SPECIAL HEART, by Bret Baier with Jim Mills. (Center Street.) A Fox News	15	3
""	anchor on the challenges his family faced in caring for his son, who has congenital		
