This	May 11, 2008	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE WHOLE TRUTH, by David Baldacci. (Grand Central, $26.99.) An intelligence	--	1
""	agent and a journalist team up against a warmongering defense contractor.		
""			
2	HOLD TIGHT, by Harlan Coben. (Dutton, $26.95.) The aftermath of a high school	1	2
""	kid’s suicide rocks a New Jersey suburb.		
""			
3	THE MIRACLE AT SPEEDY MOTORS, by Alexander McCall Smith. (Pantheon,	3	2
""	$22.95.) The ninth novel in the No. 1 Ladies’ Detective Agency series.		
""			
4	UNACCUSTOMED EARTH, by Jhumpa Lahiri. (Knopf, $25.) Stories about the	4	4
""	anxiety and transformation experienced by Bengali parents and their American		
""	children.		
""			
5	WHERE ARE YOU NOW?, by Mary Higgins Clark. (Simon & Schuster, $25.95.) A	2	3
""	woman searches for the truth about her brother, who is alive but has disappeared.		
""			
6	CERTAIN GIRLS, by Jennifer Weiner. (Atria, $26.95.) A girl discovers the sexy,	5	3
""	somewhat autobiographical novel her mother wrote years earlier.		
""			
7	QUICKSAND, by Iris Johansen. (St. Martin’s, $26.95.) The forensic sculptor Eve	--	1
""	Duncan tracks a killer who claims to have murdered her daughter years earlier.		
""			
8	DEAD HEAT, by Joel C. Rosenberg. (Tyndale, $24.99.) With the world on the	--	5
""	brink of war, terrorists plot to assassinate a candidate in a closely fought		
""	presidential election.		
""			
9	THE APPEAL, by John Grisham. (Doubleday, $27.95.) Political and legal intrigue	6	13
""	ensue when a Mississippi court decides against a chemical company accused of		
""	dumping toxic waste.		
""			
10	SANTA FE DEAD, by Stuart Woods. (Putnam, $25.95.) A Santa Fe lawyer	--	1
""	investigates his nefarious former wife.		
""			
11	THE THIRD CIRCLE, by Amanda Quick. (Putnam, $24.95.) In Victorian England,	--	1
""	a crystal reader joins forces with a hypnotist to steal a mysterious stone (an		
""	Arcane Society novel).		
""			
12	COMPULSION, by Jonathan Kellerman. (Ballantine, $27.) Several Los Angeles	7	5
""	women are murdered, and the psychologist-detective Alex Delaware investigates.		
""			
13	BELONG TO ME, by Marisa de los Santos. (Morrow, $24.95.) When she moves to	8	4
""	the suburbs, a woman becomes enmeshed in complications and secrets.		
""			
14	BULLS ISLAND, by Dorothea Benton Frank. (Morrow, $24.95.) An investment	11	3
""	banker returns to the South Carolina island home she had left 20 years before.		
""			
15	A THOUSAND SPLENDID SUNS, by Khaled Hosseini. (Riverhead, $25.95.) A	12	49
This	May 11, 2008	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	ARE YOU THERE, VODKA? IT’S ME, CHELSEA, by Chelsea Handler. (Simon	--	1
""	Spotlight Entertainment, $24.95.) Humorous personal essays from the stand-up		
""	comedian.		
""			
2	ESCAPE, by Carolyn Jessop with Laura Palmer. (Broadway, $24.95.) A former	5	5
""	member of a fundamentalist polygamous sect describes her forced marriage to a		
""	much older man.		
""			
3	HOME, by Julie Andrews. (Hyperion, $26.95.) A memoir of Andrews’s early years	2	4
""	from birth to being cast as Mary Poppins.		
""			
4	BEAUTIFUL BOY, by David Sheff. (Houghton Mifflin, $24.) A father struggles with	1	9
""	his son’s meth addiction.		
""			
5	MISTAKEN IDENTITY, by Don and Susie Van Ryn and Newell, Colleen and	3	5
""	Whitney Cerak, with Mark Tabb. (Howard, $21.95.) The families of two girls whose		
""	identities were confused after a 2006 accident describe their experience.		
""			
6	LADIES OF LIBERTY, by Cokie Roberts. (Morrow, $26.95.) The influential women	4	3
""	of early America, from the ABC and NPR news analyst and the author of “The		
""	Founding Mothers.”		
""			
7	THE REVOLUTION, by Ron Paul. (Grand Central, $21.) A libertarian manifesto	--	1
""	from the Texas congressman and Republican presidential candidate.		
""			
8	BAD MONEY, by Kevin Phillips. (Viking, $25.95.) How the financial sector has	7	2
""	hijacked the American economy, aided by Washington’s ruinous faith in the		
""	efficiency of markets.		
""			
9	ARMAGEDDON IN RETROSPECT, by Kurt Vonnegut. (Putnam, $24.95.) Twelve	8	4
""	unpublished writings on war and peace by the novelist, who died in 2007.		
""			
10	THE SOLOIST, by Steve Lopez. (Putnam, $25.95.) A columnist for The Los	--	1
""	Angeles Times comes upon a homeless musician on Skid Row and sets out to		
""	change his life.		
""			
11	GIRLS LIKE US, by Sheila Weller. (Atria, $27.95.) A portrait of a generation of	6	3
""	women, seen through the lives, times and music of Carole King, Joni Mitchell and		
""	Carly Simon.		
""			
12	THE TRILLION DOLLAR MELTDOWN, by Charles R. Morris. (PublicAffairs,	--	3
""	$22.95.) A clear explanation of how we got into the economic mess we are in and		
""	what is likely to happen next, from a lawyer and former banker.		
""			
13	IN DEFENSE OF FOOD, by Michael Pollan. (Penguin Press, $21.95.) A manifesto	9	17
""	urges us to “Eat food. Not too much. Mostly plants.”		
