This	February 27, 2011	Last	Weeks
Week	Fiction	Week	On List
""			
1	TICK TOCK, by James Patterson and Michael Ledwidge. (Little, Brown, $27.99.) The	1	3
""	New York detective Michael Bennett enlists the help of a former colleague to solve a		
""	rash of horrifying crimes that are throwing the city into chaos.		
""			
2	A DISCOVERY OF WITCHES, by Deborah Harkness. (Viking, $28.95.) The recovery	--	1
""	of a lost ancient manuscript in a library at Oxford sets a fantastical underworld stirring.		
""			
3	THE GIRL WHO KICKED THE HORNET’S NEST, by Stieg Larsson. (Knopf, $27.95.)	2	38
""	The third volume of the Millennium trilogy, about a Swedish hacker and a journalist.		
""			
4	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	3	98
""	woman and two black maids in 1960s Mississippi.		
""			
5	DEAD OR ALIVE, by Tom Clancy with Grant Blackwood. (Putnam, $28.95.) Familiar	5	10
""	Clancy characters appear as an intelligence group tracks a vicious terrorist called the		
""	Emir.		
""			
6	THE SECRET SOLDIER, by Alex Berenson. (Putnam, $25.95.) When the king of	--	1
""	Saudi Arabia is threatened, the former C.I.A. operative John Wells goes undercover		
""	to help.		
""			
7	THE INNER CIRCLE, by Brad Meltzer. (Grand Central, $26.99.) An archivist	4	5
""	discovers a book that once belonged to George Washington and conceals a deadly		
""	secret.		
""			
8	THE CONFESSION, by John Grisham. (Doubleday, $28.95.) A criminal wants to save	9	16
""	an innocent man on death row, but he must convince the authorities he’s telling the		
""	truth.		
""			
9	A RED HERRING WITHOUT MUSTARD, by Alan Bradley. (Delacorte, $23.) A Gypsy	--	1
""	woman asked to tell the fortune of the 11-year-old sleuth Flavia de Luce turns up		
""	dead.		
""			
10	ROOM, by Emma Donoghue. (Little, Brown, $24.99.) A mother’s prison is her young	10	14
""	son’s entire world.		
""			
11	STRATEGIC MOVES, by Stuart Woods. (Putnam, $25.95.) In the 19th Stone	7	4
""	Barrington novel, the New York lawyer works with the C.I.A. to transport a fugitive.		
""			
12	SWAMPLANDIA!, by Karen Russell. (Knopf, $24.95.) The pleasures and miseries of	--	1
""	life at a failing alligator theme park in the Everglades.		
""			
13	WHAT THE NIGHT KNOWS, by Dean Koontz. (Bantam, $28.) Someone is murdering	13	7
""	entire families, recreating in detail a crime spree that took place two decades earlier.		
""			
14	THE SENTRY, by Robert Crais. (Putnam, $26.95.) The former cop Joe Pike finds that	11	5
""	a pair of Katrina refugees he helps aren’t all they seem.		
This	February 27, 2011	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KNOWN AND UNKNOWN, by Donald Rumsfeld. (Sentinel, $36.) The former	--	1
""	defense secretary’s memoir discusses his role in the invasion and occupation of		
""	Iraq.		
""			
2	UNBROKEN, by Laura Hillenbrand. (Random House, $27.) An Olympic runner’s	1	13
""	story of survival as a prisoner of the Japanese in World War II.		
""			
3	CLEOPATRA, by Stacy Schiff. (Little, Brown, $29.99.) The last queen of ancient	5	15
""	Egypt was ambitious, audacious and formidably intelligent.		
""			
4	BATTLE HYMN OF THE TIGER MOTHER, by Amy Chua. (Penguin Press,	3	5
""	$25.95.) A Chinese-American mother makes a case for strict and demanding		
""	parenting.		
""			
5	DECISION POINTS, by George W. Bush. (Crown, $35.) The former president’s	4	14
""	memoir discusses his Christianity, the end of his drinking and his decisions on		
""	9/11, Iraq and Katrina.		
""			
6	I BEAT THE ODDS, by Michael Oher with Don Yaeger. (Gotham, $26.) This	--	1
""	memoir by the Baltimore Ravens offensive tackle describes how he broke out of		
""	the tough streets of Memphis and into a world of opportunity.		
""			
7	THE PIONEER WOMAN, by Ree Drummond. (Morrow/HarperCollins, $25.99.)	2	2
""	The proprietor of ThePioneerWoman.com describes her marriage.		
""			
8	THE HIDDEN REALITY, by Brian Greene. (Knopf, $29.95.) A physicist explains	6	3
""	various theories involving the existence of parallel universes.		
""			
9	AUTOBIOGRAPHY OF MARK TWAIN, VOL 1, by Mark Twain. (University of	8	17
""	California, $34.95.) Twain is pointedly political and willing to play the angry		
""	prophet.		
""			
10	IN THE BLINK OF AN EYE, by Michael Waltrip and Ellis Henican. (Hyperion,	11	2
""	$24.99.) The race car driver’s memoir is built around the crash that killed Dale		
""	Earnhardt Sr. in 2001.		
""			
11	LIFE, by Keith Richards with James Fox. (Little, Brown, $29.99.) The Rolling	9	16
""	Stones guitarist’s revealing autobiography is also a portrait of the era when rock ’n’		
""	roll came of age.		
""			
12	THE IMMORTAL LIFE OF HENRIETTA LACKS, by Rebecca Skloot. (Crown,	7	41
""	$26.) The story of a woman whose cancer cells were cultured without her		
""	permission in 1951.		
""			
13	DECODED, by Jay-Z. (Spiegel & Grau, $35.) The hip-hop star leads a narrative	10	13
""	journey through his lyrics and his life.		
