This	December 28, 2014	Last	Weeks
Week	Fiction	Week	On List
""			
1	GRAY MOUNTAIN, by John Grisham. (Doubleday.) A downsized Wall Street	2	8
""	lawyer joins a legal clinic in a small Virginia town.		
""			
2	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	6	32
""	blind French girl and a gadget-obsessed German boy before and during World		
""	War II.		
""			
3	REVIVAL, by Stephen King. (Scribner.) The continuing relationship, over five	4	5
""	decades, between a disgraced clergyman and a drug-addicted musician.		
""			
4	HOPE TO DIE, by James Patterson. (Little, Brown.) Detective Alex Cross’s family	1	3
""	is kidnapped by a madman who wants to turn Cross into a perfect killer.		
""			
5	THE ESCAPE, by David Baldacci. (Grand Central.) John Puller, a special agent	3	4
""	with the Army, hunts for his brother, who was convicted of treason and has		
""	escaped from prison.		
""			
6	TOM CLANCY: FULL FORCE AND EFFECT, by Mark Greaney. (Putnam.) A	5	2
""	discovery of mineral deposits has changed North Korea’s fortunes and made the		
""	country even more of a threat for President Jack Ryan.		
""			
7	LEAVING TIME, by Jodi Picoult. (Ballantine.) After searching for her mother, who	8	9
""	has disappeared, for more than 10 years, a woman employs a psychic and a		
""	detective.		
""			
8	THE BURNING ROOM, by Michael Connelly. (Little, Brown.) The Los Angeles	7	6
""	detective Harry Bosch and his new partner investigate two long-unsolved cases.		
""			
9	EDGE OF ETERNITY, by Ken Follett. (Dutton.) Five interrelated families grapple	10	13
""	with the events of the 1960s through the 1980s; Book 3 of the Century Trilogy.		
""			
10	FLESH AND BLOOD, by Patricia Cornwell. (Morrow/HarperCollins.) Dr. Kay	9	5
""	Scarpetta pursues a sniper who may be a vigilante; the 22nd Scarpetta novel.		
""			
11	PRINCE LESTAT, by Anne Rice. (Knopf.) The Vampire Chronicles continue after	11	7
""	a long hiatus.		
""			
12	THE BOSTON GIRL, by Anita Diamant. (Scribner.) The daughter of Jewish	--	1
""	immigrants grows up in early-20th- century Boston; by the author of “The Red		
""	Tent.”		
""			
13	THE GOLDFINCH, by Donna Tartt. (Little, Brown.)  A painting becomes a boy’s	16	55
""	prize, guilt and burden.		
""			
14	SOMEWHERE SAFE WITH SOMEBODY GOOD, by Jan Karon. (Putnam.) The	14	14
""	Mitford character Father Tim finds friends and family wrestling with difficulties.		
This	December 28, 2014	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KILLING PATTON, by Bill O'Reilly and Martin Dugard. (Holt.) The host of “The	2	12
""	O’Reilly Factor” recounts the death of Gen. George S. Patton in December 1945.		
""			
2	41, by George W. Bush. (Crown.) The former president’s portrait of his father,	3	5
""	George H. W. Bush.		
""			
3	YES PLEASE, by Amy Poehler. (Dey Street/Morrow.) A humorous miscellany from	4	7
""	the comedian and actress, a “Saturday Night Live” alumna and the star of “Parks		
""	and Recreation.”		
""			
4	WHAT IF?, by Randall Munroe. (Houghton Mifflin Harcourt.) Scientific (but often	5	15
""	humorous) answers to hypothetical questions, based in part on the author’s		
""	website, xkcd.com.		
""			
5	HUMANS OF NEW YORK, by Brandon Stanton. (St. Martin's.) Four hundred color	1	24
""	photos of New Yorkers.		
""			
6	YOU CAN'T MAKE THIS UP, by Al Michaels with L. Jon Wertheim.	8	4
""	(Morrow/HarperCollins.) The veteran sportscaster, the voice of “Sunday Night		
""	Football,” recalls players and games he has observed.		
""			
7	BEING MORTAL, by Atul Gawande. (Metropolitan/ Holt.) The surgeon and New	6	10
""	Yorker writer considers how doctors fail patients at the end of life, and offers		
""	suggestions for how they can do better.		
""			
8	THE ANDY COHEN DIARIES, by Andy Cohen. (Holt.) One year in the (social) life	7	5
""	of the TV producer and host of “Watch What Happens Live.”		
""			
9	AS YOU WISH, by Cary Elwes with Joe Layden. (Touchstone/Simon & Schuster.)	9	8
""	The making of the movie “The Princess Bride,” 25 years ago.		
""			
10	NOT THAT KIND OF GIRL, by Lena Dunham. (Random House.) Essays from the	11	11
""	creator and star of “Girls.”		
""			
11	THE INNOVATORS, by Walter Isaacson. (Simon & Schuster.) Studies of the	10	9
""	people who created computers and the Internet, beginning in the 1840s.		
""			
12	UNBROKEN, by Laura Hillenbrand. (Random House.) An Olympic runner’s story	--	186
""	of survival as a prisoner of the Japanese in World War II; the basis for the movie.		
""			
13	SMALL VICTORIES, by Anne Lamott. (Riverhead.) Essays about forgiveness,	12	5
""	transformation and grace.		
""			
14	JETER UNFILTERED, by Derek Jeter with Anthony Bozza. (Jeter	13	4
""	Publishing/Gallery Books.) The Yankee shortstop and team captain looks back		
""	over his career.		
