This	January 10, 2010	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LOST SYMBOL, by Dan Brown. (Doubleday, $29.95.) Robert Langdon	1	15
""	among the Masons.		
""			
2	I, ALEX CROSS, by James Patterson. (Little, Brown, $27.99.) Tracking the	2	6
""	murderer of a relative, Alex Cross discovers a wild Washington scene with		
""	explosive secrets.		
""			
3	UNDER THE DOME, by Stephen King. (Scribner, $35.) When a Maine town is	3	7
""	trapped by an invisible force field, a sanctimonious and hypocritical politician takes		
""	over.		
""			
4	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	4	39
""	woman and two black maids in 1960s Mississippi.		
""			
5	PIRATE LATITUDES, by Michael Crichton. (Harper/HarperCollins, $27.99.) In the	6	5
""	17th-century Caribbean, a British pirate attacks a Spanish galleon; this manuscript		
""	was found in Crichton’s files after his death in 2008.		
""			
6	FORD COUNTY, by John Grisham. (Doubleday, $24.) Stories set in rural	7	8
""	Mississippi.		
""			
7	“U” IS FOR UNDERTOW, by Sue Grafton. (Putnam, $27.95.) Kinsey Millhone	5	4
""	investigates the case of a 4-year-old girl who disappeared 21 years earlier.		
""			
8	THE LAST SONG, by Nicholas Sparks. (Grand Central, $24.99.) A 17-year-old girl	8	16
""	spends the summer with her divorced father in North Carolina and finds many		
""	kinds of love.		
""			
9	THE CHRISTMAS SWEATER, by Glenn Beck with Kevin Balfe and Jason Wright.	9	13
""	(Threshold Editions, $19.99.) A boy learns from his disappointment with his		
""	mother’s gift.		
""			
10	BREATHLESS, by Dean Koontz. (Bantam, $28.) Mysterious animals in the	12	5
""	Colorado Rockies set off intrigue and suspense.		
""			
11	THE LACUNA, by Barbara Kingsolver. (Harper/HarperCollins, $26.99.) A young	10	8
""	American growing up in Mexico becomes friends with artists and radicals; later, in		
""	the United States, he is menaced by McCarthyism.		
""			
12	TRUE BLUE, by David Baldacci. (Grand Central, $27.99.) An ex-cop in	16	9
""	Washington struggles to clear her name.		
""			
13	WOLF HALL, by Hilary Mantel. (Holt, $27.) Thomas More and Thomas Cromwell	13	6
""	clash in the turbulent court of Henry VIII.		
""			
14	THE GATHERING STORM, by Robert Jordan and Brandon Sanderson. (Tor/Tom	--	8
""	Doherty, $29.99.) Book 12 of the Wheel of Time fantasy series.		
This	January 10, 2010	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	GOING ROGUE, by Sarah Palin. (Harper/HarperCollins, $28.99.) A memoir by the	1	6
""	former Alaska governor and vice-presidential candidate.		
""			
2	HAVE A LITTLE FAITH, by Mitch Albom. (Hyperion, $23.99.) A suburban rabbi	2	13
""	and a Detroit pastor teach lessons about the comfort of belief.		
""			
3	ARGUING WITH IDIOTS, written and edited by Glenn Beck, Kevin Balfe and	3	14
""	others. (Mercury Radio Arts/Threshold Editions, $29.99.) The case against big		
""	government.		
""			
4	TRUE COMPASS, by Edward M. Kennedy. (Twelve, $35.) The late senator’s	7	15
""	autobiography.		
""			
5	OPEN, by Andre Agassi. (Knopf, $28.95.) The tennis champion’s autobiography.	5	7
""			
6	SUPERFREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner.	6	10
""	(Morrow/HarperCollins, $29.99.) A scholar and a journalist apply economic		
""	thinking to everything: the sequel.		
""			
7	WHAT THE DOG SAW, by Malcolm Gladwell. (Little, Brown, $27.99.) A decade of	8	10
""	New Yorker essays.		
""			
8	STONES INTO SCHOOLS, by Greg Mortenson. (Viking, $26.95.) Building	4	4
""	schools, many of them for girls, in northeast Afghanistan; takes up where “Three		
""	Cups of Tea” left off.		
""			
9	OUTLIERS, by Malcolm Gladwell. (Little, Brown, $27.99.) Why some people	10	58
""	succeed, from the author of “Blink.”		
""			
10	THE IMPERIAL CRUISE, by James Bradley. (Little, Brown, $29.99.) In 1905,	12	5
""	during a diplomatic journey organized by Theodore Roosevelt, William Howard		
""	Taft negotiated secret agreements with several Asian countries.		
""			
11	A BOLD FRESH PIECE OF HUMANITY, by Bill O’Reilly. (Broadway, $26.) The	9	52
""	Fox News commentator on his upbringing and career.		
""			
12	"WHEN THE GAME WAS OURS, by Larry Bird and Earvin ""Magic"" Johnson with"	11	8
""	Jackie MacMullan. (Houghton Mifflin Harcourt, $26.) Two great basketball players		
""	discuss their careers, their long rivalry and their eventual friendship.		
""			
13	THE BOOK OF BASKETBALL, by Bill Simmons. (Ballantine/ESPN, $30.)	14	8
""	ESPN.com’s Sports Guy crunches big questions in N.B.A. history.		
""			
14	LAST WORDS, by George Carlin with Tony Hendra. (Free Press, $26.99.) The life	--	4
""	of the comedian, who died in 2008.		
""			
15	TOO BIG TO FAIL, by Andrew Ross Sorkin. (Viking, $32.95.) The 2008 financial	--	7
