This	April 3, 2011	Last	Weeks
Week	Fiction	Week	On List
""			
1	TOYS, by James Patterson and Neil McMahon. (Little, Brown, $27.99.) Hays	--	1
""	Baker, a top operative for the Agency of Change and a national hero, suddenly		
""	finds himself a hunted fugitive who must fight to save humans from extinction.		
""			
2	SING YOU HOME, by Jodi Picoult. (Atria, $28.) Picoult takes on the issue of gay	2	3
""	rights in this novel about a music therapist who desperately wants a child; CD of		
""	songs included.		
""			
3	THE JUNGLE, by Clive Cussler with Jack Du Brul. (Putnam, $27.95.) Juan	1	2
""	Cabrillo and the crew of the Oregon undertake rescue operations from		
""	Afghanistan to Myanmar.		
""			
4	THE GIRL WHO KICKED THE HORNET’S NEST, by Stieg Larsson. (Knopf,	4	43
""	$27.95.) The third volume of the Millennium trilogy, about a Swedish hacker and a		
""	journalist.		
""			
5	THE WISE MAN’S FEAR, by Patrick Rothfuss. (DAW, $29.95.) In this sequel to	3	3
""	“The Name of the Wind,” the magician Kvothe continues to narrate his fantastical		
""	life story.		
""			
6	THE TIGER’S WIFE, by Tea Obreht. (Random House, $25.) In an unnamed	11	2
""	Balkan country, Natalia, a young doctor, investigates the mysterious		
""	circumstances surrounding her beloved grandfather’s death.		
""			
7	THE PARIS WIFE, by Paula McLain. (Ballantine, $25.) Ernest Hemingway’s first	8	4
""	wife, Hadley, narrates this novel set in Paris.		
""			
8	A DISCOVERY OF WITCHES, by Deborah Harkness. (Viking, $28.95.) The	6	6
""	recovery of a lost ancient manuscript in a library at Oxford sets a fantastical		
""	underworld stirring.		
""			
9	MINDING FRANKIE, by Maeve Binchy. (Knopf, $26.95.) A motherless girl is cared	7	3
""	for by a Dublin community, but a social worker believes a foster home is a better		
""	solution.		
""			
10	LOVE YOU MORE, by Lisa Gardner. (Bantam, $26.) Detective D. D. Warren must	5	2
""	solve the case of a dead husband, a battered wife and a missing child.		
""			
11	TICK TOCK, by James Patterson and Michael Ledwidge. (Little, Brown, $27.99.)	12	8
""	The New York detective Michael Bennett enlists the help of a former colleague to		
""	solve a rash of horrifying crimes that are throwing the city into chaos.		
""			
12	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	14	103
""	woman and two black maids in 1960s Mississippi.		
""			
13	RIVER MARKED, by Patricia Briggs. (Ace, $26.95.) The shapeshifter Mercy	9	3
""	Thompson and her mate, the Alpha werewolf Adam, confront evil lurking in the		
This	April 3, 2011	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	RED, by Sammy Hagar with Joel Selvin. (It Books/HarperCollins, $26.99.) Hagar	--	1
""	tells of his tear through rock, from his first break with Montrose to his role as the		
""	front man of Van Halen.		
""			
2	UNBROKEN, by Laura Hillenbrand. (Random House, $27.) An Olympic runner’s	2	18
""	story of survival as a prisoner of the Japanese in World War II.		
""			
3	MOONWALKING WITH EINSTEIN, by Joshua Foer. (Penguin Press, $26.95.) A	3	2
""	journalist who covered a mnemonics championship tries competing himself.		
""			
4	THE SOCIAL ANIMAL, by David Brooks. (Random House, $27.) Brooks creates	1	2
""	two imaginary people, Harold and Erica, to illustrate his understanding of the		
""	human mind, the wellsprings of action and the causes of success and failure.		
""			
5	JESUS OF NAZARETH, by Joseph Ratzinger. (Ignatius Press, $24.95.) Pope	10	2
""	Benedict XVI challenges readers to grapple with the meaning of Jesus’ life.		
""			
6	DECISION POINTS, by George W. Bush. (Crown, $35.) The former president’s	6	19
""	memoir discusses his Christianity, the end of his drinking and his decisions on		
""	9/11, Iraq and Katrina.		
""			
7	PHYSICS OF THE FUTURE, by Michio Kaku. (Doubleday, $28.95.) Kaku	--	1
""	examines innovative developments in medicine, computers, quantum physics and		
""	space travel.		
""			
8	CLEOPATRA, by Stacy Schiff. (Little, Brown, $29.99.) A biography of the last	7	20
""	queen of ancient Egypt.		
""			
9	BLOOD, BONES, AND BUTTER, by Gabrielle Hamilton. (Random House, $26.) A	9	3
""	memoir by the chef and owner of the Manhattan restaurant Prune.		
""			
10	A SIMPLE GOVERNMENT, by Mike Huckabee. (Sentinel, $26.95.) The ex-	5	2
""	governor of Arkansas proposes 12 things he says Americans need from the		
""	federal government.		
""			
11	THE INFORMATION, by James Gleick. (Pantheon, $29.95.) Gleick argues that	8	2
""	information is “the blood and the fuel, the vital principle” of the world.		
""			
12	BATTLE HYMN OF THE TIGER MOTHER, by Amy Chua. (Penguin Press,	11	10
""	$25.95.) A Chinese-American mother makes a case for strict and demanding		
""	parenting.		
""			
13	TOWNIE, by Andre Dubus III. (Norton, $25.95.) In this memoir, Dubus explores	4	3
""	his attachment to violence and his relationship with his famous father.		
""			
14	RAWHIDE DOWN, by Del Quentin Wilber. (Henry Holt, $27.) An account of the	--	1
""	assassination attempt on Ronald Reagan.		
