This	March 26, 2017	Last	Weeks
Week	Fiction	Week	On List
""			
1	DANGEROUS GAMES, by Danielle Steel. (Delacorte.) A television correspondent	--	1
""	investigates damning allegations against the vice president of the United States.		
""			
2	SILENCE FALLEN, by Patricia Briggs. (Ace.) The shape-shifter Mercy Thompson	--	1
""	finds herself in the clutches of the world’s most powerful vampire.		
""			
3	NORSE MYTHOLOGY, by Neil Gaiman. (Norton.) A retelling of Norse folklore.	1	5
""			
4	LINCOLN IN THE BARDO, by George Saunders. (Random House.) Visiting the	2	4
""	grave of his recently deceased young son in 1862, Lincoln encounters a cemetery		
""	full of ghosts.		
""			
5	EXIT WEST, by Mohsin Hamid. (Riverhead.) Lovers in a city overwhelmed with	--	1
""	violence hear about mysterious doors that will carry them into an alien and		
""	uncertain future.		
""			
6	A GENTLEMAN IN MOSCOW, by Amor Towles. (Viking.) A Russian count	9	17
""	undergoes 30 years of house arrest.		
""			
7	HEARTBREAK HOTEL, by Jonathan Kellerman. (Ballantine.) The psychologist	6	4
""	Alex Delaware and the L.A.P.D. Lt. Milo Sturgis investigate a mysterious death.		
""			
8	THE WHISTLER, by John Grisham. (Doubleday.) A whistleblower alerts a Florida	10	20
""	investigator to judicial corruption involving the Mob and Indian casinos.		
""			
9	THE UNDERGROUND RAILROAD, by Colson Whitehead. (Doubleday.) A slave	4	31
""	girl heads toward freedom on the network, envisioned as actual tracks and		
""	tunnels.		
""			
10	A PIECE OF THE WORLD, by Christina Baker Kline. (Morrow/HarperCollins.)	8	3
""	Imagining the life of the central figure of Andrew Wyeth’s iconic painting		
""	“Christina’s World.”		
""			
11	ECHOES IN DEATH, by J. D. Robb. (St. Martin's.) Lt. Eve Dallas of the N.Y.P.D.	5	5
""	investigates a fatal home invasion. By Nora Roberts, writing pseudonymously.		
""			
12	HUMANS, BOW DOWN, by James Patterson and Emily Raymond with Jill	7	3
""	Dembowski. (Little, Brown.) After the Great War, a woman is determined to save		
""	humanity before the victorious robots wipe it out.		
""			
13	SMALL GREAT THINGS, by Jodi Picoult. (Ballantine.) A medical crisis entangles	13	22
""	a black nurse, a white supremacist father and a white lawyer.		
""			
14	THE GIRL BEFORE, by J P Delaney. (Ballantine.) A sadistic architect builds a	15	7
""	modern house that controls its (young, female) inhabitants in this psychological		
""	thriller.		
This	March 26, 2017	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	PORTRAITS OF COURAGE, by George W. Bush. (Crown.) Sixty-six color	1	2
""	paintings and a four-panel mural, accompanied by brief biographies, show		
""	members of the military who have served since 9/11. By the former president.		
""			
2	HILLBILLY ELEGY, by J. D. Vance. (HarperCollins.) A Yale Law School graduate	2	33
""	looks at the struggles of America’s white working class through his own childhood		
""	in the Rust Belt.		
""			
3	KILLING THE RISING SUN, by Bill O'Reilly and Martin Dugard. (Holt.) The host of	3	26
""	“The O’Reilly Factor” recounts the final years of World War II.		
""			
4	DEAR IJEAWELE, by Chimamanda Ngozi Adichie. (Knopf.) A feminist manifesto	--	1
""	in 15 suggestions for empowering a daughter to become a strong, independent		
""	woman.		
""			
5	WHEN BREATH BECOMES AIR, by Paul Kalanithi. (Random House.) A memoir	10	54
""	by a physician who received a diagnosis of Stage IV lung cancer at the age of 36.		
""			
6	THE BOOK OF JOY, by the Dalai Lama and Desmond Tutu with Douglas Abrams.	4	21
""	(Avery.) Two spiritual leaders discuss how to find joy in the face of suffering.		
""			
7	BIG AGENDA, by David Horowitz. (Humanix.) A battle plan for the Trump White	6	5
""	House.		
""			
8	THE MAGNOLIA STORY, by Chip Gaines and Joanna Gaines with Mark	7	21
""	Dagostino. (W Publishing/Thomas Nelson.) The lives of the couple who star in the		
""	HGTV show “Fixer Upper.”		
""			
9	SOUTH AND WEST, by Joan Didion. (Knopf.) Notebook excerpts about a	--	1
""	Southern road trip and Patty Hearst’s trial.		
""			
10	THANK YOU FOR BEING LATE, by Thomas L. Friedman. (Farrar, Straus &	11	16
""	Giroux.) How globalization, climate change and the accelerating pace of		
""	technology are reshaping the world.		
""			
11	THE STRANGER IN THE WOODS, by Michael Finkel. (Knopf.) The story of a	--	1
""	hermit who lived by stealing food in the Maine woods for 27 years until caught in		
""	2013.		
""			
12	HOMO DEUS, by Yuval Noah Harari. (Harper/HarperCollins.) A provocative look	5	3
""	into the future by the author of “Sapiens.”		
""			
13	DODGE CITY, by Tom Clavin. (St. Martin's.) This history of the “wickedest town in	13	2
""	the West,” full of colorful characters, focuses on Wyatt Earp and Bat Masterson.		
""			
14	THIS LIFE I LIVE, by Rory Feek. (W Publishing/Thomas Nelson.) The songwriter	8	4
""	describes his difficult childhood, love for his wife, and her death from cancer in		
