This	December 19, 2004	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE FIVE PEOPLE YOU MEET IN HEAVEN, by Mitch Albom. (Hyperion, $19.95.)	3	63
""	An old man who died while trying to rescue a little girl from danger discovers that		
""	all will be explained to him in the afterlife.		
""			
2	THE DA VINCI CODE, by Dan Brown. (Doubleday, $24.95.) The murder of a	2	90
""	curator at the Louvre leads to a trail of clues found in the work of Leonardo and to		
""	the discovery of a centuries-old secret society.		
""			
3	A SALTY PIECE OF LAND, by Jimmy Buffett. (Little, Brown, $27.95.) A cowboy's	--	1
""	life is changed forever when he meets a 101-year-old woman who hires him to be		
""	a lighthouse keeper in the southern Bahamas.		
""			
4	BLACK WIND, by Clive Cussler and Dirk Cussler. (Putnam, $27.95.) Dirk Pitt and	--	1
""	his children confront a villain who has acquired biotoxins from World War II.		
""			
5	NIGHT FALL, by Nelson DeMille. (Warner, $26.95.) A husband and wife who work	1	2
""	for an antiterrorism task force reopen the investigation into the crash of T.W.A.		
""	Flight 800 over the Atlantic, off Long Island, in 1996.		
""			
6	LONDON BRIDGES, by James Patterson. (Little, Brown, $27.95.) The F.B.I. agent	4	4
""	Alex Cross contends with two deadly enemies: the supercriminal known as the		
""	Wolf and the assassin known as the Weasel.		
""			
7	SKELETON MAN, by Tony Hillerman. (HarperCollins, $25.95.) Sgt. Jim Chee of	7	2
""	the Navajo Tribal Police and his mentor, the retired lieutenant Joe Leaphorn, join		
""	forces on a case involving stolen diamonds and murder.		
""			
8	I AM CHARLOTTE SIMMONS, by Tom Wolfe. (Farrar, Straus & Giroux, $28.95.)	10	4
""	A very smart, very innocent freshman from the Blue Ridge Mountains is amazed		
""	by what she finds at a prestigious university.		
""			
9	WHITEOUT, by Ken Follett. (Dutton, $26.95.) In the middle of a Christmas Eve	9	2
""	blizzard in Scotland, a canister filled with a deadly virus goes missing.		
""			
10	THE CHRISTMAS THIEF, by Mary Higgins Clark and Carol Higgins Clark. (Simon	5	4
""	& Schuster/Scribner, $21.) Hidden treasure lies within the branches of a giant blue		
""	spruce destined for Rockefeller Center.		
""			
11	HOUR GAME, by David Baldacci. (Warner, $26.95.)Two private investigators hunt	8	6
""	for a murderer who duplicates the methods of notorious serial killers.		
""			
12	THE GODFATHER RETURNS, by Mark Winegardner. (Random House, $26.95.)	11	3
""	"Continuing the story begun in Mario Puzo's novel ""The Godfather."""		
""			
13	A REDBIRD CHRISTMAS, by Fannie Flagg. (Random House, $17.95.) After	15	5
""	receiving a grim diagnosis from his doctor, a Chicago resident moves to a small		
""	town and enjoys a magical holiday season.		
This	December 19, 2004	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	AMERICA (THE BOOK), by Jon Stewart, Ben Karlin and David Javerbaum.	1	11
""	"(Warner, $24.95.) ""The Daily Show"" offers a lavishly illustrated parody of a civics"		
""	textbook.		
""			
2	WHEN WILL JESUS BRING THE PORK CHOPS? by George Carlin. (Hyperion,	2	8
""	$23.95.) Another volume of observations and opinions from the stand-up		
""	comedian.		
""			
3	HIS EXCELLENCY, by Joseph J. Ellis. (Knopf, $26.95.) A biography of George	3	6
""	"Washington, by the author of ""Founding Brothers."""		
""			
4	FAITHFUL, by Stewart O'Nan and Stephen King. (Scribner, $26.) Two novelists —	9	2
""	and die-hard Boston Red Sox fans — chronicle the 2004 championship season,		
""	from spring training to the World Series.		
""			
5	FAVRE, by Brett Favre and Bonita Favre with Chris Havel. (N.F.L. Publishing/	8	4
""	RuggedLand, $29.95.) A profusely illustrated book about the quarterback.		
""			
6	CHRONICLES: VOLUME ONE, by Bob Dylan. (Simon & Schuster, $24.)	5	9
""	Recollections and observations from the singer/songwriter.		
""			
7	THE GAMES DO COUNT, by Brian Kilmeade. (ReganBooks/HarperCollins,	13	4
""	$24.95.) Celebrities and politicians discuss how sports changed their lives.		
""			
8	LEARNING TO SING, by Clay Aiken with Allison Glock. (Random House, $21.95.)	4	3
""	"An ""inspirational memoir"" by the ""American Idol"" runner-up in 2003."		
""			
9	EATS, SHOOTS & LEAVES, by Lynne Truss. (Gotham, $17.50.) An	6	35
""	Englishwoman expounds on the use and misuse of punctuation marks.		
""			
10	MY LIFE, by Bill Clinton. (Knopf, $35.) From Hope, Ark., to the White House: the	10	24
""	autobiography of the 42nd president.		
""			
11	HOW TO TALK TO A LIBERAL (IF YOU MUST), by Ann Coulter. (Crown Forum,	7	9
""	$26.95.) A collection of the columnist's writing about what's wrong with liberals.		
""			
12	TUESDAYS WITH MORRIE, by Mitch Albom. (Broadway, $11.95.) The author	--	206
""	tells of his weekly visits to his old college mentor, who was near death's door.		
""			
13	WHAT'S THE MATTER WITH KANSAS? by Thomas Frank. (Metropolitan/Holt,	11	14
""	$24.) An examination of what the author calls the Great Backlash, in which		
""	"conservatives ""won the heart of America."""		
""			
14	WILL IN THE WORLD, by Stephen Greenblatt. (Norton, $26.95.) A Harvard	15	5
""	professor explains how Shakespeare became the greatest of all playwrights.		
""			
15	THE LAST SEASON, by Phil Jackson with Michael Arkush. (Penguin Press,	12	7
