This	December 16, 2007	Last	Weeks
Week	Fiction	Week	On List
""			
1	DOUBLE CROSS, by James Patterson. (Little, Brown, $27.99.) Alex Cross and	1	3
""	his new girlfriend, a police detective, confront a Washington killer who boasts of		
""	his killings on his own Web site, as well as an old adversary.		
""			
2	THE DARKEST EVENING OF THE YEAR, by Dean Koontz. (Bantam, $27.) A	--	1
""	woman who rescues golden retrievers and one special dog she takes in are		
""	shadowed by an evil stranger.		
""			
3	A THOUSAND SPLENDID SUNS, by Khaled Hosseini. (Riverhead, $25.95.) A	6	28
""	friendship between two women in Afghanistan against the backdrop of 30 years of		
""	war.		
""			
4	WORLD WITHOUT END, by Ken Follett. (Dutton, $35.) Love and intrigue in	7	8
""	Kingsbridge, the medieval English cathedral town at the center of Follett’s “Pillars		
""	of the Earth.”		
""			
5	STONE COLD, by David Baldacci. (Grand Central, $26.99.) Members of	4	4
""	Washington’s Camel Club are being targeted to prevent them from uncovering		
""	government secrets.		
""			
6	PLAYING FOR PIZZA, by John Grisham. (Doubleday, $21.95.) An American third-	3	10
""	string quarterback joins the Italian National Football League’s Parma Panthers.		
""			
7	HOME TO HOLLY SPRINGS, by Jan Karon. (Viking, $26.95.) The Mitford	8	5
""	character Father Tim returns to his native town to reconnect with family and		
""	friends.		
""			
8	THE CHOICE, by Nicholas Sparks. (Grand Central, $24.99.) How a North Carolina	2	10
""	man’s choices play out in his life; from the author of “At First Sight.”		
""			
9	THE CHASE, by Clive Cussler. (Putnam, $26.95.) In the early 20th century, a	9	4
""	detective tracks a killer all over the West.		
""			
10	CONFESSOR, by Terry Goodkind. (Tor/Tom Doherty, $29.95.) The 11th and final	5	3
""	novel of the “Sword of Truth” fantasy series.		
""			
11	RHETT BUTLER’S PEOPLE, by Donald McCaig. (St. Martin’s, $27.95.) An	12	4
""	authorized sequel to “Gone With the Wind” updates the character of Rhett Butler		
""	for the modern reader.		
""			
12	PROTECT AND DEFEND, by Vince Flynn. (Atria, $26.95.) An American	11	5
""	counterterrorism operative has to avert catastrophe in nuclear Iran.		
""			
13	BOOK OF THE DEAD, by Patricia Cornwell. (Putnam, $26.95.) The forensic	10	6
""	pathologist Kay Scarpetta opens a private practice in Charleston, S.C.		
""			
14	AMAZING GRACE, by Danielle Steel. (Delacorte, $27.) A San Francisco	13	5
This	December 16, 2007	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	I AM AMERICA (AND SO CAN YOU!), by Stephen Colbert, Richard Dahm, Paul	2	8
""	Dinello, Allison Silverman et al. (Grand Central, $26.99.) The wit and wisdom of		
""	the mock pundit of Comedy Central’s “Colbert Report.”		
""			
2	AN INCONVENIENT BOOK, by Glenn Beck and Kevin Balfe. (Threshold Editions,	1	2
""	$26.) The conservative TV and talk-radio host offers his solutions to problems		
""	including global warming, poverty and political correctness.		
""			
3	BOOM!, by Tom Brokaw. (Random House, $28.95.) The retired news anchor and	3	4
""	author of “The Greatest Generation” recalls and assesses the 1960s.		
""			
4	BORN STANDING UP, by Steve Martin. (Scribner, $25.) Martin, now a writer and	7	2
""	actor, recalls his years as a stand-up comedian, from the early 1960s to 1981.		
""			
5	GOOD DOG. STAY., by Anna Quindlen. (Random House, $14.95.) Life lessons	4	2
""	from a black Lab.		
""			
6	CLAPTON, by Eric Clapton. (Broadway Books, $26.) The great guitarist looks	5	8
""	back on his life and his music.		
""			
7	RESCUING SPRITE, by Mark R. Levin. (Pocket Books, $22.) A family’s love for	6	4
""	an older dog they adopted.		
""			
8	QUIET STRENGTH, by Tony Dungy with Nathan Whitaker. (Tyndale, $26.99.) A	9	21
""	memoir by the first black coach to win a Super Bowl (with the Indianapolis Colts in		
""	2007).		
""			
9	THE AGE OF TURBULENCE, by Alan Greenspan. (Penguin Press, $35.) A	8	11
""	memoir by the longtime chairman of the Federal Reserve Board.		
""			
10	AMERICAN CREATION, by Joseph J. Ellis. (Knopf, $26.95.) This look at the	12	5
""	triumphs and tragedies of the slow-building American Revolution focuses on key		
""	moments and important debates; from the author of “Founding Brothers.”		
""			
11	LONE SURVIVOR, by Marcus Luttrell with Patrick Robinson. (Little, Brown,	10	23
""	$24.99.) The only survivor of a Navy Seal operation in northern Afghanistan		
""	describes the battle, his comrades and his courageous escape.		
""			
12	MUSICOPHILIA, by Oliver Sacks. (Knopf, $26.) The neurologist and author of	11	7
""	“Awakenings” examines the interaction between music and the brain.		
""			
13	DAY OF RECKONING, by Patrick J. Buchanan. (Thomas Dunne/St. Martin’s,	--	1
""	$25.95.) The syndicated columnist and former presidential candidate attacks free		
""	trade, illegal immigration and the idea that America should spread democracy		
""	around the world.		
""			
14	SLASH, by Slash with Anthony Bozza. (HarperEntertainment, $27.95.) The	14	5
