This	December 6, 2015	Last	Weeks
Week	Fiction	Week	On List
""			
1	TRICKY TWENTY-TWO, by Janet Evanovich. (Bantam.) The New Jersey bounty	--	1
""	hunter Stephanie Plum pursues a fraternity member arrested for beating up a college		
""	dean and investigates a murder.		
""			
2	THE GUILTY, by David Baldacci. (Grand Central.) The government hit man Will Robie	--	1
""	investigates murder charges against his estranged father in their Mississippi		
""	hometown.		
""			
3	ROGUE LAWYER, by John Grisham. (Doubleday.) The attorney Sebastian Rudd is a	1	5
""	“lone gunman” who hates injustice and the system and defends unpopular clients.		
""			
4	THE BAZAAR OF BAD DREAMS, by Stephen King. (Scribner.) Twenty stories, some	2	3
""	never before published.		
""			
5	SEE ME, by Nicholas Sparks. (Grand Central.) A couple in love are threatened by	5	6
""	secrets from the past.		
""			
6	THE CROSSING, by Michael Connelly. (Little, Brown.) The retired detective Harry	3	3
""	Bosch reluctantly agrees to help his half brother, a defense attorney.		
""			
7	ALL DRESSED IN WHITE, by Mary Higgins Clark and Alafair Burke. (Simon &	--	1
""	Schuster.) A TV producer investigates a bride’s disappearance for her show, “Under		
""	Suspicion.”		
""			
8	THE PHARAOH'S SECRET, by Clive Cussler and Graham Brown. (Putnam.) Kurt	--	1
""	Austin and Joe Zavala must save the NUMA crew from a mysterious toxin deployed		
""	by a villain who wants to build a new Egyptian empire.		
""			
9	THE MISTLETOE INN, by Richard Paul Evans. (Simon & Schuster.) An aspiring	--	1
""	romance writer with a broken heart meets a complicated man at a Christmas writers’		
""	retreat.		
""			
10	THE MAGIC STRINGS OF FRANKIE PRESTO, by Mitch Albom. (Harper.) A mystical	4	2
""	tale of a guitar genius’s journey through 20th-century music.		
""			
11	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	8	81
""	blind French girl and a gadget-obsessed German boy before and during World War II.		
""			
12	RULES FOR A KNIGHT, by Ethan Hawke. (Knopf.) Letters from the actor’s imagined	--	1
""	medieval ancestor instruct his children on ethical behavior.		
""			
13	THE GIRL ON THE TRAIN, by Paula Hawkins. (Riverhead.) A psychological thriller	11	45
""	set in the environs of London.		
""			
14	CRIMSON SHORE, by Douglas Preston and Lincoln Child. (Grand Central.) In the	6	2
""	15th thriller featuring the F.B.I. agent Aloysius Pendergast, a crime in a quaint		
""	Massachusetts town may be connected to rumors of a colony of witches who settled		
""	there after the Salem trials.		
This	December 6, 2015	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	KILLING REAGAN, by Bill O'Reilly and Martin Dugard. (Holt.) The host of “The	3	9
""	O’Reilly Factor” recounts the events surrounding the attempted assassination of		
""	President Reagan in 1981.		
""			
2	THOMAS JEFFERSON AND THE TRIPOLI PIRATES, by Brian Kilmeade and	2	3
""	Don Yaeger. (Sentinel.) The war against the Barbary pirates in 1801.		
""			
3	DESTINY AND POWER, by Jon Meacham. (Random House.) A biography of	1	2
""	George H.W. Bush.		
""			
4	TROUBLEMAKER, by Leah Remini and Rebecca Paley. (Ballantine.) The actress	4	3
""	describes her life in Scientology and the aftermath of her break with the church in		
""	2013.		
""			
5	BETWEEN THE WORLD AND ME, by Ta-Nehisi Coates. (Spiegel & Grau.) A	8	19
""	meditation on race in America as well as a personal story by the Atlantic's national		
""	correspondent.		
""			
6	THE WITCHES, by Stacy Schiff. (Little, Brown.) An account of the Salem witch	5	4
""	trials of 1692.		
""			
7	M TRAIN, by Patti Smith. (Knopf.) A meditation on art, loss and the past by the	15	6
""	singer-songwriter, the author of the National Book Award-winning “Just Kids.”		
""			
8	LIGHTS OUT, by Ted Koppel. (Crown.) The journalist warns that we are	12	4
""	unprepared for a cyberattack on the nation’s power grids could paralyze our		
""	infrastructure.		
""			
9	HUMANS OF NEW YORK STORIES, by Brandon Stanton. (St. Martin's.)	16	6
""	Photographs and interviews from the creator of the blog and the book “Humans of		
""	New York.”		
""			
10	NOTORIOUS RBG, by Irin Carmon and Shana Knizhnik. (Dey Street.) A	--	3
""	celebration of the life and career of Supreme Court Justice Ruth Bader Ginsburg		
""			
11	BINGE, by Tyler Oakley. (Gallery Books.) Personal essays from the L.G.B.T.Q.	10	5
""	YouTube personality.		
""			
12	CRIPPLED AMERICA, by Donald J. Trump. (Threshold Editions.) The real estate	6	3
""	developer and candidate for the Republican presidential nomination shares his		
""	ideas for making America great again.		
""			
13	GOVERNMENT ZERO, by Michael Savage. (Center Street.) The radio host warns	--	3
""	Americans against Islamists and the Obama administration.		
""			
14	MY LIFE ON THE ROAD, by Gloria Steinem. (Random House.) A memoir by the	7	4
""	feminist writer and activist is also a history of the movement.		
