This	October 10, 2004	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE DARK TOWER, by Stephen King. (Donald M. Grant/Scribner, $35.) Volume 7	--	1
""	"of ""The Dark Tower,"" a series about time travel and a heroic quest."		
""			
2	TRACE, by Patricia Cornwell. (Putnam, $26.95.) The inept man who replaced Dr.	1	3
""	Kay Scarpetta as chief medical examiner of Virginia asks for her help in		
""	investigating the unexplained death of a 14-year-old girl.		
""			
3	THE DA VINCI CODE, by Dan Brown. (Doubleday, $24.95.) The murder of a	2	80
""	curator at the Louvre leads to a trail of clues found in the work of Leonardo and to		
""	the discovery of a centuries-old secret society.		
""			
4	NIGHTS OF RAIN AND STARS, by Maeve Binchy. (Dutton, $25.95.) Life on a	--	1
""	small Greek island is changed forever after tragedy strikes.		
""			
5	JONATHAN STRANGE & MR. NORRELL, by Susanna Clarke. (Bloomsbury,	4	4
""	$27.95.) A literary fantasy involving a Yorkshire magician and the Napoleonic		
""	Wars.		
""			
6	ARE YOU AFRAID OF THE DARK? by Sidney Sheldon. (Morrow, $25.95.) Two	3	2
""	women are caught in a web of mysterious deaths and disappearances that are		
""	linked to the world's largest think tank.		
""			
7	THE FIVE PEOPLE YOU MEET IN HEAVEN, by Mitch Albom. (Hyperion, $19.95.)	5	53
""	An old man who died while trying to rescue a little girl from danger discovers that		
""	all will be explained to him in the afterlife.		
""			
8	ANGELS & DEMONS, by Dan Brown. (Atria, $17.95.) A Harvard scholar tries to	6	39
""	save the Vatican from the machinations of an underground society.		
""			
9	THE SYSTEM OF THE WORLD, by Neal Stephenson. (Morrow, $27.95.) Volume	--	1
""	"3 of ""The Baroque Cycle,"" a tale of late-17th-century and early-18th-century"		
""	history, science and philosophy, featuring Jack Shaftoe.		
""			
10	THE RULE OF FOUR, by Ian Caldwell and Dustin Thomason. (Dial, $24.) Two	8	20
""	Princeton students who are trying to unravel the mysteries of a Renaissance text		
""	become ensnared in murderous intrigue.		
""			
11	"BLIND ALLEY, by Iris Johansen. (Bantam, $25.) Eve Duncan, ""probably the best"	11	2
""	"forensic sculptor in the world,"" battles a serial killer."		
""			
12	LITTLE EARTHQUAKES, by Jennifer Weiner. (Atria, $26.) Love, marriage and,	7	2
""	especially, motherhood as seen through the lives of women in Philadelphia.		
""			
13	THE PLOT AGAINST AMERICA, by Philip Roth. (Houghton Mifflin, $26.) The	--	1
""	experiences of a Jewish family in Newark after Charles A. Lindbergh defeats		
""	Franklin D. Roosevelt in the 1940 presidential election.		
This	October 10, 2004	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	AMERICA (THE BOOK), by Jon Stewart, Ben Karlin and David Javerbaum.	--	1
""	"(Warner, $24.95.) ""The Daily Show"" offers a lavishly illustrated parody of a civics"		
""	textbook.		
""			
2	THE FAMILY, by Kitty Kelley. (Doubleday, $29.95.) The author of biographies of	1	2
""	"Frank Sinatra and Nancy Reagan tells ""the real story of the Bush dynasty."""		
""			
3	UNFIT FOR COMMAND, by John E. O'Neill and Jerome R. Corsi. (Regnery,	2	7
""	$27.95.) A negative appraisal of John Kerry's conduct in Vietnam.		
""			
4	BETWEEN A ROCK AND A HARD PLACE, by Aron Ralston. (Atria, $26.) A	3	3
""	mountaineer describes a nightmarish experience in Utah and the extreme		
""	measure he took in order to save his life.		
""			
5	AMERICAN SOLDIER, by Tommy Franks with Malcolm McConnell.	4	8
""	(ReganBooks/HarperCollins, $27.95.) A memoir by the former head of the United		
""	States Central Command.		
""			
6	IN THE SHADOW OF NO TOWERS, by Art Spiegelman. (Pantheon, $19.95.) A	10	3
""	graphic memoir about the attack on the World Trade Center.		
""			
7	EATS, SHOOTS & LEAVES, by Lynne Truss. (Gotham, $17.50.) An	7	25
""	Englishwoman expounds on the use and misuse of punctuation marks.		
""			
8	CHAIN OF COMMAND, by Seymour M. Hersh. (HarperCollins, $25.95.) From	5	2
""	9/11 to Abu Ghraib: the investigative reporter tracks President Bush's war on		
""	terror.		
""			
9	CONFESSIONS OF AN HEIRESS, by Paris Hilton with Merle Ginsberg.	6	3
""	"(Fireside/Simon & Schuster, $22.) The celebrity jet-setter and star of ""The Simple"		
""	"Life"" tells what it's like to be young, rich and beautiful."		
""			
10	MY LIFE, by Bill Clinton. (Knopf, $35.) From Hope, Ark., to the White House: the	8	14
""	autobiography of the 42nd president.		
""			
11	DEMOCRACY MATTERS, by Cornel West. (Penguin Press, $24.95.) The author	--	1
""	"of ""Race Matters"" looks at ""the rise of an ugly imperialism"" in the wake of 9/11."		
""			
12	BUSHWORLD, by Maureen Dowd. (Putnam, $25.95.) A journalist's assessment of	9	8
""	President Bush, based on her columns and articles in The New York Times.		
""			
13	HOW TO MAKE LOVE LIKE A PORN STAR, by Jenna Jameson with Neil	12	6
""	Strauss. (ReganBooks/HarperCollins, $27.95.) A leading lady of adult movies		
""	describes her unusual life and work.		
""			
14	PATRIOT REIGN, by Michael Holley. (Morrow, $23.95.) Behind the scenes with	--	1
""	Bill Belichick and his New England Patriot coaching staff.		
