This	November 30, 2003	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE DA VINCI CODE, by Dan Brown. (Doubleday, $24.95.) The murder of a	1	35
""	curator at the Louvre leads to a trail of clues found in the work of Leonardo and to		
""	the discovery of a centuries-old secret society.		
""			
2	THE FIVE PEOPLE YOU MEET IN HEAVEN, by Mitch Albom. (Hyperion, $19.95.)	3	8
""	An old man who died while trying to rescue a little girl from danger discovers that		
""	all will be explained to him in the afterlife.		
""			
3	THE DARK TOWER: Volumes 1-5, by Stephen King. (Viking and Donald M.	2	2
""	Grant/Scribner, various prices.) The tale of a mysterious gunslinger, Roland		
""	Deschain, and his quest for the nexus of all space and time.		
""			
4	SHEPHERDS ABIDING, by Jan Karon. (Viking, $24.95.) Father Tim tries to	6	4
""	"spruce up a nativity scene that has been neglected; a ""Mitford Years"" novel."		
""			
5	SAFE HARBOUR, by Danielle Steel. (Delacorte, $26.95.) A troubled artist and a	5	2
""	grief-stricken woman are brought together by her 11-year-old daughter.		
""			
6	BLOW FLY, by Patricia Cornwell. (Putnam, $26.95.) No longer the chief medical	4	5
""	examiner of Virginia, Kay Scarpetta tries to unravel a conspiracy involving the		
""	Wolfman, a killer she helped put away years earlier.		
""			
7	THE HANGED MAN'S SONG, by John Sandford. (Putnam, $25.95.) A computer	--	1
""	genius named Kidd investigates the murder of a hacker friend.		
""			
8	"BLOOD CANTICLE, by Anne Rice. (Knopf, $25.95.) Continuing ""The Vampire"	7	3
""	"Chronicles"": longing for goodness and love, the formerly evil Lestat struggles with"		
""	his vampirism.		
""			
9	BLEACHERS, by John Grisham. (Doubleday, $19.95.) A former star quarterback	8	10
""	returns to his Southern hometown after he learns that his high school coach, a		
""	local legend, has a terminal illness.		
""			
10	SPLIT SECOND, by David Baldacci. (Warner, $26.95.) Two discredited Secret	12	7
""	Service agents become embroiled in political intrigue and murder cases.		
""			
11	THE WEDDING, by Nicholas Sparks. (Warner, $23.95.) A man tries to regain his	14	10
""	"wife's love; a sequel to ""The Notebook."""		
""			
12	LOVE, by Toni Morrison. (Knopf, $23.95.) The widow and the granddaughter of a	11	3
""	long-dead hotel owner fight over his legacy.		
""			
13	THE NEW JEDI ORDER: THE UNIFYING FORCE, by James Luceno. (Lucas/Del	10	2
""	"Rey/Ballantine, $26.95.) A new ""Star Wars"" novel."		
""			
14	SKIPPING CHRISTMAS, by John Grisham. (Doubleday, $14.95.) A husband and	--	29
""	wife discover that their decision to forgo Christmas comes with consequences.		
This	November 30, 2003	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	I AM A SOLDIER, TOO: The Jessica Lynch Story, by Rick Bragg. (Knopf, $23.95.)	--	1
""	The former P.O.W. recalls her capture, imprisonment and rescue, as well as		
""	childhood experiences in West Virginia.		
""			
2	A ROYAL DUTY, by Paul Burrell. (Putnam, $25.95.) A memoir by the man who	2	4
""	served as butler to Diana, Princess of Wales.		
""			
3	WHO'S LOOKING OUT FOR YOU? by Bill O'Reilly. (Broadway, $24.95.) The host	5	8
""	"of ""The O'Reilly Factor"" attacks those individuals and institutions that he believes"		
""	have let down the American people.		
""			
4	DUDE, WHERE'S MY COUNTRY? by Michael Moore. (Warner, $24.95.) The	1	6
""	"author of ""Stupid White Men"" calls for ""regime change"" in Washington."		
""			
5	LIES (AND THE LYING LIARS WHO TELL THEM), by Al Franken. (Dutton,	3	13
""	$24.95.) A satirical critique of the rhetoric of right-wing pundits and politicians.		
""			
6	A NATIONAL PARTY NO MORE, by Zell Miller. (Stroud & Hall, $26.) The senior	4	2
""	senator from Georgia assails positions taken by his fellow Democrats.		
""			
7	FLYBOYS, by James Bradley. (Little, Brown, $25.95.) An account of eight	7	7
""	American airmen who were shot down and captured by the Japanese in World		
""	"War II; by the author of ""Flags of Our Fathers."""		
""			
8	THE STONE COLD TRUTH, by Stone Cold Steve Austin with Jim (J. R.) Ross as	9	3
""	told to Dennis A. Brent. (World Wrestling Entertainment/Pocket Books, $26.) The		
""	autobiography of a professional wrestler.		
""			
9	BRINGING ELIZABETH HOME, by Ed Smart and Lois Smart with Laura Morton.	8	3
""	(Doubleday, $22.95.) The story, told by her parents, of the Utah teenager who was		
""	abducted last year.		
""			
10	THE FUNNY THING IS . . . , by Ellen DeGeneres. (Simon & Schuster, $23.) A	12	3
""	collection of humor pieces by the stand-up comic and talk show host.		
""			
11	FRANKLIN AND WINSTON, by Jon Meacham. (Random House, $29.95.) An	--	1
""	account of the friendship between Franklin D. Roosevelt and Winston Churchill, by		
""	the managing editor of Newsweek.		
""			
12	REFLECTIONS, by Barbara Bush. (Lisa Drew/Scribner, $28.) The former first lady	10	4
""	meditates on the life she has led since moving out of the White House.		
""			
13	EVERY SECOND COUNTS, by Lance Armstrong with Sally Jenkins. (Broadway,	11	6
""	$24.95.) The second memoir by the five-time winner of the Tour de France.		
""			
14	BUSHWHACKED, by Molly Ivins and Lou Dubose. (Random House, $24.95.) Two	6	8
""	Texas journalists offer up an indictment of the Bush administration.		
