This	October 2, 2005	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE DA VINCI CODE, by Dan Brown. (Doubleday, $24.95.) The murder of a	2	131
""	curator at the Louvre leads to a trail of clues found in the work of Leonardo and to		
""	the discovery of a centuries-old secret society.		
""			
2	THE HISTORIAN, by Elizabeth Kostova. (Little, Brown, $25.95.) A young woman's	3	14
""	quest to learn the truth about her father's life and her mother's death involves		
""	research into Vlad the Impaler and Dracula.		
""			
3	POLAR SHIFT, by Clive Cussler with Paul Kemprecos. (Putnam, $26.95.) Kurt	1	3
""	Austin must contend with the leader of an antiglobalization group who possesses		
""	technology that has the potential to destroy all of humanity.		
""			
4	THUD! by Terry Pratchett. (HarperCollins, $24.95.) As the anniversary of the battle	--	1
""	of Koom Valley approaches, tensions between trolls and dwarfs mount. Part of the		
""	Discworld series.		
""			
5	POINT BLANK, by Catherine Coulter. (Putnam, $25.95.) Dillon Savich and Lacey	4	4
""	Sherlock — F.B.I. agents as well as husband and wife — pursue a violent couple.		
""			
6	THE WIDOW OF THE SOUTH, by Robert Hicks. (Warner, $24.95.) After the	8	3
""	Battle of Franklin in 1864, a Tennessee woman turns over her plantation to		
""	Confederate troops for use as a hospital — and also as a cemetery.		
""			
7	ON BEAUTY, by Zadie Smith. (Penguin Press, $25.95.) Personal and cultural	--	1
""	battles between two academic families.		
""			
8	CHILL FACTOR, by Sandra Brown. (Simon & Schuster, $25.95.) A successful	7	5
""	magazine editor is trapped in her remote cabin with a man believed to be a serial		
""	killer.		
""			
9	SLOW BURN, by Julie Garwood. (Ballantine, $25.95.) Terrible mishaps befall a	9	3
""	successful businesswoman in Charleston, S.C.		
""			
10	LIPSTICK JUNGLE, by Candace Bushnell. (Hyperion, $24.95.) Three women	6	2
""	struggle to balance their high-powered jobs and their messy home lives.		
""			
11	HIGH DRUID OF SHANNARA: STRAKEN, by Terry Brooks. (Del Rey/Ballantine,	5	2
""	$26.95.) Accompanied by a dwarf and an elven princess, Pen Ohmsford must		
""	save his aunt from exile; the final volume of a fantasy trilogy.		
""			
12	SHALIMAR THE CLOWN, by Salman Rushdie. (Random House, $25.95.) A	--	1
""	former American ambassador to India is murdered by his Kashmiri Muslim driver.		
""			
13	WITHOUT MERCY, by Jack Higgins. (Putnam, $25.95.) An American intelligence	10	4
""	agent and his British counterpart swear vengeance against an international terror		
""	ring that has killed one of their number.		
""			
14	LIFEGUARD, by James Patterson and Andrew Gross. (Little, Brown, $26.95.)	11	10
This	October 2, 2005	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE WORLD IS FLAT, by Thomas L. Friedman. (Farrar, Straus & Giroux, $27.50.)	1	24
""	A columnist for The New York Times analyzes 21st-century economics and		
""	foreign policy and presents an overview of globalization trends.		
""			
2	1776, by David McCullough. (Simon & Schuster, $32.) An account of America's	2	17
""	founding year by the Pulitzer Prize-winning author, focusing on the inexperienced		
""	George Washington and heroic citizen soldiers.		
""			
3	FREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner. (Morrow, $25.95.)	3	23
""	A maverick scholar applies economic thinking to everything from sumo wrestlers		
""	who cheat to legalized abortion and the falling crime rate.		
""			
4	"BLINK, by Malcolm Gladwell. (Little, Brown, $25.95.) The author of ""The Tipping"	4	36
""	"Point"" explores the importance of hunch and instinct to the workings of the mind."		
""			
5	A MAN WITHOUT A COUNTRY, by Kurt Vonnegut. (Seven Stories, $23.95.)	--	1
""	"Autobiographical essays and observations from the author of ""Slaughterhouse-"		
""	"Five."""		
""			
6	100 PEOPLE WHO ARE SCREWING UP AMERICA, by Bernard Goldberg.	5	11
""	"(HarperCollins, $25.95.) The author of ""Bias"" takes aim at ""Hollywood blowhards,"""		
""	"""America bashers,"" rappers and others."		
""			
7	"NEW RULES, by Bill Maher. (Rodale, $24.95.) The comedian and host of ""Real"	6	8
""	"Time With Bill Maher"" takes on everyone from President Bush to Bob Dylan."		
""			
8	THE FAIRTAX BOOK, by Neal Boortz and John Linder. (ReganBooks/	7	7
""	HarperCollins, $24.95.) A radio talk show host and a United States congressman		
""	call for the abolishment of the federal income tax and the I.R.S.		
""			
9	BAIT AND SWITCH, by Barbara Ehrenreich. (Metropolitan/Holt, $24.) The author	8	2
""	"of ""Nickel and Dimed"" explores the world of white-collar job hunting."		
""			
10	THE TENDER BAR, by J. R. Moehringer. (Hyperion, $23.95.) A coming-of-age	13	2
""	memoir of a fatherless boy for whom the regulars at a Long Island saloon become		
""	a substitute family.		
""			
11	WHERE GOD WAS BORN, by Bruce Feiler. (Morrow, $26.95.) The author of	--	1
""	"""Walking the Bible"" travels 10,000 miles through the heart of the Middle East."		
""			
12	THE SHAME OF THE NATION, by Jonathan Kozol. (Crown, $25.) A look at the	--	1
""	steady, insidious resegregation of America's schools.		
""			
13	CONFESSIONS OF A VIDEO VIXEN, by Karrine Steffans.	11	12
""	(Amistad/HarperCollins, $24.95.) A tell-all memoir by a dancer and actress who		
""	has appeared in many hip-hop videos.		
""			
14	ON BULL----, by Harry G. Frankfurt. (Princeton University, $9.95.) A philosopher	9	27
