This	March 15, 2015	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE GIRL ON THE TRAIN, by Paula Hawkins. (Riverhead.) A psychological	1	7
""	thriller set in London.		
""			
2	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	2	43
""	blind French girl and a gadget-obsessed German boy before and during World		
""	War II.		
""			
3	MIGHTIER THAN THE SWORD, by Jeffrey Archer. (St. Martin's.) In the fifth	--	1
""	volume of the Clifton Chronicles, Harry Clifton becomes president of English PEN		
""	and works to free a Soviet writer.		
""			
4	PRODIGAL SON, by Danielle Steel. (Delacorte.) Twins, one good and one bad,	--	1
""	reunite after 20 years when one of them returns to their hometown. But it is no		
""	longer clear who the good and who the bad one is.		
""			
5	A SPOOL OF BLUE THREAD, by Anne Tyler. (Knopf.) Four generations of a	3	3
""	family are drawn to a house in the Baltimore suburbs.		
""			
6	THE NIGHTINGALE, by Kristin Hannah. (St. Martin's.) Two sisters in World War II	4	4
""	France: one struggling to survive in the countryside, the other joining the		
""	Resistance in Paris.		
""			
7	THE WHITES, by Richard Price writing as Harry Brandt. (Holt.) A slashing in Penn	5	2
""	Station draws a Manhattan detective back into a case from the past that haunts		
""	him.		
""			
8	GRAY MOUNTAIN, by John Grisham. (Doubleday.) In a small Virginia town, a	12	19
""	downsized Wall Street lawyer becomes involved in litigation against the mining		
""	industry.		
""			
9	TRIGGER WARNING, by Neil Gaiman. (Morrow/HarperCollins.) Stories and	9	4
""	poems about the power of imagination.		
""			
10	OBSESSION IN DEATH, by J. D. Robb. (Putnam.) A murderer is obsessed with	6	3
""	Lt. Eve Dallas; by Nora Roberts, writing pseudonymously.		
""			
11	PRIVATE VEGAS, by James Patterson and Maxine Paetro. (Little, Brown.) Jack	10	5
""	Morgan, the head of an investigative firm, uncovers a murder ring in Las Vegas.		
""			
12	THE ACCIDENTAL EMPRESS, by Allison Pataki. (Howard Books.) The Austro-	7	2
""	Hungarian emperor Franz Joseph’s spirited young wife navigates the treacherous		
""	imperial court.		
""			
13	DOUBLE FUDGE BROWNIE MURDER, by Joanne Fluke. (Kensington.) In Lake	--	1
""	Eden, Minn., the baker Hannah Swensen becomes a suspect in the murder of a		
""	judge; recipes included.		
This	March 15, 2015	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	BEING MORTAL, by Atul Gawande. (Metropolitan/Holt.) The surgeon and New	1	21
""	Yorker writer considers how doctors fail patients at the end of life, and offers		
""	suggestions for how they can do better; the subject of a PBS documentary.		
""			
2	GIRL IN A BAND, by Kim Gordon. (Dey Street/Morrow.) A memoir by a founding	--	1
""	member of Sonic Youth.		
""			
3	FUTURE CRIMES, by Marc Goodman. (Doubleday.) The world of cybercrime and	--	1
""	corporate spying, and advice on protecting yourself.		
""			
4	KILLING PATTON, by Bill O'Reilly and Martin Dugard. (Holt.) The host of “The	3	23
""	O’Reilly Factor” recounts the death of Gen. George S. Patton in December 1945.		
""			
5	H IS FOR HAWK, by Helen Macdonald. (Grove.) Overwhelmed by her father’s	8	2
""	death, a British woman decides to raise a goshawk, a bird that is fierce and		
""	notoriously difficult to tame.		
""			
6	YES PLEASE, by Amy Poehler. (Dey Street/Morrow.) A humorous miscellany from	4	18
""	the comedian and actress.		
""			
7	BELIEVER, by David Axelrod. (Penguin Press.) A memoir by the political	2	3
""	consultant who became Barack Obama’s campaign strategist and White House		
""	adviser.		
""			
8	WHAT IF?, by Randall Munroe. (Houghton Mifflin Harcourt.) Scientific (but often	5	26
""	humorous) answers to hypothetical questions, based in part on the author’s		
""	website, xkcd.com.		
""			
9	SPRING CHICKEN, by Bill Gifford. (Grand Central.) A review of the science of —	--	1
""	and myths about — aging, and advice on how to live longer.		
""			
10	RED NOTICE, by Bill Browder. (Simon & Schuster.) A successful American hedge	6	4
""	fund manager in Russia was expelled by kleptocrats who then seized his property.		
""			
11	I AM MALALA, by Malala Yousafzai with Christina Lamb. (Little, Brown.) The	9	48
""	experience of the young Pakistani advocate for women’s education who was shot		
""	by the Taliban and later won the Nobel Peace Prize.		
""			
12	LEAVING BEFORE THE RAINS COME, by Alexandra Fuller. (Penguin Press.) A	7	6
""	memoir of a marriage’s collapse, by the author of “Don’t Let’s Go to the Dogs		
""	"Tonight” and ""Cocktail Hour Under the Tree of Forgetfulness."""		
""			
13	IT'S WHAT I DO, by Lynsey Addario. (Penguin Press.) A photojournalist who	11	2
""	shared a Pulitzer for her work describes her experience covering wars.		
""			
14	SAPIENS, by Yuval Noah Harari. (Harper.) How Homo sapiens became Earth’s	15	3
""	dominant species.		
