This	June 1, 2014	Last	Weeks
Week	Fiction	Week	On List
""			
1	UNLUCKY 13, by James Patterson and Maxine Paetro. (Little, Brown.) Detective	1	2
""	Lindsay Boxer and the Women’s Murder Club track a killer who was presumed		
""	dead.		
""			
2	THE GOLDFINCH, by Donna Tartt. (Little, Brown.)  A painting smuggled out of the	5	30
""	Metropolitan Museum of Art after a bombing becomes a boy’s prize, guilt and		
""	burden.		
""			
3	FIELD OF PREY, by John Sandford. (Putnam.) Lucas Davenport investigates when	2	2
""	multiple bodies are found in the middle of the Minnesota cornfields.		
""			
4	THE TARGET, by David Baldacci. (Grand Central.) The government hit man Will	4	4
""	Robie faces a new adversary.		
""			
5	NATCHEZ BURNING, by Greg Iles. (Morrow/HarperCollins.) Penn Cage, a former	6	3
""	prosecutor in Natchez, Miss., aids his father, a doctor who has been accused of		
""	murder.		
""			
6	ANY OTHER NAME, by Craig Johnson. (Viking.) Sheriff Walt Longmire explores a	--	1
""	detective’s mysterious death. The 11th book in the Longmire series, the basis of the		
""	A&E show.		
""			
7	THE SON, by Jo Nesbo. (Knopf.) A drug-addicted prisoner learns a secret about his	--	1
""	father, a corrupt cop who committed suicide, that inspires him to escape.		
""			
8	THE SKIN COLLECTOR, by Jeffery Deaver. (Grand Central.) The forensic detective	--	1
""	Lincoln Rhyme hunts for a killer who tattoos messages on his victims’ flesh.		
""			
9	WALKING ON WATER, by Richard Paul Evans. (Simon & Schuster.) In the fifth and	3	2
""	final book of the “Walk” series, Alan reaches Key West.		
""			
10	THE KILL SWITCH, by James Rollins and Grant Blackwood.	--	1
""	(Morrow/HarperCollins.) In the first book of a new series, Capt. Tucker Wayne and		
""	his military dog, Kane, investigate a deadly biological threat.		
""			
11	THE KRAKEN PROJECT, by Douglas Preston. (Forge.) The former C.I.A. agent	--	1
""	Wyman Ford must stop Dorothy, a powerful artificial intelligence that has gone		
""	rogue.		
""			
12	THE INVENTION OF WINGS, by Sue Monk Kidd. (Viking.) The relationship between	9	19
""	a wealthy Charleston girl, Sarah Grimké, who will grow up to become a prominent		
""	abolitionist, and the slave she is given for her 11th birthday.		
""			
13	THE LAST KIND WORDS SALOON, by Larry McMurtry. (Liveright.) The friendship	15	2
""	of Wyatt Earp and Doc Holliday illuminates the closing of the American frontier.		
""			
14	CHESTNUT STREET, by Maeve Binchy. (Knopf.) Binchy, who died in 2012, depicts	8	4
This	June 1, 2014	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	CAPITAL IN THE TWENTY-FIRST CENTURY, by Thomas Piketty.	1	6
""	(Belknap/Harvard University.) A French economist’s analysis of centuries of		
""	economic history predicts worsening inequality and proposes solutions.		
""			
2	THINK LIKE A FREAK, by Steven D. Levitt and Stephen J. Dubner.	--	1
""	(Morrow/HarperCollins.) How to solve problems creatively, from the authors of		
""	“Freakonomics.”		
""			
3	FINDING ME, by Michelle Knight with Michelle Burford. (Weinstein.) The story of a	2	2
""	woman kidnapped in Cleveland in 2002, then tortured, who escaped in 2013.		
""			
4	STRESS TEST, by Timothy F. Geithner. (Crown.) The former secretary of the	--	1
""	Treasury explains the choices he and others made during the financial crisis.		
""			
5	NO PLACE TO HIDE, by Glenn Greenwald. (Metropolitan/Holt.) The journalist,	--	1
""	part of the Guardian team that won a 2014 Pulitzer Prize, presents new material		
""	about N.S.A. surveillance and describes his work with Edward Snowden.		
""			
6	WHERE DOES IT HURT?, by Jonathan Bush with Stephen Baker.	--	1
""	(Portfolio/Penguin.) The C.E.O. of a health technology company calls for new		
""	business models in the health care industry.		
""			
7	THE CLOSER, by Mariano Rivera with Wayne Coffey. (Little, Brown.) A memoir	3	2
""	by the great Yankees pitcher.		
""			
8	EVERYBODY'S GOT SOMETHING, by Robin Roberts with Veronica Chambers.	4	4
""	(Grand Central.) A memoir by the “Good Morning America” anchor.		
""			
9	FLASH BOYS, by Michael Lewis. (Norton.) The world of high-frequency computer-	7	7
""	driven trading.		
""			
10	A FIGHTING CHANCE, by Elizabeth Warren. (Metropolitan/Holt.) The	5	4
""	Massachusetts senator describes her life, scholarship and battle for a consumer		
""	protection agency.		
""			
11	JAMES MADISON, by Lynne Cheney. (Viking.) A biography of the fourth president	9	2
""	and advocate for the Constitution.		
""			
12	PRESIDENT ME, by Adam Carolla. (It Books.) Humorous political observations	--	1
""	from the radio and television host, based on his popular podcast.		
""			
13	GOOD CALL, by Jase Robertson with Mark Schlabach. (Howard Books.)	6	2
""	Anecdotes from the second-oldest son of the Robertson family from the A&E show		
""	“Duck Dynasty.”		
""			
14	UNBROKEN, by Laura Hillenbrand. (Random House.) An Olympic runner’s story	14	169
""	of survival as a prisoner of the Japanese in World War II.		
