This	January 29, 2017	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE MISTRESS, by Danielle Steel. (Delacorte.) The beautiful mistress of a	1	2
""	Russian oligarch falls in love with an artist and yearns for freedom.		
""			
2	THE WHISTLER, by John Grisham. (Doubleday.) A whistleblower alerts a Florida	4	12
""	investigator to judicial corruption involving the Mob and Indian casinos.		
""			
3	THE UNDERGROUND RAILROAD, by Colson Whitehead. (Doubleday,) A slave	5	23
""	girl heads toward freedom on the network, envisioned as actual tracks and		
""	tunnels.		
""			
4	TWO BY TWO, by Nicholas Sparks. (Grand Central.) A man who became a single	2	15
""	father when his marriage and business collapsed learns to take a chance on a		
""	new love.		
""			
5	CROSS THE LINE, by James Patterson. (Little, Brown.) Detective Alex Cross and	6	8
""	his wife, Bree, team up to catch a killer causing chaos in Washington, D.C.		
""			
6	BELOW THE BELT, by Stuart Woods. (Putnam.) The New York lawyer Stone	3	2
""	Barrington faces danger when he finds himself in possession of a retired C.I.A.		
""	agent’s explosive memoir.		
""			
7	SMALL GREAT THINGS, by Jodi Picoult. (Ballantine.) A medical crisis entangles	8	14
""	a black nurse, a white supremacist father and a white lawyer.		
""			
8	THE CHEMIST, by Stephenie Meyer. (Little, Brown.) A specialist in chemically	9	10
""	controlled torture, on the run from her former employers, takes on one last job.		
""			
9	NO MAN'S LAND, by David Baldacci. (Grand Central.) John Puller, a special	7	9
""	agent with the Army, searches for the truth about his mother, who disappeared 30		
""	years ago.		
""			
10	THE GUESTS ON SOUTH BATTERY, by Karen White. (Berkley.) Spirits invade	--	1
""	the life of a Charleston realtor.		
""			
11	TOM CLANCY: TRUE FAITH AND ALLEGIANCE, by Mark Greaney. (Putnam.)	10	6
""	Jack Ryan Jr., working for a secret organization, seeks to prevent complicated		
""	terrorist strikes set in motion by a hacker. Clancy died in 2013.		
""			
12	THE SLEEPWALKER, by Chris Bohjalian. (Doubleday.) The daughters of a	--	1
""	Vermont woman who disappeared from her home in the middle of the night try to		
""	understand what happened.		
""			
13	RING OF FIRE, by Brad Taylor. (Dutton.) Pike Logan, a member of a secret	--	1
""	counterterrorist unit called the Taskforce, investigates a Saudi-backed Moroccan		
""	terrorist cell.		
""			
14	COMMONWEALTH, by Ann Patchett. (Harper.) Five decades in the lives of two	14	14
This	January 29, 2017	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	HILLBILLY ELEGY, by J. D. Vance. (HarperCollins.) A Yale Law School graduate	1	25
""	looks at the struggles of America’s white working class through his own childhood in		
""	the Rust Belt.		
""			
2	THREE DAYS IN JANUARY, by Bret Baier with Catherine Whitney.	--	1
""	(Morrow/HarperCollins.) Eisenhower’s farewell address and his role in the Kennedy		
""	transition.		
""			
3	KILLING THE RISING SUN, by Bill O'Reilly and Martin Dugard. (Holt.) The host of	3	18
""	“The O’Reilly Factor” recounts the final years of World War II.		
""			
4	THE PRINCESS DIARIST, by Carrie Fisher. (Blue Rider.) Recollections of life on the	2	3
""	set of the first Star Wars movie by the actress and writer, who died in December.		
""			
5	THE MAGNOLIA STORY, by Chip Gaines and Joanna Gaines with Mark Dagostino.	4	13
""	(W Publishing/Thomas Nelson.) The lives of the couple who star in the HGTV show		
""	“Fixer Upper.”		
""			
6	THE UNDOING PROJECT, by Michael Lewis. (Norton.) How the psychologists	5	6
""	Daniel Kahneman and Amos Tversky upended assumptions about the decision-		
""	making process and invented the field of behavioral economics.		
""			
7	THE LOST CITY OF THE MONKEY GOD, by Douglas Preston. (Grand Central.) A	6	2
""	frightening search for a lost civilization in the Honduran rain forest.		
""			
8	THE GREAT EQUALIZER, by David M. Smick. (PublicAffairs.) A call for economic	--	1
""	policies that will promote economic growth by encouraging Main Street capitalism		
""	(small businesses and start-ups) rather than Wall Street capitalism.		
""			
9	THE BOOK OF JOY, by Dalai Lama and Desmond Tutu. (Avery.) A discussion	7	13
""	between two spiritual leaders about how to find joy in the face of suffering.		
""			
10	THE HIDDEN LIFE OF TREES, by Peter Wohlleben. (Greystone.) A forester	--	9
""	presents scientific research on the way trees interact with one another. A best seller		
""	in Germany.		
""			
11	THANK YOU FOR BEING LATE, by Thomas L. Friedman. (Farrar, Straus & Giroux.)	11	8
""	How globalization, climate change and the accelerating pace of technology are are		
""	reshaping the world, and what we can do about it.		
""			
12	WHEN BREATH BECOMES AIR, by Paul Kalanithi. (Random House.) A memoir by	8	46
""	a physician who received a diagnosis of Stage IV lung cancer at the age of 36.		
""			
13	THE CASE AGAINST SUGAR,by Gary Taubes.(Knopf.) A science writer warns of	10	3
""	sugar’s dangers.		
""			
14	BETWEEN THE WORLD AND ME, by Ta-Nehisi Coates. (Spiegel & Grau.) A	--	68
