This	October 31, 2010	Last	Weeks
Week	Fiction	Week	On List
""			
1	AMERICAN ASSASSIN, by Vince Flynn. (Atria, $27.99.) In the wake of the	--	1
""	Lockerbie bombing, Mitch Rapp takes on his first antiterrorist assignment.		
""			
2	FALL OF GIANTS, by Ken Follett. (Dutton, $36.) Five interrelated families from	2	3
""	five countries are caught in the upheavals of World War I and the Russian		
""	Revolution.		
""			
3	THE GIRL WHO KICKED THE HORNET’S NEST, by Stieg Larsson. (Knopf,	4	21
""	$27.95.) The third volume of a trilogy about a Swedish hacker and a journalist.		
""			
4	THE REVERSAL, by Michael Connelly. (Little, Brown, $27.99.) The defense	1	2
""	lawyer Mickey Haller and the L.A.P.D. detective Harry Bosch join forces against a		
""	child-killer.		
""			
5	SAFE HAVEN, by Nicholas Sparks. (Grand Central, $25.99.) The arrival of a	5	5
""	mysterious young woman in a small North Carolina town raises questions about		
""	her past.		
""			
6	FREEDOM, by Jonathan Franzen. (Farrar, Straus & Giroux, $28.) A family of	3	7
""	"Midwestern liberals during the Bush years; by the author of ""The Corrections."""		
""			
7	OUR KIND OF TRAITOR, by John le Carré. (Viking, $27.95.) An upwardly mobile	--	1
""	British couple are caught up in Russian intrigue.		
""			
8	SQUIRREL SEEKS CHIPMUNK, by David Sedaris. (Little, Brown, $21.99.) The	6	3
""	humorist looks at human nature through stories with animals as characters.		
""			
9	DON'T BLINK, by James Patterson and Howard Roughan. (Little, Brown, $27.99.)	7	3
""	A reporter finds himself involved in a war between the Italian mob and the Russian		
""	mafia.		
""			
10	THE HELP, by Kathryn Stockett. (Amy Einhorn/Putnam, $24.95.) A young white	10	81
""	woman and two black maids in 1960s Mississippi.		
""			
11	PAINTED LADIES, by Robert B. Parker. (Putnam, $26.95.) Spenser’s latest	8	2
""	assignment is to provide protection during the ransoming of a stolen painting.		
""			
12	ROOM, by Emma Donoghue. (Little, Brown, $24.99.) A mother’s prison is her	15	5
""	young son’s entire world.		
""			
13	BAD BLOOD, by John Sandford. (Putnam, $27.95.) Virgil Flowers is summoned to	11	4
""	investigate a monstrous multigenerational conspiracy.		
""			
14	PROMISE ME, by Richard Paul Evans. (Simon & Schuster, $19.99.) On	9	2
""	Christmas Day, a woman with family problems meets a handsome, mysterious		
""	stranger.		
This	October 31, 2010	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	EARTH (THE BOOK), by Jon Stewart, David Javerbaum, Rory Albanese, Steve	2	4
""	Bodow and Josh Lieb. (Grand Central, $27.99.) A visitor’s guide to the human		
""	"race, presented by ""The Daily Show."""		
""			
2	TRICKLE UP POVERTY, by Michael Savage. (Morrow/HarperCollins, $26.99.)	3	2
""	The radio host criticizes Obama’s policies on the borders, the economy and		
""	security.		
""			
3	OBAMA'S WARS, by Bob Woodward. (Simon & Schuster, $30.) The inside story	1	3
""	of how decisions were made on the war in Afghanistan, the campaign in Pakistan		
""	and the fight against terrorism.		
""			
4	THE LAST BOY, by Jane Leavy. (Harper/HarperCollins, $27.99.) A biography of	--	1
""	the Yankees star Mickey Mantle, who grappled with a wrenching childhood and		
""	physical injuries.		
""			
5	AT HOME, by Bill Bryson. (Doubleday, $28.95.) The evolution of private life as	6	2
""	exemplified by the rooms of the houses we live in.		
""			
6	PINHEADS AND PATRIOTS, by Bill O'Reilly. (Morrow/HarperCollins, $27.99.) The	7	5
""	Fox News commentator scrutinizes the meaning of change in the era of Obama.		
""			
7	ASSHOLES FINISH FIRST, by Tucker Max. (Gallery, $25.99.) Stories of bad	5	3
""	decisions, debauchery and sexual recklessness.		
""			
8	WASHINGTON, by Ron Chernow. (Penguin Press, $40.) A biography of the first	8	2
""	president.		
""			
9	EXTRAORDINARY, ORDINARY PEOPLE, by Condoleezza Rice. (Crown	--	1
""	Archetype, $27.) The former secretary of state’s memoir stresses the role her		
""	parents played as she was growing up in Birmingham, Ala.		
""			
10	CONVERSATIONS WITH MYSELF, by Nelson Mandela. (Farrar, Straus & Giroux,	--	1
""	$28.) Letters, notes, journal entries and speech drafts offer an intimate look at the		
""	author; with an introduction by President Obama.		
""			
11	THE GRAND DESIGN, by Stephen Hawking and Leonard Mlodinow. (Bantam,	10	6
""	$28.) Central questions of philosophy and science, from the author of “A Brief		
""	History of Time.”		
""			
12	THE ROOTS OF OBAMA'S RAGE, by Dinesh D'Souza. (Regnery, $27.95.)	4	3
""	D’Souza argues that Obama’s policies are defined by the anti-colonialist		
""	sentiments of his father.		
""			
13	LATE, LATE AT NIGHT, by Rick Springfield. (Touchstone/Simon & Schuster,	--	1
""	$26.) The pop star’s memoir traces his rise to fame and describes his lifelong		
""	battle with depression.		
