This	November 21, 2004	Last	Weeks
Week	Fiction	Week	On List
""			
1	METRO GIRL, by Janet Evanovich. (HarperCollins, $26.95.) Accompanied by a	--	1
""	Nascar driver, a woman scours Florida and Cuba in search of her troubleprone		
""	younger brother.		
""			
2	HOUR GAME, by David Baldacci. (Warner, $26.95.) Two private investigators	1	2
""	hunt for a murderer who duplicates the methods of notorious serial killers.		
""			
3	THE DA VINCI CODE, by Dan Brown. (Doubleday, $24.95.) The murder of a	4	86
""	curator at the Louvre leads to a trail of clues found in the work of Leonardo and to		
""	the discovery of a centuries-old secret society.		
""			
4	ECHOES, by Danielle Steel. (Delacorte, $27.) During World War II, a Jewish	2	2
""	woman and her daughter, a Carmelite nun, are trapped in Hitler’s Europe.		
""			
5	THE FIVE PEOPLE YOU MEET IN HEAVEN, by Mitch Albom. (Hyperion, $19.95.)	5	59
""	An old man who died while trying to rescue a little girl from danger discovers that		
""	all will be explained to him in the afterlife.		
""			
6	NORTHERN LIGHTS, by Nora Roberts. (Putnam, $25.95.) In Lunacy, Alaska, the	3	4
""	new chief of police finds romance and investigates a murder that was committed		
""	years earlier.		
""			
7	THE PLOT AGAINST AMERICA, by Philip Roth. (Houghton Mifflin, $26.) The	6	7
""	experiences of a Jewish family in Newark after Charles A. Lindbergh defeats		
""	Franklin D. Roosevelt in the 1940 presidential election.		
""			
8	A REDBIRD CHRISTMAS, by Fannie Flagg. (Random House, $17.95.) After	--	1
""	receiving a grim diagnosis from his doctor, a Chicago resident moves to a small		
""	town and enjoys a magical holiday season.		
""			
9	LIGHT ON SNOW, by Anita Shreve. (Little, Brown, $24.95.) In the middle of a	8	4
""	New England winter, a girl and her father come upon an abandoned baby.		
""			
10	THE DARK TOWER, by Stephen King. (Donald M. Grant/Scribner, $35.) Volume 7	10	7
""	"of ""The Dark Tower,"" a series about time travel and a heroic quest."		
""			
11	THE TWO SWORDS, by R. A. Salvatore. (Wizards of the Coast, $27.95.) The final	9	3
""	volume of the ‘‘Hunter’s Blades’’ fantasy trilogy.		
""			
12	TRACE, by Patricia Cornwell. (Putnam, $26.95.) The inept man who replaced Dr.	12	9
""	Kay Scarpetta as chief medical examiner of Virginia asks for her help in		
""	investigating the unexplained death of a 14-year-old girl.		
""			
13	"THE GIFT, by Nora Roberts. (Silhouette, $16.95.) Reprints ""Home for Christmas"""	7	5
""	"(1986) and ""All I Want for Christmas""(1994)."		
""			
14	JONATHAN STRANGE & MR. NORRELL, by Susanna Clarke. (Bloomsbury,	14	10
This	November 21, 2004	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	AMERICA (THE BOOK), by Jon Stewart, Ben Karlin and David Javerbaum.	1	7
""	"(Warner, $24.95.) ""The Daily Show"" offers a lavishly illustrated parody of a civics"		
""	textbook.		
""			
2	WHEN WILL JESUS BRING THE PORK CHOPS? by George Carlin. (Hyperion,	4	4
""	$23.95.) Another volume of observations and opinions from the stand-up		
""	comedian.		
""			
3	HOW TO TALK TO A LIBERAL (IF YOU MUST), by Ann Coulter. (Crown Forum,	3	5
""	$26.95.) A collection of the columnist's writing about what's wrong with liberals.		
""			
4	THE LAST SEASON, by Phil Jackson with Michael Arkush. (Penguin Press,	2	3
""	$24.95.) The former coach of the Los Angeles Lakers recalls his final year with		
""	Shaquille O’Neal and Kobe Bryant.		
""			
5	HIS EXCELLENCY, by Joseph J. Ellis. (Knopf, $26.95.) A biography of George	6	2
""	Washington, by the author of ‘‘Founding Brothers.’’		
""			
6	CHRONICLES: VOLUME ONE, by Bob Dylan. (Simon & Schuster, $24.)	5	5
""	Recollections and observations from the singer/songwriter.		
""			
7	WHAT’S THE MATTER WITH KANSAS? by Thomas Frank. (Metropolitan/Holt,	--	10
""	$24.) An examination of what the author calls the Great Backlash, in which		
""	conservatives ‘‘won the heart of America.’’		
""			
8	A PAPER LIFE, by Tatum O'Neal. (HarperEntertainment, $24.95.) In this	7	4
""	autobiography, the actress remembers her child stardom, her marriage to John		
""	McEnroe and her battles with drug addiction.		
""			
9	MY LIFE, by Bill Clinton. (Knopf, $35.) From Hope, Ark., to the White House: the	14	20
""	autobiography of the 42nd president.		
""			
10	EATS, SHOOTS & LEAVES, by Lynne Truss. (Gotham, $17.50.) An	8	31
""	Englishwoman expounds on the use and misuse of punctuation marks.		
""			
11	MIRACLE, by Anne Geddes and Celine Dion. (Andrews McMeel, $60.) A	9	4
""	"""celebration of new life"": more than 80 photographs of babies (some of the"		
""	pictures feature Celine Dion), plus song lyrics, a CD and a DVD.		
""			
12	TOMMYLAND, by Tommy Lee with Anthony Bozza. (Atria, $26.) The rock	16	2
""	drummer recalls his exploits with Mötley Crüe and Pamela Anderson.		
""			
13	THE FAMILY, by Kitty Kelley. (Doubleday, $29.95.) The author of biographies of	--	7
""	Frank Sinatra and Nancy Reagan tells ‘‘the real story of the Bush dynasty.’’		
""			
14	THE UNITED STATES OF EUROPE, by T. R. Reid. (Penguin Press, $25.95.) A	--	1
""	correspondent for The Washington Post traces the ‘‘geopolitical revolution’’ that is		
