This	October 1, 2006	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE THIRTEENTH TALE, by Diane Setterfield. (Atria, $26.) A biographer	--	1
""	struggles to discover the truth about an aging writer who has mythologized her		
""	past.		
""			
2	THE BOOK OF FATE, by Brad Meltzer. (Warner, $25.99.) The apparent murder of	1	2
""	a presidential aide reveals Masonic secrets in Washington and a 200-year-old		
""	code invented by Thomas Jefferson.		
""			
3	THE MEPHISTO CLUB, by Tess Gerritsen. (Ballantine, $25.95.) A Boston medical	--	1
""	examiner and a detective must solve a series of murders involving apocalyptic		
""	messages and a sinister cabal.		
""			
4	RISE AND SHINE, by Anna Quindlen. (Random House, $24.95.) The lives of two	2	3
""	sisters, one the host of a television show and the other a social worker.		
""			
5	JUDGE & JURY, by James Patterson and Andrew Gross. (Little, Brown, $27.99.)	4	7
""	An aspiring actress and an F.B.I. agent join forces against a powerful mobster.		
""			
6	DARK CELEBRATION, by Christine Feehan. (Berkley, $23.95.) Carpathians from	3	2
""	around the world join together to oppose their enemies' plot to kill all Carpathian		
""	women.		
""			
7	RICOCHET, by Sandra Brown. (Simon & Schuster, $25.95.) A detective is	5	5
""	attracted to a judge's wife who he also suspects is not telling the truth about a fatal		
""	shooting.		
""			
8	THE GUY NOT TAKEN, by Jennifer Weiner. (Atria, $24.95.) Stories about women	10	2
""	and relationships from the author of ''In Her Shoes.''		
""			
9	THE EMPEROR'S CHILDREN, by Claire Messud. (Knopf, $25.) A group of	8	3
""	privileged 30-somethings try to make their way in literary New York just before		
""	9/11.		
""			
10	THE AFGHAN, by Frederick Forsyth. (Putnam, $26.95.) To foil a Qaeda plot, a	6	4
""	British operative masquerades as a Taliban commander just released from		
""	Guantánamo.		
""			
11	"WORLD WAR Z, by Max Brooks. (Crown, $24.95.) An ""oral history"" of an imagined"	--	1
""	Zombie War that nearly destroys civilization.		
""			
12	A SPOT OF BOTHER, by Mark Haddon. (Doubleday, $24.95.) The world of a mild-	--	1
""	"mannered British family man falls apart; from the author of ""The Curious Incident"		
""	"of the Dog in the Night-Time."""		
""			
13	ONLY REVOLUTIONS, by Mark Z. Danielewski. (Pantheon, $26.) Two teenagers,	--	1
""	forever 16, describe a 100-year road trip; their versions begin at opposite ends of		
""	the book, upside down from each other.		
This	October 1, 2006	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	MARLEY & ME, by John Grogan. (Morrow, $21.95.) A newspaper columnist and	2	48
""	his wife learn some life lessons from their neurotic dog.		
""			
2	I FEEL BAD ABOUT MY NECK, by Nora Ephron. (Knopf, $19.95.) A witty look at	1	7
""	"aging from a novelist and screenwriter (""When Harry Met Sally"")."		
""			
3	THE LOOMING TOWER, by Lawrence Wright. (Knopf, $27.95.) The road to 9/11	4	6
""	as seen through the lives of terrorists planners and the F.B.I. counterterrorism		
""	chief.		
""			
4	THE WORLD IS FLAT, by Thomas L. Friedman. (Farrar, Straus & Giroux, $27.50;	3	76
""	updated and expanded edition, $30.) A columnist for The New York Times		
""	analyzes 21st-century economics and foreign policy.		
""			
5	STATE OF EMERGENCY, by Patrick J. Buchanan. (Thomas Dunne/St. Martin's,	6	4
""	$24.95.) The conservative commentator argues that unchecked immigration		
""	means that the American Southwest is being reconquered by Mexico, and offers a		
""	border-security plan.		
""			
6	FREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner. (Morrow, $25.95.)	7	75
""	A maverick scholar applies economic thinking to everything from sumo wrestlers		
""	who cheat to legalized abortion and the falling crime rate.		
""			
7	FIASCO, by Thomas E. Ricks. (The Penguin Press, $27.95.) How the Bush	5	8
""	administration's and the military's failure to understand the developing Iraqi		
""	insurgency contributed to its further growth.		
""			
8	HUBRIS, by Michael Isikoff and David Corn. (Crown, $25.95.) The planning and	--	1
""	marketing of the invasion of Iraq, featuring the president, administration officials,		
""	neoconservatives, Iraqi exiles and credulous journalists.		
""			
9	THE WAY WE WERE, by Paul Burrell. (Morrow, $25.95.) Diana’s former butler	--	1
""	reminisces.		
""			
10	"BLINK, by Malcolm Gladwell. (Little, Brown, $29.95.)The author of ""The Tipping"	14	81
""	"Point"" explores the importance of hunch and instinct to the workings of the mind."		
""			
11	WINS, LOSSES, AND LESSONS, by Lou Holtz. (Morrow, $25.95.) The retired	10	5
""	football coach turned motivational speaker tells his life story.		
""			
12	BANKRUPT, by David Limbaugh. (Regnery, $27.95.) The intellectual and moral	12	2
""	bankruptcy of the Democratic Party, by a lawyer and syndicated columnist.		
""			
13	ELIZABETH, by J. Randy Taraborrelli. (Warner, $26.99.) A biography of Elizabeth	8	3
""	Taylor.		
""			
14	READING LIKE A WRITER, by Francine Prose. (HarperCollins, $23.95.) A	--	2
