This	October 4, 2015	Last	Weeks
Week	Fiction	Week	On List
""			
1	MAKE ME, by Lee Child. (Delacorte.) In his 20th appearance, Jack Reacher takes on	1	2
""	a missing-persons case.		
""			
2	THE GIRL IN THE SPIDER'S WEB, by David Lagercrantz. (Knopf.) Mikael Blomkvist	2	3
""	and Lisbeth Salander are back in this continuation of Stieg Larsson’s Millennium		
""	series.		
""			
3	DEVOTED IN DEATH, by J. D. Robb. (Putnam.) Lt. Eve Dallas races the clock to	--	1
""	save a woman kidnapped by a couple on a murder spree; by Nora Roberts, writing		
""	pseudonymously.		
""			
4	GO SET A WATCHMAN, by Harper Lee. (Harper.) In the mid-1950s, a grown-up Jean	3	10
""	Louise Finch returns home to find that her adored father is not as perfect as she		
""	believed.		
""			
5	ALL THE LIGHT WE CANNOT SEE, by Anthony Doerr. (Scribner.) The lives of a	7	72
""	blind French girl and a gadget-obsessed German boy before and during World War II.		
""			
6	THE GIRL ON THE TRAIN, by Paula Hawkins. (Riverhead.) A psychological thriller	4	36
""	set in the environs of London.		
""			
7	FATES AND FURIES, by Lauren Groff. (Riverhead.) A marriage viewed from two	--	1
""	perspectives.		
""			
8	X, by Sue Grafton. (Marian Wood/Putnam.) A variety of X’s lead Kinsey Millhone onto	8	4
""	the trail of a cold case.		
""			
9	THE END GAME, by Catherine Coulter and J.T. Ellison. (Putnam.) The F.B.I. agent	--	1
""	Nicholas Drummond and his partner, Mike Caine, investigate a violent environmental		
""	group with the help of the C.I.A. and Mossad.		
""			
10	THE SCAM, by Janet Evanovich and Lee Goldberg. (Bantam.) The F.B.I. agent Kate	--	1
""	O’Hare and her con man partner, Nicholas Fox, pose as gamblers in order to bring		
""	down a casino magnate involved in money laundering.		
""			
11	PURITY, by Jonathan Franzen. (Farrar, Straus & Giroux.) A recent college graduate,	6	3
""	a German Julian Assange-like activist, an investigative reporter and an heiress in		
""	flight from her past strive for integrity and wrestle with secrets.		
""			
12	THE NIGHTINGALE, by Kristin Hannah. (St. Martin's.) Two sisters in World War II	13	33
""	France: one struggling to survive in the countryside, the other joining the Resistance		
""	in Paris.		
""			
13	DRIVING HEAT, by Richard Castle. (Kingswell.) The N.Y.P.D. homicide detective	--	1
""	Nikki Heat attempts to stop a killer while her fiancé, the journalist Jameson Rook,		
""	meddles in the case.		
This	October 4, 2015	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	WHY NOT ME?, by Mindy Kaling. (Crown Archetype.) More personal essays from	--	1
""	the comedian and actress.		
""			
2	BETWEEN THE WORLD AND ME, by Ta-Nehisi Coates. (Spiegel & Grau.) A	1	10
""	meditation on race in America as well as a personal story by the national		
""	correspondent of The Atlantic, framed as a letter to his teenage son.		
""			
3	THE ART OF MEMOIR, by Mary Karr. (Harper.) The author of “The Liars’ Club,”	--	1
""	“Cherry” and “Lit” offers instruction in memoir-writing and discusses her favorite		
""	writers’ work.		
""			
4	FAST GIRL, by Suzy Favor Hamilton with Sarah Tomlinson. (Rey Street/Morrow.)	--	1
""	Bipolar disorder drove a former Olympic runner to become a high-priced Las		
""	Vegas escort until she received treatment.		
""			
5	KILLING THE MESSENGER, by David Brock. (Twelve.) A former right-wing	--	1
""	operative describes his transformation and passionately defends Hillary Clinton.		
""			
6	BEING MORTAL, by Atul Gawande. (Metropolitan/Holt.) The surgeon and New	5	50
""	Yorker writer considers how doctors fail patients at the end of life and how they		
""	can do better.		
""			
7	THE WRIGHT BROTHERS, by David McCullough. (Simon & Schuster.) The story	4	20
""	of the bicycle mechanics from Ohio who ushered in the age of flight.		
""			
8	PLUNDER AND DECEIT, by Mark R. Levin. (Threshold Editions.) The talk-radio	2	7
""	host urges young Americans to resist the statist masterminds who, he says, are		
""	burdening them with debt and inferior education.		
""			
9	ACCIDENTAL SAINTS, by Nadia Bolz-Weber. (Convergent.) A comic turned	8	2
""	pastor documents encounters with grace and finding divinity in unlikely places.		
""			
10	MODERN ROMANCE, by Aziz Ansari with Eric Klinenberg. (Penguin Press.) The	6	14
""	comedian enlists a sociologist to help him understand today’s dating scene.		
""			
11	EXCEPTIONAL, by Dick Cheney and Liz Cheney. (Threshold Editions.) The	3	3
""	former vice president and his daughter chart their vision for a formidable future		
""	America.		
""			
12	DEAD WAKE, by Erik Larson. (Crown.) The last voyage of the Lusitania, the	11	28
""	passenger liner notoriously sunk by a German torpedo in 1915.		
""			
13	RECKLESS, by Chrissie Hynde. (Doubleday.) The Pretenders' frontwoman revisits	7	2
""	four decades in the music industry.		
""			
14	MY FIGHT/YOUR FIGHT, by Ronda Rousey with Maria Burns Ortiz. (Regan Arts.)	9	5
""	The U.F.C. women's bantamweight champion's struggles to succeed.		
