This	October 29, 2006	Last	Weeks
Week	Fiction	Week	On List
""			
1	FOR ONE MORE DAY, by Mitch Albom. (Hyperion, $21.95.) A troubled man gets a	1	3
""	last chance to reconnect and restore his relationship with his dead mother.		
""			
2	ECHO PARK, by Michael Connelly. (Little, Brown, $26.99.) The Los Angeles	--	1
""	detective Harry Bosch returns to an old unsolved case with unexpected results.		
""			
3	ACT OF TREASON, by Vince Flynn. (Atria, $25.95.) The C.I.A. operative Mitch	--	1
""	Rapp makes surprising discoveries when he investigates an attack on a		
""	Democratic presidential candidate's motorcade.		
""			
4	THIRTEEN MOONS, by Charles Frazier. (Random House, $26.95.) A man raised	2	2
""	in the North Carolina wilderness travels America in defense of his adopted Indian		
""	people and broods over an elusive woman.		
""			
5	MOTOR MOUTH, by Janet Evanovich. (HarperCollins, $26.95.) Alexandra	3	2
""	Barnaby, known as Barney; her boyfriend, a Nascar driver; and his St. Bernard		
""	inadvertently become involved in a murder investigation as they investigate a		
""	possible cheating scandal.		
""			
6	SHORT STRAW, by Stuart Woods. (Putnam, $25.95.) A Santa Fe trial lawyer	--	1
""	must fight against an attack on his practice and his reputation.		
""			
7	THE ROAD, by Cormac McCarthy. (Knopf, $24.) A father and son journey through	7	3
""	post-apocalypse America.		
""			
8	THE THIRTEENTH TALE, by Diane Setterfield. (Atria, $26.) A biographer	5	5
""	struggles to discover the truth about an aging writer who has mythologized her		
""	past.		
""			
9	UNDER ORDERS, by Dick Francis. (Putnam, $25.95.) Sid Halley, a jockey turned	6	3
""	P.I., investigates the murder of a jockey who may have been throwing races.		
""			
10	THE BOOK OF FATE, by Brad Meltzer. (Warner, $25.99.) The apparent murder of	4	6
""	a presidential aide reveals Masonic secrets in Washington and a 200-year-old		
""	code invented by Thomas Jefferson.		
""			
11	STRANGE CANDY, by Laurell K. Hamilton. (Berkley, $23.95.) Fourteen dark	8	2
""	"stories from the author of the ""Anita Blake, Vampire Hunter"" series."		
""			
12	CHRISTMAS LETTERS, by Debbie Macomber. (Mira, $16.95.) It's Christmas on	15	2
""	Blossom Street in Seattle, and a child psychologist and a writer fall in love despite		
""	their differences.		
""			
13	RISE AND SHINE, by Anna Quindlen. (Random House, $24.95.) The lives of two	9	7
""	sisters, one the host of a television show and the other a social worker.		
""			
14	FINDING NOEL, by Richard Paul Evans. (Simon & Schuster, $19.95.) At	10	2
This	October 29, 2006	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE INNOCENT MAN, by John Grisham. (Doubleday, $28.95.) Grisham's first	--	1
""	nonfiction book concerns a man sentenced to death for a crime he did not commit.		
""			
2	"STATE OF DENIAL, by Bob Woodward. (Simon & Schuster, $30.) The third ""Bush"	1	3
""	"at War"" volume by the longtime Washington Post reporter and editor describes a"		
""	dysfunctional administration's inept conduct of the invasion and occupation of Iraq.		
""			
3	"CULTURE WARRIOR, by Bill O'Reilly. (Broadway, $26.) The host of ""The O'Reilly"	2	3
""	"Factor"" describes a culture war between traditionalists and secular-progressives."		
""			
4	I FEEL BAD ABOUT MY NECK, by Nora Ephron. (Knopf, $19.95.) A witty look at	3	11
""	"aging from a novelist and screenwriter (""When Harry Met Sally"")."		
""			
5	MARLEY & ME, by John Grogan. (Morrow, $21.95.) A newspaper columnist and	5	52
""	his wife learn some life lessons from their neurotic dog.		
""			
6	THE GREATEST STORY EVER SOLD, by Frank Rich. (Penguin Press, $25.95.) A	7	4
""	Times columnist attacks the Bush administration's approach to message		
""	management.		
""			
7	SAVING GRACES, by Elizabeth Edwards. (Broadway, $24.95.) A memoir by the	4	3
""	wife of the vice presidential candidate John Edwards focuses on the election of		
""	2004 and her subsequent struggle against breast cancer.		
""			
8	TOUGH CHOICES, by Carly Fiorina. (Portfolio, $24.95.) A memoir of Fiorina's six	--	1
""	years as chief executive of Hewlett-Packard until she was forced out by the board		
""	of directors.		
""			
9	WAR ON THE MIDDLE CLASS, by Lou Dobbs. (Viking, $24.95.) The anchor of	--	1
""	"CNN's ""Lou Dobbs Tonight"" decries the outsourcing of jobs, the decline in health"		
""	care standards and the widening income gap.		
""			
10	THE GOD DELUSION, by Richard Dawkins. Houghton Mifflin, $27.) An Oxford	8	4
""	scientist asserts that belief in God is irrational and that religion has done great		
""	harm in the world.		
""			
11	LETTER TO A CHRISTIAN NATION, by Sam Harris. (Knopf, $16.95.) The author	6	4
""	of ''The End of Faith'' responds to Christians' arguments in defense of their beliefs.		
""			
12	BLOOD AND THUNDER, by Hampton Sides. (Doubleday, $26.95.) A history of the	14	2
""	American conquest of the West, focused on Kit Carson's defeat of the Navajo.		
""			
13	THE WORLD IS FLAT, by Thomas L. Friedman. (Farrar, Straus & Giroux, $27.50;	9	80
""	updated and expanded edition, $30.) A columnist for The Times analyzes 21st-		
""	century economics and foreign policy.		
""			
14	THE BLIND SIDE, by Michael Lewis. (Norton, $24.95.) The evolving business of	15	2
