This	March 12, 2017	Last	Weeks
Week	Fiction	Week	On List
""			
1	LINCOLN IN THE BARDO, by George Saunders. (Random House.) Visiting the	1	2
""	grave of his recently deceased young son in 1862, Lincoln encounters a cemetery		
""	full of ghosts.		
""			
2	NORSE MYTHOLOGY, by Neil Gaiman. (Norton.) A retelling of Norse folklore.	2	3
""			
3	AFTERMATH: EMPIRE'S END, by Chuck Wendig. (Del Rey.) The conclusion to	--	1
""	the Star Wars trilogy set in the years between “Return of the Jedi” and “The Force		
""	Awakens.”		
""			
4	ECHOES IN DEATH, by J. D. Robb. (St. Martin's.) Lt. Eve Dallas of the N.Y.P.D.	3	3
""	investigates a fatal home invasion. By Nora Roberts, writing pseudonymously.		
""			
5	HEARTBREAK HOTEL, by Jonathan Kellerman. (Ballantine.) The psychologist	4	2
""	Alex Delaware and the L.A.P.D. Lt. Milo Sturgis investigate a mysterious death.		
""			
6	A CONJURING OF LIGHT, by V. E. Schwab. (Tor/Tom Doherty.) The final book in	--	1
""	the Shades of Magic fantasy series.		
""			
7	A PIECE OF THE WORLD, by Christina Baker Kline. (Morrow/HarperCollins.)	--	1
""	Imagining the life of the central figure of Andrew Wyeth’s iconic painting		
""	“Christina’s World.”		
""			
8	HUMANS, BOW DOWN, by James Patterson and Emily Raymond with Jill	--	1
""	Dembowski. (Little, Brown.) After the Great War, a woman is determined to save		
""	humanity before the victorious robots wipe it out.		
""			
9	THE UNDERGROUND RAILROAD, by Colson Whitehead. (Doubleday.) A slave	9	29
""	girl heads toward freedom on the network, envisioned as actual tracks and		
""	tunnels.		
""			
10	THE GIRL BEFORE, by J. P. Delaney. (Ballantine.) A sadistic architect builds a	8	5
""	modern house that controls its (young, female) inhabitants in this psychological		
""	thriller, soon to be a major motion picture.		
""			
11	NEVER NEVER, by James Patterson and Candice Fox. (Little, Brown.) Harriet	5	6
""	Blue, a Sydney sex crimes detective, is sent to the outback (the never never) to		
""	investigate the disappearance of a mine worker. The first in a new series.		
""			
12	THE WHISTLER, by John Grisham. (Doubleday.) A whistleblower alerts a Florida	7	18
""	investigator to judicial corruption involving the Mob and Indian casinos.		
""			
13	TWO BY TWO, by Nicholas Sparks. (Grand Central.) A man who became a single	6	21
""	father when his marriage and business collapsed learns to take a chance on a		
""	new love.		
""			
14	A GENTLEMAN IN MOSCOW, by Amor Towles. (Viking.) A Russian count	14	15
This	March 12, 2017	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	HILLBILLY ELEGY, by J. D. Vance. (HarperCollins.) A Yale Law School graduate	1	31
""	looks at the struggles of America’s white working class through his own childhood		
""	in the Rust Belt.		
""			
2	KILLING THE RISING SUN, by Bill O'Reilly and Martin Dugard. (Holt.) The host of	3	24
""	“The O’Reilly Factor” recounts the final years of World War II.		
""			
3	HOMO DEUS, by Yuval Noah Harari. (Harper/HarperCollins.) A provocative look	--	1
""	into the future by the author of “Sapiens.”		
""			
4	THE BOOK OF JOY, by Dalai Lama and Desmond Tutu. (Avery.) Two spiritual	6	19
""	leaders discuss how to find joy in the face of suffering.		
""			
5	BIG AGENDA, by David Horowitz. (Humanix.) A battle plan for the Trump White	5	3
""	House.		
""			
6	THIS LIFE I LIVE, by Rory Feek. (W Publishing/Thomas Nelson.) The songwriter	2	2
""	describes his difficult childhood, love for his wife, and her death from cancer in		
""	2016.		
""			
7	THE MAGNOLIA STORY, by Chip Gaines and Joanna Gaines with Mark	4	19
""	Dagostino. (W Publishing/Thomas Nelson.) The lives of the couple who star in the		
""	HGTV show “Fixer Upper.”		
""			
8	BORN A CRIME, by Trevor Noah. (Spiegel & Grau.) A memoir about growing up	8	15
""	biracial in apartheid South Africa by the comedian, now the host of “The Daily		
""	Show.”		
""			
9	WHEN BREATH BECOMES AIR, by Paul Kalanithi. (Random House.) A memoir	12	52
""	by a physician who received a diagnosis of Stage IV lung cancer at the age of 36.		
""			
10	SAPIENS, by Yuval Noah Harari. (Harper.) How Homo sapiens became Earth’s	10	7
""	dominant species.		
""			
11	THREE DAYS IN JANUARY, by Bret Baier with Catherine Whitney.	7	7
""	(Morrow/HarperCollins.) Eisenhower’s farewell address and his role in the		
""	Kennedy transition.		
""			
12	HIDDEN FIGURES, by Margot Lee Shetterly. (Morrow/HarperCollins.) The black	9	8
""	women mathematicians who worked at then-segregated NASA. The basis of the		
""	movie.		
""			
13	THANK YOU FOR BEING LATE, by Thomas L. Friedman. (Farrar, Straus &	11	14
""	Giroux.) How globalization, climate change and the accelerating pace of		
""	technology are reshaping the world.		
""			
14	TEARS WE CANNOT STOP, by Michael Eric Dyson. (St. Martin's.) A frank and	13	6
