This	October 23, 2005	Last	Weeks
Week	Fiction	Week	On List
""			
1	THE LINCOLN LAWYER, by Michael Connelly. (Little, Brown, $26.95.) A Los	--	1
""	Angeles criminal defense attorney takes a case that proves more complicated and		
""	dangerous than he expected.		
""			
2	BLUE SMOKE, by Nora Roberts. (Putnam, $25.95.) An arson investigator whose	--	1
""	family suffered a fire when she was a child is menaced by a sociopath.		
""			
3	A BREATH OF SNOW AND ASHES, by Diana Gabaldon. (Delacorte, $28.) In	1	2
""	1772, the British governor of North Carolina asks Jamie to support the king, but		
""	Jamie's time-traveling wife assures him independence is inevitable; an Outlander		
""	novel.		
""			
4	SON OF A WITCH, by Gregory Maguire. (ReganBooks/HarperCollins, $26.95.) Liir	2	2
""	"makes his way through the dangerous land of Oz; a sequel to ""Wicked."""		
""			
5	THE MARCH, by E. L. Doctorow. (Random House, $25.95.) The story of	4	3
""	Sherman's sweep through the South and the lives he left in his wake.		
""			
6	GOODNIGHT NOBODY, by Jennifer Weiner. (Atria, $26.) An unhappy suburban	5	3
""	mother gains her independence by investigating a murder.		
""			
7	THE DA VINCI CODE, by Dan Brown. (Doubleday, $24.95.) The murder of a	9	134
""	curator at the Louvre leads to a trail of clues found in the work of Leonardo and to		
""	the discovery of a centuries-old secret society.		
""			
8	GABRIEL'S ANGEL, by Nora Roberts. (Silhouette, $17.95.) On a snowy night in	11	2
""	Colorado, a man saves a stranded pregnant woman and joins her custody battle		
""	after falling in love.		
""			
9	SCHOOL DAYS, by Robert B. Parker. (Putnam, $24.95.) A woman hires Spenser	3	2
""	to prove that her grandson wasn't involved in a school shooting.		
""			
10	EVERYONE WORTH KNOWING, by Lauren Weisberger. (Simon & Schuster,	--	1
""	$23.95.) A young woman quits her banking job and goes to work for a hip P.R.		
""	firm where she is paid to party.		
""			
11	THE HISTORIAN, by Elizabeth Kostova. (Little, Brown, $25.95.) A young woman's	10	17
""	quest to learn the truth about her father's life and her mother's death involves		
""	research into Vlad the Impaler and Dracula.		
""			
12	ON BEAUTY, by Zadie Smith. (Penguin Press, $25.95.) Personal and cultural	7	4
""	battles between two academic families.		
""			
13	ANANSI BOYS, by Neil Gaiman. (Morrow, $26.95.) After his father dies, Fat	8	3
""	Charlie learns that Dad led a secret life as a trickster god.		
""			
14	THE ASSASSINS, by Oliver North and Joe Musser. (Broadman & Holman,	--	1
""	$24.99.) An elite unit whose mission is to assassinate terrorists is dispatched to		
This	October 23, 2005	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	THE CITY OF FALLING ANGELS, by John Berendt. (Penguin, $25.95.) The	1	2
""	"author of ""Midnight in the Garden of Good and Evil"" investigates a fire in Venice."		
""			
2	THE WORLD IS FLAT, by Thomas L. Friedman. (Farrar, Straus & Giroux, $27.50.)	2	27
""	A columnist for The New York Times analyzes 21st-century economics and		
""	foreign policy and presents an overview of globalization trends.		
""			
3	FREAKONOMICS, by Steven D. Levitt and Stephen J. Dubner. (Morrow, $25.95.)	3	26
""	A maverick scholar applies economic thinking to everything from sumo wrestlers		
""	who cheat to legalized abortion and the falling crime rate.		
""			
4	THE YEAR OF MAGICAL THINKING, by Joan Didion. (Knopf, $23.95.) The	--	1
""	author's attempts to come to terms with the death of her husband and the grave		
""	illness of their only daughter.		
""			
5	1776, by David McCullough. (Simon & Schuster, $32.) An account of America's	5	20
""	founding year by the Pulitzer Prize-winning author, focusing on the inexperienced		
""	George Washington and heroic citizen soldiers.		
""			
6	WHAT REMAINS, by Carole Radziwill. (Scribner, $25.95.) A memoir of a	4	2
""	suburban girl who grew up to marry a prince (a Kennedy nephew) who died		
""	young.		
""			
7	LIFE IS NOT A FAIRY TALE, by Fantasia. (Fireside/Simon & Schuster, $21.95.)	--	1
""	"An ""American Idol"" winner reflects on the mistakes and triumphs of her past and"		
""	on the lessons she's learned.		
""			
8	"BLINK, by Malcolm Gladwell. (Little, Brown, $25.95.) The author of ""The Tipping"	6	39
""	"Point"" explores the importance of hunch and instinct to the workings of the mind."		
""			
9	THE GAME, by Neil Strauss. (ReganBooks/HarperCollins, $29.95.) A writer	15	4
""	spends two years among pickup artists.		
""			
10	PHENOMENON, by Sylvia Browne with Lindsay Harrison. (Dutton, $24.95.) A	7	2
""	guide to the paranormal from a self-described psychic.		
""			
11	NEVER HAVE YOUR DOG STUFFED, by Alan Alda. (Random House, $24.95.) A	9	3
""	memoir by the television, movie and Broadway actor.		
""			
12	NO EXCUSES, by Kyle Maynard. (Regnery, $25.95.) The memoir of a young	--	1
""	wrestling champion who was born without hands or feet.		
""			
13	SYMPTOMS OF WITHDRAWAL, by Christopher Kennedy Lawford. (Morrow,	11	2
""	$25.95.) The son of Peter Lawford and Patricia Kennedy, a Washington and		
""	Hollywood insider, recalls his substance abuse and recovery.		
""			
14	A CRACK IN THE EDGE OF THE WORLD, by Simon Winchester. (HarperCollins,	--	1
""	$27.95.) A popular historian draws on his geological background to describe the		
